# 0D ASCII output created by CarpetIOASCII
# created on nid12008 by elihu on May 01 2017 at 18:38:04-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0014/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid12008-elihu-2017.05.01-23.36.20-18938
# Run ID: run-J0040_N40-nid12008-elihu-2017.05.01-23.36.20-18938
#
# PUNCTURETRACKER::PT_LOC (puncturetracker-pt_loc)
#
# column format: 1:it	2:time	3:data
# data columns: 3:pt_loc_t[0] 4:pt_loc_t[1] 5:pt_loc_t[2] 6:pt_loc_t[3] 7:pt_loc_t[4] 8:pt_loc_t[5] 9:pt_loc_t[6] 10:pt_loc_t[7] 11:pt_loc_t[8] 12:pt_loc_t[9] 13:pt_loc_x[0] 14:pt_loc_x[1] 15:pt_loc_x[2] 16:pt_loc_x[3] 17:pt_loc_x[4] 18:pt_loc_x[5] 19:pt_loc_x[6] 20:pt_loc_x[7] 21:pt_loc_x[8] 22:pt_loc_x[9] 23:pt_loc_y[0] 24:pt_loc_y[1] 25:pt_loc_y[2] 26:pt_loc_y[3] 27:pt_loc_y[4] 28:pt_loc_y[5] 29:pt_loc_y[6] 30:pt_loc_y[7] 31:pt_loc_y[8] 32:pt_loc_y[9] 33:pt_loc_z[0] 34:pt_loc_z[1] 35:pt_loc_z[2] 36:pt_loc_z[3] 37:pt_loc_z[4] 38:pt_loc_z[5] 39:pt_loc_z[6] 40:pt_loc_z[7] 41:pt_loc_z[8] 42:pt_loc_z[9]
932352	1573.344	1573.3389375 1573.3389375 0 0 0 0 0 0 0 0 -0.864035962509225 0.864035372610998 0 0 0 0 0 0 0 0 -2.26258185706742 2.2625810921163 0 0 0 0 0 0 0 0 -6.79682452465621e-19 3.55238863870352e-19 0 0 0 0 0 0 0 0
932608	1573.776	1573.7709375 1573.7709375 0 0 0 0 0 0 0 0 -0.788537934395571 0.78853734421855 0 0 0 0 0 0 0 0 -2.28246689354266 2.28246612857633 0 0 0 0 0 0 0 0 -6.71696932059539e-19 3.99662985861469e-19 0 0 0 0 0 0 0 0
932864	1574.208	1574.2029375 1574.2029375 0 0 0 0 0 0 0 0 -0.712340615590041 0.712340025092251 0 0 0 0 0 0 0 0 -2.29984978706931 2.29984902188514 0 0 0 0 0 0 0 0 -6.59220686478855e-19 3.7442126877531e-19 0 0 0 0 0 0 0 0
933120	1574.64	1574.6349375 1574.6349375 0 0 0 0 0 0 0 0 -0.635523900598853 0.635523309767651 0 0 0 0 0 0 0 0 -2.31469734792474 2.31469658247849 0 0 0 0 0 0 0 0 -6.56274394215266e-19 3.874933105868e-19 0 0 0 0 0 0 0 0
933376	1575.072	1575.0669375 1575.0669375 0 0 0 0 0 0 0 0 -0.558169747644016 0.558169156500924 0 0 0 0 0 0 0 0 -2.32697749480714 2.32697672901951 0 0 0 0 0 0 0 0 -6.57668505223571e-19 4.14296328297657e-19 0 0 0 0 0 0 0 0
933632	1575.504	1575.4989375 1575.4989375 0 0 0 0 0 0 0 0 -0.480361635228085 0.480361043796532 0 0 0 0 0 0 0 0 -2.33665742435456 2.33665665789829 0 0 0 0 0 0 0 0 -6.52358012669772e-19 3.95432268202129e-19 0 0 0 0 0 0 0 0
933888	1575.936	1575.9309375 1575.9309375 0 0 0 0 0 0 0 0 -0.402184989954477 0.402184398290961 0 0 0 0 0 0 0 0 -2.34371019789353 2.34370943176545 0 0 0 0 0 0 0 0 -6.32078001308146e-19 3.83292599750615e-19 0 0 0 0 0 0 0 0
934144	1576.368	1576.3629375 1576.3629375 0 0 0 0 0 0 0 0 -0.323726866975102 0.323726275053453 0 0 0 0 0 0 0 0 -2.34811124408055 2.34811047680586 0 0 0 0 0 0 0 0 -6.06316156444468e-19 3.72397389673818e-19 0 0 0 0 0 0 0 0
934400	1576.8	1576.7949375 1576.7949375 0 0 0 0 0 0 0 0 -0.245075769032183 0.245075176881671 0 0 0 0 0 0 0 0 -2.34984824325021 2.34984747513273 0 0 0 0 0 0 0 0 -6.21637355516351e-19 3.62227691404456e-19 0 0 0 0 0 0 0 0
934656	1577.232	1577.2269375 1577.2269375 0 0 0 0 0 0 0 0 -0.166321421950729 0.166320829659922 0 0 0 0 0 0 0 0 -2.34889542577261 2.34889465731553 0 0 0 0 0 0 0 0 -6.29624371805348e-19 3.67761921436507e-19 0 0 0 0 0 0 0 0
