# Scalar ASCII output created by CarpetIOScalar
# created on nid12008 by elihu on May 01 2017 at 18:38:04-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0014/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid12008-elihu-2017.05.01-23.36.20-18938
# Run ID: run-J0040_N40-nid12008-elihu-2017.05.01-23.36.20-18938
#
# SYSTEMSTATISTICS::maxrss_mb (systemstatistics-process_memory_mb)
# 1:iteration 2:time 3:data
# data columns: 3:maxrss_mb 4:majflt_mb 5:arena_mb 6:ordblks_mb 7:hblks_mb 8:hblkhd_mb 9:uordblks_mb 10:fordblks_mb 11:keepcost_mb 12:swap_used_mb
932352 1573.344 2097 0 729 0 0 -1860 701 11 0 0
932608 1573.776 2497 0 826 0 0 -1860 703 96 0 0
932864 1574.208 2538 0 833 0 0 -1860 706 126 0 0
933120 1574.64 2586 0 834 0 0 -1860 706 126 0 0
933376 1575.072 2596 0 836 0 0 -1860 707 128 0 0
933632 1575.504 2595 0 834 0 0 -1860 705 128 0 0
933888 1575.936 2598 0 833 0 0 -1860 703 113 0 0
934144 1576.368 2648 0 841 0 0 -1854 712 129 0 0
934400 1576.8 2640 0 838 0 0 -1854 708 129 0 0
934656 1577.232 2646 0 833 0 0 -1854 706 127 0 0
934912 1577.664 2635 0 832 0 0 -1854 701 131 0 0
935168 1578.096 2633 0 826 0 0 -1854 699 126 0 0
935424 1578.528 2633 0 824 0 0 -1854 694 130 0 0
935680 1578.96 2666 0 830 0 0 -1854 699 130 0 0
935936 1579.392 2672 0 833 0 0 -1854 701 131 0 0
936192 1579.824 2647 0 834 0 0 -1854 702 132 0 0
936448 1580.256 2646 0 839 0 0 -1854 706 133 0 0
936704 1580.688 2690 0 841 0 0 -1854 707 133 0 0
936960 1581.12 2678 0 834 0 0 -1860 701 132 0 0
937216 1581.552 2706 0 834 0 0 -1860 699 134 0 0
937472 1581.984 2666 0 839 0 0 -1860 704 135 0 0
937728 1582.416 2700 0 837 0 0 -1860 704 132 0 0
937984 1582.848 2717 0 833 0 0 -1860 701 131 0 0
938240 1583.28 2714 0 835 0 0 -1860 702 133 0 0
938496 1583.712 2718 0 838 0 0 -1860 702 135 0 0
938752 1584.144 2702 0 840 0 0 -1860 704 135 0 0
939008 1584.576 2703 0 841 0 0 -1860 705 135 0 0
939264 1585.008 2701 0 841 0 0 -1860 707 134 0 0
939520 1585.44 2706 0 846 0 0 -1860 709 136 0 0
939776 1585.872 2726 0 849 0 0 -1860 712 136 0 0
940032 1586.304 2696 0 867 0 0 -1860 707 151 0 0
940288 1586.736 2731 0 866 0 0 -1860 709 156 0 0
940544 1587.168 2758 0 854 0 0 -1849 711 142 0 0
940800 1587.6 2766 0 877 0 0 -1849 715 144 0 0
941056 1588.032 2783 0 857 0 0 -1849 714 142 0 0
941312 1588.464 2785 0 861 0 0 -1849 718 142 0 0
941568 1588.896 2789 0 880 0 0 -1849 718 140 0 0
941824 1589.328 2790 0 877 0 0 -1849 716 144 0 0
942080 1589.76 2787 0 885 0 0 -1855 722 160 0 0
942336 1590.192 2782 0 882 0 0 -1855 722 149 0 0
942592 1590.624 2772 0 885 0 0 -1855 720 150 0 0
942848 1591.056 2775 0 883 0 0 -1855 721 155 0 0
943104 1591.488 2781 0 890 0 0 -1855 727 163 0 0
943360 1591.92 2787 0 888 0 0 -1855 722 164 0 0
943616 1592.352 2795 0 906 0 0 -1855 739 150 0 0
943872 1592.784 2790 0 900 0 0 -1855 734 149 0 0
944128 1593.216 2788 0 903 0 0 -1855 737 165 13 0
944384 1593.648 2788 0 901 0 0 -1855 733 167 0 0
944640 1594.08 2806 0 913 0 0 -1855 748 164 0 0
944896 1594.512 2800 0 916 0 0 -1855 748 167 0 0
945152 1594.944 2788 0 913 0 0 -1855 745 159 13 0
945408 1595.376 2797 0 913 0 0 -1855 742 170 13 0
945664 1595.808 2795 0 913 0 0 -1855 739 165 0 0
945920 1596.24 2799 0 911 0 0 -1855 735 166 0 0
946176 1596.672 2829 0 942 0 0 -2042 773 168 0 0
946432 1597.104 2832 0 947 0 0 -1855 772 174 0 0
946688 1597.536 2829 0 944 0 0 -1855 774 170 0 0
946944 1597.968 2829 0 930 0 0 -1855 776 153 0 0
947200 1598.4 2829 0 954 0 0 -1855 781 173 0 0
947456 1598.832 2831 0 951 0 0 -1855 779 159 0 0
947712 1599.264 2829 0 949 0 0 -1855 776 162 0 0
947968 1599.696 2829 0 946 0 0 -1855 773 173 0 0
948224 1600.128 2829 0 958 0 0 -1855 781 176 0 0
948480 1600.56 2835 0 961 0 0 -1855 790 170 13 0
948736 1600.992 2845 0 966 0 0 -1855 789 177 0 0
948992 1601.424 2866 0 961 0 0 -1855 781 179 0 0
949248 1601.856 2848 0 963 0 0 -1855 786 176 0 0
949504 1602.288 2853 0 964 0 0 -1855 787 174 0 0
949760 1602.72 2848 0 967 0 0 -1855 789 175 0 0
950016 1603.152 2859 0 978 0 0 -1855 796 182 13 0
950272 1603.584 2868 0 968 0 0 -1855 794 171 0 0
950528 1604.016 2859 0 980 0 0 -1855 794 186 13 0
950784 1604.448 2857 0 988 0 0 -1855 797 190 0 0
951040 1604.88 2852 0 983 0 0 -1855 797 185 0 0
951296 1605.312 2855 0 983 0 0 -1855 793 170 0 0
951552 1605.744 2847 0 987 0 0 -1855 797 188 0 0
951808 1606.176 2861 0 983 0 0 -1855 794 189 0 0
952064 1606.608 2853 0 988 0 0 -1855 795 184 0 0
952320 1607.04 2864 0 989 0 0 -1855 791 184 0 0
952576 1607.472 2866 0 988 0 0 -1855 787 190 0 0
952832 1607.904 2852 0 983 0 0 -1855 784 190 0 0
953088 1608.336 2861 0 988 0 0 -1855 789 195 0 0
953344 1608.768 2856 0 983 0 0 -1855 786 197 0 0
953600 1609.2 2859 0 989 0 0 -1855 787 202 0 0
953856 1609.632 2855 0 983 0 0 -1855 781 202 0 0
954112 1610.064 2842 0 983 0 0 -1855 777 206 0 0
954368 1610.496 2849 0 987 0 0 -1855 785 201 0 0
954624 1610.928 2842 0 983 0 0 -1855 778 205 0 0
954880 1611.36 2840 0 983 0 0 -1855 778 195 0 0
955136 1611.792 2848 0 986 0 0 -1855 780 189 0 0
955392 1612.224 2848 0 981 0 0 -1855 780 200 13 0
955648 1612.656 2864 0 984 0 0 -1855 778 205 13 0
955904 1613.088 2854 0 976 0 0 -1855 776 197 0 0
956160 1613.52 2856 0 981 0 0 -1855 775 195 0 0
956416 1613.952 2860 0 986 0 0 -1855 774 206 13 0
956672 1614.384 2868 0 986 0 0 -1855 777 199 0 0
