# 0D ASCII output created by CarpetIOASCII
# created on nid12008 by elihu on May 01 2017 at 18:37:58-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0014/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid12008-elihu-2017.05.01-23.36.20-18938
# Run ID: run-J0040_N40-nid12008-elihu-2017.05.01-23.36.20-18938
#
# QUASILOCALMEASURES::QLM_SCALARS (quasilocalmeasures-qlm_scalars)
#
# column format: 1:it	2:time	3:data
# data columns: 3:qlm_time[0] 4:qlm_time[1] 5:qlm_time[2] 6:qlm_equatorial_circumference[0] 7:qlm_equatorial_circumference[1] 8:qlm_equatorial_circumference[2] 9:qlm_polar_circumference_0[0] 10:qlm_polar_circumference_0[1] 11:qlm_polar_circumference_0[2] 12:qlm_polar_circumference_pi_2[0] 13:qlm_polar_circumference_pi_2[1] 14:qlm_polar_circumference_pi_2[2] 15:qlm_area[0] 16:qlm_area[1] 17:qlm_area[2] 18:qlm_irreducible_mass[0] 19:qlm_irreducible_mass[1] 20:qlm_irreducible_mass[2] 21:qlm_radius[0] 22:qlm_radius[1] 23:qlm_radius[2] 24:qlm_spin_guess[0] 25:qlm_spin_guess[1] 26:qlm_spin_guess[2] 27:qlm_mass_guess[0] 28:qlm_mass_guess[1] 29:qlm_mass_guess[2] 30:qlm_killing_eigenvalue_re[0] 31:qlm_killing_eigenvalue_re[1] 32:qlm_killing_eigenvalue_re[2] 33:qlm_killing_eigenvalue_im[0] 34:qlm_killing_eigenvalue_im[1] 35:qlm_killing_eigenvalue_im[2] 36:qlm_spin[0] 37:qlm_spin[1] 38:qlm_spin[2] 39:qlm_npspin[0] 40:qlm_npspin[1] 41:qlm_npspin[2] 42:qlm_wsspin[0] 43:qlm_wsspin[1] 44:qlm_wsspin[2] 45:qlm_cvspin[0] 46:qlm_cvspin[1] 47:qlm_cvspin[2] 48:qlm_coordspinx[0] 49:qlm_coordspinx[1] 50:qlm_coordspinx[2] 51:qlm_coordspiny[0] 52:qlm_coordspiny[1] 53:qlm_coordspiny[2] 54:qlm_coordspinz[0] 55:qlm_coordspinz[1] 56:qlm_coordspinz[2] 57:qlm_mass[0] 58:qlm_mass[1] 59:qlm_mass[2] 60:qlm_adm_energy[0] 61:qlm_adm_energy[1] 62:qlm_adm_energy[2] 63:qlm_adm_momentum_x[0] 64:qlm_adm_momentum_x[1] 65:qlm_adm_momentum_x[2] 66:qlm_adm_momentum_y[0] 67:qlm_adm_momentum_y[1] 68:qlm_adm_momentum_y[2] 69:qlm_adm_momentum_z[0] 70:qlm_adm_momentum_z[1] 71:qlm_adm_momentum_z[2] 72:qlm_adm_angular_momentum_x[0] 73:qlm_adm_angular_momentum_x[1] 74:qlm_adm_angular_momentum_x[2] 75:qlm_adm_angular_momentum_y[0] 76:qlm_adm_angular_momentum_y[1] 77:qlm_adm_angular_momentum_y[2] 78:qlm_adm_angular_momentum_z[0] 79:qlm_adm_angular_momentum_z[1] 80:qlm_adm_angular_momentum_z[2] 81:qlm_w_energy[0] 82:qlm_w_energy[1] 83:qlm_w_energy[2] 84:qlm_w_momentum_x[0] 85:qlm_w_momentum_x[1] 86:qlm_w_momentum_x[2] 87:qlm_w_momentum_y[0] 88:qlm_w_momentum_y[1] 89:qlm_w_momentum_y[2] 90:qlm_w_momentum_z[0] 91:qlm_w_momentum_z[1] 92:qlm_w_momentum_z[2] 93:qlm_w_angular_momentum_x[0] 94:qlm_w_angular_momentum_x[1] 95:qlm_w_angular_momentum_x[2] 96:qlm_w_angular_momentum_y[0] 97:qlm_w_angular_momentum_y[1] 98:qlm_w_angular_momentum_y[2] 99:qlm_w_angular_momentum_z[0] 100:qlm_w_angular_momentum_z[1] 101:qlm_w_angular_momentum_z[2]
932352	1573.344	1573.344 1573.344 0 6.28746437611779 6.28746437558653 0 6.16005689926075 6.39211040199041 0 6.32313176844201 6.24427742476667 0 12.5662192218264 12.5662192254466 0 0.499996988132186 0.499996988204209 0 0.999993976264372 0.999993976408417 0 0.0185375607222158 0.0185375576412664 0 0.500340517486673 0.500340517444397 0 0.999993750059667 0.999993749959138 0 0 0 0 -2.97437719482767e-07 -1.9304551095359e-07 0 -0.00647271297618011 -0.00646776638424662 0 0.00135394380657858 0.00135295381799922 0 0 0 0 -5.02645468458129e-18 -5.00045183153075e-18 0 2.67675555802947e-18 -4.33045256755227e-18 0 6.73794673382086e-05 6.73793516787403e-05 0 0.499996988132275 0.499996988204246 0 -1.6055670845247 -1.60556708553149 0 0.0221377715001246 -0.0221377714981969 0 -0.00607902049071439 0.00607902046554792 0 -8.49395444341901e-17 -2.37238729429485e-16 0 1.26748133603974e-16 -3.16968303062128e-16 0 -4.41033391723384e-17 1.13409831154855e-16 0 0.0481309913144026 0.0481309738150241 0 3.7551168169045 3.75511681992416 0 0.121297154371251 -0.121297154786255 0 -0.0379839309552152 0.0379839313892816 0 1.50980482708269e-17 1.28046520897773e-16 0 2.97165334975485e-16 -6.3065941244315e-16 0 -1.12434725333463e-16 2.39410763668837e-16 0 0.363880671335283 0.36388053512145 0
932864	1574.208	1574.208 1574.208 0 6.28755215508966 6.28755215300123 0 6.15607293798408 6.39551511565606 0 6.3158999223878 6.25176007455611 0 12.5662187252723 12.5662187268211 0 0.499996978253497 0.499996978284309 0 0.999993956506994 0.999993956568617 0 0.0187254098109393 0.0187254045487425 0 0.500347502715309 0.500347502549117 0 0.999993957244449 0.999993957169926 0 0 0 0 -3.22214800534062e-07 -2.19096331413484e-07 0 -0.00657345602798872 -0.00656884328972337 0 0.00136075506262133 0.00135981229480385 0 0 0 0 -3.66294182732556e-19 -2.53641061396436e-19 0 -5.21626987366227e-18 2.60872031263974e-18 0 6.77811873468748e-05 6.77810970334159e-05 0 0.499996978253601 0.499996978284357 0 -1.60928862870712 -1.60928863044398 0 0.0225869434963071 -0.0225869435758927 0 -0.00462653718956609 0.00462653714244243 0 1.4149090300906e-17 7.39741158981821e-17 0 -2.19883068312292e-17 1.05910247902641e-16 0 7.04068408741693e-18 -2.9380653666296e-17 0 0.048070340912394 0.0480703240012974 0 3.7618105368404 3.76181054021624 0 0.124270216667604 -0.124270217647931 0 -0.0301129013587429 0.0301129011854718 0 -6.80375348918646e-18 -6.69473747206395e-17 0 -3.03406790897295e-17 1.41113561147875e-16 0 6.69052005829871e-18 -4.15502128836791e-17 0 0.363680635763512 0.363680503171042 0
933376	1575.072	1575.072 1575.072 0 6.28764402036788 6.28764401843163 0 6.15261488256338 6.39850595879727 0 6.30831292798534 6.25948528835573 0 12.5662195574348 12.5662195561011 0 0.499996994808945 0.49999699478241 0 0.999993989617889 0.999993989564821 0 0.018919299498104 0.0189192961234016 0 0.500354813121873 0.500354812967791 0 0.999993836795507 0.999993836776688 0 0 0 0 -3.70058644932039e-07 -2.62952606516219e-07 0 -0.00667888230705935 -0.00667493674352217 0 0.00136840195293225 0.00136763866770855 0 0 0 0 -4.51752989241082e-20 -8.40851689833773e-18 0 1.5408932250367e-18 -2.81339045226726e-18 0 6.7910977044486e-05 6.79108769477309e-05 0 0.499996994809081 0.49999699478248 0 -1.61316389302988 -1.61316389464607 0 0.0229453770091763 -0.0229453771184886 0 -0.00313012372695879 0.00313012373713383 0 -8.70680666968347e-17 -6.53265439987865e-17 0 1.2399468887347e-16 -9.24591168600875e-17 0 -2.5794113447836e-17 2.02956796635688e-17 0 0.0480078558383947 0.0480078393360525 0 3.76878296771049 3.76878297006365 0 0.126770278057883 -0.126770278900462 0 -0.0219574100036533 0.0219574097288204 0 2.39313154952602e-17 4.34049773001476e-18 0 3.05777450856455e-16 -2.64838121372485e-16 0 -7.61038511467747e-17 5.83278770084155e-17 0 0.363480972790918 0.363480843804737 0
933888	1575.936	1575.936 1575.936 0 6.28774057353519 6.28774057423983 0 6.14972063503065 6.40105761639074 0 6.30029912667172 6.26750857514788 0 12.5662209127145 12.5662209127194 0 0.499997021771539 0.499997021771636 0 0.999994043543077 0.999994043543272 0 0.0191207177359062 0.0191207192007068 0 0.500362496578797 0.500362496634871 0 0.999993748459345 0.99999374849953 0 0 0 0 -4.34018014123294e-07 -3.24076484945505e-07 0 -0.00678977217037392 -0.0067864993603451 0 0.0013753099348834 0.00137469282445586 0 0 0 0 1.35240283927115e-17 1.31524061640539e-17 0 7.09786079064385e-18 5.94542781031854e-18 0 6.88528714090122e-05 6.88526633466384e-05 0 0.499997021771727 0.499997021771741 0 -1.61719952665663 -1.61719952738391 0 0.023208552060559 -0.0232085521522955 0 -0.00159452750841577 0.00159452755082416 0 -2.40981678987601e-16 1.39728855512927e-17 0 3.41105188319011e-16 3.06544385483833e-17 0 -4.92401699825592e-17 -3.6926814901337e-18 0 0.0479433856559653 0.04794336948974 0 3.77604707055987 3.77604707169119 0 0.128770209326207 -0.12877020959828 0 -0.0135396607577395 0.0135396606087974 0 1.00604726379537e-16 -1.20978973535487e-17 0 7.25190901404574e-16 6.15456174871515e-17 0 -1.1790346744082e-16 3.81431313379528e-18 0 0.363281729278047 0.363281603765946 0
934400	1576.8	1576.8 1576.8 0 6.28784284766653 6.28784285075266 0 6.147420296713 6.403147330627 0 6.29195256607652 6.27572094882256 0 12.5662227127288 12.5662227154296 0 0.499997057581897 0.499997057635628 0 0.999994115163794 0.999994115271255 0 0.0193315978918016 0.0193316028607687 0 0.500370635295574 0.50037063554116 0 0.999993355162949 0.999993355043158 0 0 0 0 -4.96892771272634e-07 -3.79022793322318e-07 0 -0.00690766909576077 -0.0069035136857925 0 0.00138281203351178 0.00138202902573084 0 0 0 0 -8.33263290376248e-18 -9.7756542671563e-18 0 -5.00826070671294e-18 -5.52217377554518e-18 0 6.92613773424935e-05 6.92613869123767e-05 0 0.499997057582144 0.499997057635771 0 -1.62140258285224 -1.62140258218839 0 0.0233721080183513 -0.0233721080460193 0 -2.4971219969311e-05 2.49712346138725e-05 0 4.38523675218732e-17 -6.88356486484187e-17 0 -6.81302077199668e-17 -1.00897674971543e-16 0 5.35501994871323e-18 7.7892916435186e-18 0 0.0478768362936111 0.0478768205797952 0 3.78361632085584 3.78361632027112 0 0.130243074328373 -0.130243073916119 0 -0.00488456794585559 0.00488456792804448 0 -2.69408747418596e-17 -4.17689810327364e-17 0 -8.1008214917805e-17 -3.40916879175603e-16 0 2.51995396028236e-18 2.75124495142428e-17 0 0.3630828152932 0.363082693234148 0
934912	1577.664	1577.664 1577.664 0 6.28795202307205 6.2879520248094 0 6.14572562805554 6.40477203103978 0 6.28334450882433 6.28403807954861 0 12.5662266155252 12.5662266170364 0 0.499997135226015 0.49999713525608 0 0.99999427045203 0.999994270512159 0 0.0195531958769475 0.0195531986473113 0 0.5003793231983 0.500379323336554 0 0.999993736191174 0.999993736120709 0 0 0 0 -5.69322050960254e-07 -4.57785880318103e-07 0 -0.00703069896961535 -0.00702674809038924 0 0.00138958600703219 0.00138885118185989 0 0 0 0 3.80160541872178e-18 4.01909921220706e-18 0 9.7284426958157e-18 5.0946369126934e-18 0 6.81124135030447e-05 6.81125387579924e-05 0 0.499997135226339 0.499997135256289 0 -1.62578038095837 -1.62578038025775 0 0.0234318504501345 -0.0234318504272542 0 0.00157273602895376 -0.00157273607588826 0 -3.70536866010883e-17 2.09369352679917e-16 0 5.60305868984215e-17 2.92162596818415e-16 0 5.22103085508283e-20 -2.81567495018044e-18 0 0.0478081262435339 0.0478081113351964 0 3.79150317723994 3.79150317663951 0 0.131162450688809 -0.131162450166762 0 0.00398015313825261 -0.00398015328902623 0 -7.17706700782257e-18 -1.31447576455833e-16 0 1.83941456786189e-16 5.14378665791401e-16 0 3.99009245706577e-18 -1.43330255743152e-17 0 0.362884218577788 0.362884101124951 0
935424	1578.528	1578.528 1578.528 0 6.28806655843105 6.28806655559294 0 6.14466701367411 6.40590659859991 0 6.27436936285261 6.29255206143666 0 12.5662279744203 12.566227968535 0 0.499997162260527 0.499997162143443 0 0.999994324521055 0.999994324286886 0 0.0197843828495164 0.0197843800916861 0 0.500388437632572 0.500388437406722 0 0.999993652122255 0.999993652206806 0 0 0 0 -6.6533658108803e-07 -5.5256389736056e-07 0 -0.00715988700603461 -0.007156264983323 0 0.00139708195983249 0.0013963925547496 0 0 0 0 2.75081294620699e-18 -6.61576777989629e-19 0 4.24448219419922e-18 5.35681357417645e-18 0 6.72520221728905e-05 6.72519901280871e-05 0 0.49999716226097 0.499997162143748 0 -1.63034254873433 -1.63034255000545 0 0.0233837964971976 -0.0233837964706196 0 0.00319258587228275 -0.0031925860045992 0 -4.68851775497818e-17 2.00457538235619e-16 0 6.85594145758594e-17 2.78453831823486e-16 0 4.15924530883121e-18 1.58035588666833e-17 0 0.0477370751331074 0.0477370613555681 0 3.7997246253425 3.79972462762959 0 0.131502356935515 -0.131502356912666 0 0.0130254436697524 -0.0130254442729132 0 -6.47994748680911e-18 -1.37619427225085e-16 0 1.84884665597762e-16 4.8247019035802e-16 0 1.0308206521042e-17 1.94944932552599e-17 0 0.362686075220784 0.362685964039561 0
935936	1579.392	1579.392 1579.392 0 6.28818681166719 6.28818680849955 0 6.14426052848896 6.40654017605005 0 6.26498765889561 6.30129259801623 0 12.5662296821542 12.5662296820241 0 0.499997196235007 0.499997196232418 0 0.999994392470014 0.999994392464836 0 0.02002410424803 0.0200240980134031 0 0.500398007081049 0.500398006828976 0 0.999993715440363 0.999993715462882 0 0 0 0 -6.73215200733777e-07 -5.62230766639538e-07 0 -0.00729556869479438 -0.00729186142033043 0 0.00140571013275304 0.00140504034718939 0 0 0 0 -1.45552456893301e-18 -1.23313449984368e-17 0 -7.9120548840821e-18 -1.01083056745961e-17 0 6.75955373990174e-05 6.75953718507474e-05 0 0.49999719623546 0.499997196232734 0 -1.6350965840959 -1.63509658460906 0 0.0232241444819548 -0.023224144481356 0 0.00482821385656289 -0.00482821387995466 0 9.27081556367854e-17 -3.37055001577059e-16 0 -1.36034452245664e-16 -4.69598229108591e-16 0 -1.74727135461763e-17 -5.90624071303989e-17 0 0.0476635759040804 0.0476635633030853 0 3.80829509294095 3.80829509314656 0 0.13123772707605 -0.131237727639954 0 0.022220025628394 -0.0222200260864539 0 -3.99632799751533e-17 9.28534872452323e-17 0 -2.37650232331349e-16 -1.02411109337863e-15 0 -3.2970438844966e-17 -1.07984756548176e-16 0 0.36248819460861 0.36248809082841 0
936448	1580.256	1580.256 1580.256 0 6.28831235732142 6.28831235548212 0 6.14453016735629 6.40665083016686 0 6.25526468494955 6.31018587454148 0 12.5662307398242 12.5662307396848 0 0.499997217276799 0.499997217274027 0 0.999994434553598 0.999994434548054 0 0.0202717115743398 0.0202717080295712 0 0.500407997686776 0.50040799754041 0 0.999993397726127 0.999993397723658 0 0 0 0 -7.82774819324256e-07 -6.67703347432788e-07 0 -0.00743818945814546 -0.0074371963142588 0 0.0014129711581976 0.00141282849293102 0 0 0 0 -9.42974277720343e-19 5.45189711049798e-19 0 -6.77714585753846e-18 -3.37526348353027e-18 0 6.8519940399291e-05 6.85197735239905e-05 0 0.499997217277412 0.499997217274473 0 -1.64005186277163 -1.64005186375382 0 0.0229493515425604 -0.0229493515636393 0 0.00647254218579629 -0.00647254219308708 0 8.53975419925755e-17 4.28647977965293e-17 0 -1.24853515794516e-16 5.86027565676455e-17 0 -2.48904754023047e-17 1.10473144666885e-17 0 0.0475874880564595 0.0475874764165151 0 3.81723264898544 3.81723265007039 0 0.130344106739649 -0.130344107144821 0 0.0315286634541798 -0.0315286637252517 0 -4.62217474891433e-17 -7.04923008387537e-17 0 -2.092729679157e-16 1.50154779586557e-17 0 -4.29708187153873e-17 5.04338629155742e-18 0 0.362290201439635 0.36229010505992 0
936960	1581.12	1581.12 1581.12 0 6.2884442666675 6.2884442683541 0 6.14548575511004 6.40623107945034 0 6.24530139233638 6.3191249238744 0 12.5662322260069 12.566232228379 0 0.499997246843629 0.49999724689082 0 0.999994493687258 0.99999449378164 0 0.020528476432864 0.020528478557124 0 0.500418494699011 0.500418494833227 0 0.999993728258481 0.999993728340939 0 0 0 0 -8.45261066071991e-07 -7.37702117360405e-07 0 -0.00758975958357169 -0.00758909881167964 0 0.00142112076786049 0.00142104012292191 0 0 0 0 -4.60726035010759e-18 4.27592028358836e-19 0 1.18177740415161e-17 4.77457052447161e-18 0 6.89192354089158e-05 6.8919101437699e-05 0 0.499997246844343 0.499997246891364 0 -1.64521863503052 -1.64521863512942 0 0.0225561912004868 -0.0225561912132793 0 0.00811809771703141 -0.00811809774038516 0 -1.19222379180375e-16 2.70796382489617e-16 0 1.65659967423018e-16 3.69900017421996e-16 0 4.53484381495276e-17 1.01289651676841e-16 0 0.0475086615536863 0.0475086507936988 0 3.82655627748683 3.82655627780682 0 0.128798284446929 -0.128798284215279 0 0.0409139923120837 -0.0409139923299656 0 1.44103324339963e-17 -1.3062858126571e-16 0 4.0020154435255e-16 6.89637636192099e-16 0 1.0313885215213e-16 1.6948747126315e-16 0 0.362092202423955 0.362092113295624 0
937472	1581.984	1581.984 1581.984 0 6.28858354934502 6.28858355396472 0 6.14713573496363 6.40526838200856 0 6.23509891845238 6.32810570657231 0 12.5662318656264 12.5662318701313 0 0.499997239674046 0.499997239763669 0 0.999994479348093 0.999994479527338 0 0.0207970801484034 0.0207970868433328 0 0.500429578462318 0.500429578829942 0 0.99999373488069 0.999993734887489 0 0 0 0 -8.83315238212196e-07 -7.78047553392114e-07 0 -0.00774883596584318 -0.00774734517517133 0 0.00142903206483189 0.00142879945094507 0 0 0 0 6.52452402639421e-18 3.45947189052013e-18 0 1.5179131545579e-17 -1.10030053612687e-18 0 6.93678462329857e-05 6.93678008013569e-05 0 0.499997239674827 0.499997239764274 0 -1.65060825147712 -1.65060825034376 0 0.0220417843505988 -0.0220417843294288 0 0.00975704152355788 -0.0097570415552181 0 -1.96198913038537e-16 -1.90986023742449e-16 0 2.49873167187814e-16 -2.57919602835158e-16 0 8.62898716673852e-17 -8.9232521885343e-17 0 0.0474269738730979 0.0474269642012805 0 3.83628576265279 3.83628576150302 0 0.126578196552257 -0.126578195930555 0 0.0503362905165171 -0.0503362903846833 0 9.3300069743636e-17 6.41792687026967e-17 0 5.13600481058771e-16 -5.96696966886787e-16 0 1.73981064898719e-16 -1.93708413839759e-16 0 0.361894070119924 0.361893988824182 0
