# Scalar ASCII output created by CarpetIOScalar
# created on nid02976 by elihu on Apr 27 2017 at 05:38:41-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0005/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid02976-elihu-2017.04.27-10.36.13-24910
# Run ID: run-J0040_N40-nid02976-elihu-2017.04.27-10.36.13-24910
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
335872 566.784 0 0 0
336128 567.216 0 0 0
336384 567.648 0.000503138923998384 9.89497575674331e-05 1.92731463932709e-05
336640 568.08 0.00236031906540179 0.0329984353576034 0.0643249600274929
336896 568.512 0.17615950299744 0.116596309281589 0.116591910277887
337152 568.944 0.287282427748962 0.109276238793732 0.516668701171875
337408 569.376 0.229502706322971 0.115707772638804 0.477605895996094
337664 569.808 0.17615950299744 0.116596309281589 0.116591910277887
337920 570.24 2.15459564208984 0.109276238793732 0.516668701171875
338176 570.672 1.61594673156398 1.19424724780685 0.416969604492188
338432 571.104 0.17615950299744 0.116596309281589 0.116591910277887
338688 571.536 2.15459564208984 0.109276238793732 0.516668701171875
338944 571.968 1.61594673156398 1.19424724780685 0.416969604492188
339200 572.4 93322753906.255 93322753906.2492 93322753906.2501
339456 572.832 93322753906.2534 93322753906.2495 93322753906.2493
339712 573.264 1.61594673156398 1.19424724780685 0.116597081282581
339968 573.696 93322753906.255 93322753906.2492 93322753906.2501
340224 574.128 93322753906.2534 93322753906.2495 93322753906.2493
340480 574.56 93322753906.25 93322753906.2501 93322753906.25
340736 574.992 93322753906.255 93322753906.2492 93322753906.2501
340992 575.424 93322753906.2534 93322753906.25 99685668945.3125
341248 575.856 93322753906.25 93322753906.25 109760284423.821
341504 576.288 93322753906.255 93322753906.2492 93322753906.2501
341760 576.72 93322753906.2534 93322753906.25 99685668945.3125
342016 577.152 114440917968.741 104988098144.531 109760284423.821
342272 577.584 104988098144.531 104988098144.531 104988098144.531
342528 578.016 93322753906.2534 93322753906.25 99685668945.3125
342784 578.448 104988098144.531 104988098144.531 109760284423.821
343040 578.88 104988098144.531 104988098144.531 104988098144.531
343296 579.312 93322753906.2534 93322753906.25 99685668945.3125
343552 579.744 105122342705.658 105122342705.652 109760284423.821
343808 580.176 104988098144.531 104988098144.531 7.58816427345994e+301
344064 580.608 96679687500 99449157714.8515 104988098144.531
344320 581.04 105122342705.658 105122342705.652 109760284423.821
