# Scalar ASCII output created by CarpetIOScalar
# created on nid02976 by elihu on Apr 27 2017 at 05:38:41-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0005/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid02976-elihu-2017.04.27-10.36.13-24910
# Run ID: run-J0040_N40-nid02976-elihu-2017.04.27-10.36.13-24910
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
335872 566.784 0 0 0
336128 567.216 0 0 0
336384 567.648 8.81949758914526e-10 2.32245858372582e-10 2.40496014151314e-10
336640 568.08 1.06816714056396e-08 4.28424747467444e-07 8.3482548949112e-07
336896 568.512 2.04631897465916e-06 1.45713529944518e-06 1.81862552358167e-06
337152 568.944 3.63852539896311e-06 2.24625084287926e-06 2.45849460118951e-06
337408 569.376 1.45262201237294e-06 1.87952740582092e-06 2.24457452491146e-06
337664 569.808 2.70842819812042e-06 2.2090432471035e-06 2.54287831142959e-06
337920 570.24 2.38382419292908e-05 3.12956000149361e-06 3.01797154045455e-06
338176 570.672 2.44828542940599e-05 2.61799048925075e-05 2.28488104528547e-06
338432 571.104 2.96860255218396e-06 2.29540659262528e-06 2.73321545746635e-06
338688 571.536 3.28448126051801e-05 3.61259306667565e-06 2.95659165833845e-06
338944 571.968 2.44842364754596e-05 2.61895873272771e-05 2.38876477171778e-06
339200 572.4 1268106.3998914 1268106.3998914 1268106.3998914
339456 572.832 1793373.26925136 1793373.26925137 1793373.26925137
339712 573.264 2.45034271686328e-05 2.62806914745925e-05 2.86693429710022e-06
339968 573.696 1793373.26924129 1793373.26924129 1793373.26924129
340224 574.128 1793373.26924129 1793373.26924129 1793373.26924129
340480 574.56 268115.984618352 268182.650739344 266301.994901633
340736 574.992 3383088.57553454 3380870.00126958 3382995.03840387
340992 575.424 7230632.46612584 7278363.31523789 7397278.7013005
341248 575.856 7896355.84181614 7059169.26863392 7357392.22826096
341504 576.288 5632677.13223691 5237264.39322321 5240717.80026239
341760 576.72 25784861.7619914 25784566.0823395 25880392.3192577
342016 577.152 30735776.3913863 30298883.0549854 30741071.7567785
342272 577.584 16223511.4148693 15988713.3084027 16003614.3796096
342528 578.016 35042232.9302902 35049949.6293267 35142776.3554139
342784 578.448 42283436.6630094 41902315.7610105 42470952.3880538
343040 578.88 17881487.7810831 17266835.1317581 17279413.7703987
343296 579.312 35402888.4687113 35371425.1469446 35460441.2207296
