# Scalar ASCII output created by CarpetIOScalar
# created on nid02976 by elihu on Apr 27 2017 at 05:38:41-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0005/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid02976-elihu-2017.04.27-10.36.13-24910
# Run ID: run-J0040_N40-nid02976-elihu-2017.04.27-10.36.13-24910
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
335872 566.784 0
336128 567.216 0
336384 567.648 2.50750974924987e-14
336640 568.08 3.16262281674332e-13
336896 568.512 7.83269191482042e-11
337152 568.944 1.32989174261438e-10
337408 569.376 4.11926959734717e-11
337664 569.808 1.38848167578533e-10
337920 570.24 2.07502424703054e-10
338176 570.672 8.15808740856147e-11
338432 571.104 1.52649287509526e-10
338688 571.536 2.09235089808931e-10
338944 571.968 8.5208045240859e-11
339200 572.4 21.0503555025118
339456 572.832 58.2442989967411
339712 573.264 6.98150259539708e-10
339968 573.696 42.1398001940895
340224 574.128 58.2442989961159
340480 574.56 1.3720011878849
340736 574.992 247.024094865824
340992 575.424 1080.1520082456
341248 575.856 1193.07981012862
341504 576.288 969.205091507478
341760 576.72 9513.59180797779
342016 577.152 11921.6864615652
342272 577.584 3966.59448354916
342528 578.016 16882.2951296378
342784 578.448 21987.0551240456
343040 578.88 5074.10984976119
343296 579.312 17444.7680430996
343552 579.744 27511.805829357
343808 580.176 11139.5198738122
344064 580.608 16297.7633383342
344320 581.04 29333.5665856787
344576 581.472 15877.0066080595
344832 581.904 16680.6837373169
345088 582.336 29442.6152355868
345344 582.768 22275.0135797213
345600 583.2 22514.2695632054
345856 583.632 29926.4521187388
346112 584.064 22451.7596263071
346368 584.496 28243.0264886128
346624 584.928 30780.2196850539
346880 585.36 28551.3939478556
347136 585.792 33601.9830465872
347392 586.224 37562.3995551456
347648 586.656 28944.3997544212
347904 587.088 33240.1563127343
348160 587.52 44026.9861684382
348416 587.952 29531.1875164658
348672 588.384 38651.7687640782
348928 588.816 44043.0493609854
349184 589.248 32360.3888360191
349440 589.68 41971.1285585079
349696 590.112 43786.3648664794
349952 590.544 32383.7404933446
350208 590.976 45934.3391671173
350464 591.408 44168.2160213263
350720 591.84 35204.4381581998
350976 592.272 45179.279470881
351232 592.704 43522.0269534021
351488 593.136 35211.2347826147
351744 593.568 45415.7757436312
352000 594 42939.4423443697
352256 594.432 34479.3495298689
352512 594.864 44830.6305389466
352768 595.296 42191.1553521567
353024 595.728 34247.3325674941
353280 596.16 44690.8789391998
353536 596.592 41415.0571640434
353792 597.024 33555.6711101978
354048 597.456 43726.2312535504
354304 597.888 41135.1813276765
354560 598.32 32917.2100864579
354816 598.752 42711.1612857619
355072 599.184 40295.0756417066
355328 599.616 32702.1366759063
355584 600.048 42576.5389261968
355840 600.48 39382.2170359941
356096 600.912 31820.4309941439
356352 601.344 41513.27769603
356608 601.776 39129.991004009
356864 602.208 31109.1613179224
357120 602.64 40413.8258756458
357376 603.072 38303.2967832303
357632 603.504 30941.0706737088
357888 603.936 39282.1665012719
358144 604.368 37380.5907101828
358400 604.8 30213.9397755475
358656 605.232 39177.8858628887
358912 605.664 36807.1376366903
359168 606.096 29434.0166361927
359424 606.528 38138.4496817905
359680 606.96 36322.4988723398
359936 607.392 28613.2868071026
360192 607.824 37119.1083293451
360448 608.256 35640.669587967
360704 608.688 27844.9730939878
360960 609.12 36224.5952765187
361216 609.552 34857.428728709
361472 609.984 27718.5318486897
361728 610.416 35274.4663087139
361984 610.848 34106.6312057391
362240 611.28 26925.0494840565
362496 611.712 35586.6875774321
362752 612.144 33332.5783415454
363008 612.576 26149.6239147323
363264 613.008 34523.679575699
363520 613.44 32506.8998393698
363776 613.872 25322.5966166675
364032 614.304 33464.5899448642
364288 614.736 32301.8277826391
364544 615.168 24632.6409129507
364800 615.6 32329.0359132851
365056 616.032 31546.3662275988
365312 616.464 24515.9332976785
365568 616.896 32773.6584351886
365824 617.328 31872.9969410973
366080 617.76 24766.9979441657
