-1.230167501617108599e+02 1.742706113827947184e-03 -4.548644675342386305e-03
-1.221527501617111824e+02 1.663688503866156236e-03 -4.605583965214479422e-03
-1.212887501617115049e+02 1.580522148978419665e-03 -4.658314453599318034e-03
-1.204247501617118132e+02 1.493197106123487312e-03 -4.706792812196599479e-03
-1.195607501617121358e+02 1.401690546358472060e-03 -4.750904852222000672e-03
-1.186967501617124583e+02 1.305987813678881641e-03 -4.790568780224821639e-03
-1.178327501617127808e+02 1.206072185659225931e-03 -4.825684006242466836e-03
-1.169687501617131034e+02 1.101931095702307845e-03 -4.856162311664388546e-03
-1.161047501617134117e+02 9.935519767032094818e-04 -4.881906866987605065e-03
-1.152407501617137342e+02 8.809253010371278017e-04 -4.902827480177912416e-03
-1.143767501617140567e+02 7.640423158103687830e-04 -4.918829127489395339e-03
-1.135127501617143793e+02 6.428968557488693412e-04 -4.929821036707928393e-03
-1.126487501617147018e+02 5.174839176372298798e-04 -4.935709455241118170e-03
-1.117847501617150101e+02 3.878008679061206092e-04 -4.936403693793812997e-03
-1.109207501617153326e+02 2.538464632677419936e-04 -4.931811153918050535e-03
-1.100567501617156552e+02 1.156217141702377824e-04 -4.921841647950856748e-03
-1.091927501617159777e+02 -2.687082923126807166e-05 -4.906403774919439534e-03
-1.083287501617163002e+02 -1.736264285314972824e-04 -4.885408168244041033e-03
-1.074647501617166085e+02 -3.246387007883094126e-04 -4.858764741258343560e-03
-1.066007501617169311e+02 -4.798991135820067496e-04 -4.826385222418742155e-03
-1.057367501617172536e+02 -6.393974131535800232e-04 -4.788180994648678045e-03
-1.048727501617175761e+02 -8.031212204506685270e-04 -4.744065133016271175e-03
-1.040087501617178987e+02 -9.710563774989508078e-04 -4.693950667705938835e-03
-1.031447501617182070e+02 -1.143186617397957440e-03 -4.637752260590210195e-03
-1.022807501617185295e+02 -1.319493850934228604e-03 -4.575384781110635422e-03
-1.014167501617188520e+02 -1.499957892550627270e-03 -4.506764712494981326e-03
-1.005527501617191746e+02 -1.684556702096916877e-03 -4.431808965402224930e-03
-9.968875016171949710e+01 -1.873266154368650191e-03 -4.350436076523979921e-03
-9.882475016171980542e+01 -2.066060246524158931e-03 -4.262565207200115849e-03
-9.796075016172012795e+01 -2.262910902287051853e-03 -4.168117179194396997e-03
-9.709675016172045048e+01 -2.463788152605085428e-03 -4.067013620100901582e-03
-9.623275016172077301e+01 -2.668659968029636793e-03 -3.959177869121748017e-03
-9.536875016172109554e+01 -2.877492418229888379e-03 -3.844534241016573598e-03
-9.450475016172140386e+01 -3.090249527667935595e-03 -3.723008826528034255e-03
