# Scalar ASCII output created by CarpetIOScalar
# created on nid21220 by elihu on Jul 10 2017 at 16:44:09-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0016/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid21220-elihu-2017.07.10-21.41.47-1743
# Run ID: run-J0040_N40-nid21220-elihu-2017.07.10-21.41.47-1743
#
# SYSTEMSTATISTICS::maxrss_mb (systemstatistics-process_memory_mb)
# 1:iteration 2:time 3:data
# data columns: 3:maxrss_mb 4:majflt_mb 5:arena_mb 6:ordblks_mb 7:hblks_mb 8:hblkhd_mb 9:uordblks_mb 10:fordblks_mb 11:keepcost_mb 12:swap_used_mb
1083136 1827.792 1945 0 514 0 0 -1946 495 19 7 0
1083392 1828.224 2116 0 521 0 0 -1946 509 11 0 0
1083648 1828.656 2164 0 529 0 0 -1946 509 19 8 0
1083904 1829.088 2164 0 529 0 0 -1946 509 19 8 0
1084160 1829.52 2164 0 529 0 0 -1946 509 19 8 0
1084416 1829.952 2164 0 529 0 0 -1946 509 19 8 0
1084672 1830.384 2164 0 529 0 0 -1946 509 19 8 0
1084928 1830.816 2164 0 529 0 0 -1946 509 19 8 0
1085184 1831.248 2164 0 529 0 0 -1946 509 19 8 0
1085440 1831.68 2164 0 529 0 0 -1946 509 19 8 0
1085696 1832.112 2164 0 529 0 0 -1946 509 19 8 0
1085952 1832.544 2164 0 529 0 0 -1946 509 19 8 0
1086208 1832.976 2164 0 529 0 0 -1946 509 19 8 0
1086464 1833.408 2164 0 529 0 0 -1946 509 19 8 0
1086720 1833.84 2164 0 529 0 0 -1946 509 19 8 0
1086976 1834.272 2164 0 529 0 0 -1946 509 19 8 0
1087232 1834.704 2164 0 529 0 0 -1946 509 19 8 0
1087488 1835.136 2164 0 529 0 0 -1946 509 19 8 0
1087744 1835.568 2164 0 529 0 0 -1946 509 19 8 0
1088000 1836 2164 0 529 0 0 -1946 509 19 8 0
1088256 1836.432 2164 0 529 0 0 -1946 509 19 8 0
1088512 1836.864 2164 0 529 0 0 -1946 509 19 8 0
1088768 1837.296 2164 0 529 0 0 -1946 509 19 8 0
1089024 1837.728 2164 0 529 0 0 -1946 509 19 8 0
1089280 1838.16 2164 0 529 0 0 -1946 509 19 8 0
1089536 1838.592 2164 0 529 0 0 -1946 509 19 8 0
1089792 1839.024 2164 0 529 0 0 -1946 509 19 8 0
1090048 1839.456 2164 0 529 0 0 -1946 509 19 8 0
1090304 1839.888 2164 0 529 0 0 -1946 509 19 8 0
1090560 1840.32 2164 0 529 0 0 -1946 509 19 8 0
1090816 1840.752 2164 0 529 0 0 -1946 509 19 8 0
1091072 1841.184 2164 0 529 0 0 -1946 509 19 8 0
1091328 1841.616 2164 0 529 0 0 -1946 509 19 8 0
1091584 1842.048 2164 0 529 0 0 -1946 509 19 8 0
1091840 1842.48 2164 0 529 0 0 -1946 509 19 8 0
1092096 1842.912 2164 0 529 0 0 -1946 509 19 8 0
1092352 1843.344 2164 0 529 0 0 -1946 509 19 8 0
1092608 1843.776 2164 0 529 0 0 -1946 509 19 8 0
1092864 1844.208 2164 0 529 0 0 -1946 509 19 8 0
1093120 1844.64 2164 0 529 0 0 -1946 509 19 8 0
1093376 1845.072 2164 0 529 0 0 -1946 509 19 8 0
1093632 1845.504 2164 0 529 0 0 -1946 509 19 8 0
1093888 1845.936 2164 0 529 0 0 -1946 509 19 8 0
1094144 1846.368 2165 0 529 0 0 -1946 509 19 8 0
1094400 1846.8 2165 0 529 0 0 -1946 509 19 8 0
1094656 1847.232 2164 0 529 0 0 -1946 509 19 8 0
1094912 1847.664 2164 0 529 0 0 -1946 509 19 8 0
1095168 1848.096 2164 0 529 0 0 -1946 509 19 8 0
1095424 1848.528 2164 0 529 0 0 -1946 509 19 8 0
1095680 1848.96 2165 0 529 0 0 -1946 509 19 8 0
1095936 1849.392 2164 0 529 0 0 -1946 509 19 8 0
1096192 1849.824 2164 0 529 0 0 -1946 509 19 8 0
1096448 1850.256 2164 0 529 0 0 -1946 509 19 8 0
1096704 1850.688 2164 0 529 0 0 -1946 509 19 8 0
1096960 1851.12 2164 0 529 0 0 -1946 509 19 8 0
1097216 1851.552 2164 0 529 0 0 -1946 509 19 8 0
1097472 1851.984 2165 0 529 0 0 -1946 509 19 8 0
1097728 1852.416 2164 0 529 0 0 -1946 509 19 8 0
1097984 1852.848 2164 0 529 0 0 -1946 509 19 8 0
1098240 1853.28 2164 0 529 0 0 -1946 509 19 8 0
1098496 1853.712 2164 0 529 0 0 -1946 509 19 8 0
1098752 1854.144 2165 0 529 0 0 -1946 509 19 8 0
1099008 1854.576 2164 0 529 0 0 -1946 509 19 8 0
1099264 1855.008 2165 0 529 0 0 -1946 509 19 8 0
1099520 1855.44 2164 0 529 0 0 -1946 509 19 8 0
1099776 1855.872 2164 0 529 0 0 -1946 509 19 8 0
1100032 1856.304 2165 0 529 0 0 -1946 509 19 8 0
1100288 1856.736 2164 0 529 0 0 -1946 509 19 8 0
1100544 1857.168 2164 0 529 0 0 -1946 509 19 8 0
1100800 1857.6 2164 0 529 0 0 -1946 509 19 8 0
1101056 1858.032 2165 0 529 0 0 -1946 509 19 8 0
1101312 1858.464 2164 0 529 0 0 -1946 509 19 8 0
1101568 1858.896 2164 0 529 0 0 -1946 509 19 8 0
1101824 1859.328 2164 0 529 0 0 -1946 509 19 8 0
1102080 1859.76 2165 0 529 0 0 -1946 509 19 8 0
1102336 1860.192 2164 0 529 0 0 -1946 509 19 8 0
1102592 1860.624 2164 0 529 0 0 -1946 509 19 8 0
