# Scalar ASCII output created by CarpetIOScalar
# created on nid26848 by elihu on Apr 25 2017 at 06:52:12-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0001/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid26848-elihu-2017.04.25-11.50.33-20981
# Run ID: run-J0040_N40-nid26848-elihu-2017.04.25-11.50.33-20981
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
66560 112.32 0 0 0
66816 112.752 0 0 0
67072 113.184 0.00938104421748762 0.00185018941847229 0.000725903494099753
67328 113.616 0.0331440369072378 0.0684685177127935 0.000967871325466677
67584 114.048 0.0977651590090269 0.0977636077301657 0.0977620104589664
67840 114.48 0.11145257493248 0.0976631476905874 0.0977619938465769
68096 114.912 0.0978779664240162 0.0978706780950795 0.0977990161008391
68352 115.344 0.110009434674018 0.109986932973148 0.110023323443106
68608 115.776 0.11145257493248 0.0976631476905874 0.0977619938465769
68864 116.208 0.0978779664240162 0.0978706780950795 0.0977990161008391
69120 116.64 93322753906.25 93322753906.25 93322753906.25
69376 117.072 93322753906.25 93322753906.25 93322753906.25
69632 117.504 0.111425632301996 0.111476739892159 0.0977990161008391
69888 117.936 93322753906.25 93322753906.25 93322753906.25
70144 118.368 93322753906.25 93322753906.25 93322753906.25
70400 118.8 0.111425632301996 0.111476739892159 0.0978813291500918
70656 119.232 93322753906.25 93322753906.25 93322753906.25
70912 119.664 93322753906.25 93322753906.2536 93322753906.25
71168 120.096 104988098144.531 104988098144.536 93322753906.25
71424 120.528 93322753906.25 93322753906.25 93322753906.25
71680 120.96 93322753906.25 93322753906.2536 93322753906.25
71936 121.392 104988098144.531 104988098144.536 93322753906.2558
72192 121.824 93322753906.25 93322753906.2555 93322753906.2558
72448 122.256 93322753906.25 93322753906.2573 93322753906.25
72704 122.688 104988098144.531 104988098144.536 93322753906.2558
72960 123.12 93322753906.25 93322753906.2555 93322753906.2558
73216 123.552 104988098144.53 104988098144.53 104988098144.53
73472 123.984 104988098144.531 104988098144.536 93322753906.2558
73728 124.416 93322753906.25 93322753906.2555 93322753906.2558
73984 124.848 104988098144.53 104988098144.53 104988098144.53
74240 125.28 104988098144.531 104988098144.536 93322753906.2558
74496 125.712 93322753906.2573 93322753906.2555 93322753906.2558
74752 126.144 104988098144.53 104988098144.53 104988098144.53
75008 126.576 104988098144.531 109502440318.465 109502440318.469
75264 127.008 93322753906.2573 93322753906.2555 100189208984.375
75520 127.44 104988098144.532 104988098144.532 104988098144.532
75776 127.872 104988098144.531 109502440318.465 109502440318.469
76032 128.304 93322753906.2573 93322753906.2555 100189208984.375
76288 128.736 104988098144.532 104988098144.532 104988098144.532
76544 129.168 104988098144.531 109502440318.465 109502440318.469
76800 129.6 109502440318.435 109502440318.44 100189208984.375
77056 130.032 104988098144.532 104988098144.532 104988098144.532
77312 130.464 105122342705.727 109502440318.465 109502440318.469
77568 130.896 109502440318.435 109502440318.44 100189208984.375
77824 131.328 109502440318.474 109502440318.472 109502440318.447
78080 131.76 105122342705.727 109502440318.465 109502440318.469
78336 132.192 109502440318.435 109502440318.44 104988098144.531
