# Scalar ASCII output created by CarpetIOScalar
# created on nid26848 by elihu on Apr 25 2017 at 06:52:12-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0001/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid26848-elihu-2017.04.25-11.50.33-20981
# Run ID: run-J0040_N40-nid26848-elihu-2017.04.25-11.50.33-20981
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
66560 112.32 0 0 0
66816 112.752 0 0 0
67072 113.184 1.40164103206944e-08 2.53928130066932e-09 3.02147930035419e-09
67328 113.616 3.10923279874911e-07 6.12074101422408e-07 4.67042277295581e-09
67584 114.048 6.39194279809468e-07 2.34113852604179e-06 6.4100578228291e-07
67840 114.48 1.26204667831055e-06 2.43008082494106e-06 1.32426058419053e-06
68096 114.912 1.67950169609502e-06 2.026920422671e-06 2.09789017891956e-06
68352 115.344 1.93571507543728e-06 3.75147973397821e-06 2.42138699194321e-06
68608 115.776 1.72226765671047e-06 2.68381529538419e-06 1.75052474104732e-06
68864 116.208 2.18133060680509e-06 2.74177399650063e-06 2.66278818189566e-06
69120 116.64 6940345.7659567 6595292.98518477 6114326.95138403
69376 117.072 6940345.76595671 6940345.76595671 6114400.74948108
69632 117.504 3.10454327527421e-06 3.64896340213724e-06 3.35952322507906e-06
69888 117.936 9837286.76225672 9369720.41953031 8696145.59966538
70144 118.368 9687098.55073616 9687098.55073616 8550266.96484235
70400 118.8 3.52346735702365e-06 3.94383320795243e-06 3.86592924434845e-06
70656 119.232 9985216.23953842 9524914.34333366 8839715.30482231
70912 119.664 11502590.0123087 11502590.0123087 10307581.5653614
71168 120.096 6435061.65650482 6435061.65650482 6221727.17877431
71424 120.528 10239351.314796 9791004.30218681 9125806.19277449
71680 120.96 13064273.3169178 13064273.3169178 11801752.9177613
71936 121.392 8733582.02505658 8772760.58452795 8621746.63959896
72192 121.824 11599964.3154659 11268417.1338723 10719356.5650748
72448 122.256 13920049.4109724 13920049.4109724 12795049.4206318
72704 122.688 7774573.4822936 7828395.95978107 7663558.05817845
72960 123.12 23124650.3909779 22958995.8211051 22711963.4434261
73216 123.552 26572294.4903677 26517720.7293725 25872956.8994947
73472 123.984 8222797.83637207 8250567.12720619 7658983.94123206
73728 124.416 23131599.9177271 22972126.7244109 22735615.083989
73984 124.848 26701606.1880245 26581423.450498 25887692.5164056
74240 125.28 8826734.5302924 8791330.93603519 7817602.64311359
74496 125.712 31667108.4443966 31549703.6604621 31377914.1097212
74752 126.144 36001478.5566116 35910732.6241678 35419561.3089127
75008 126.576 9472522.87087243 9419993.37036127 8532043.23824426
75264 127.008 37308754.0854997 38184964.7557117 37080230.7353531
75520 127.44 42131372.283879 42369199.5296841 41478582.7452643
75776 127.872 11489822.9450864 10916095.0271809 9680023.54080514
76032 128.304 37657504.8628804 38467030.7455278 37143175.2845745
76288 128.736 42332422.6752461 42530086.3816843 41593816.2384926
76544 129.168 12985644.0809404 12164107.0083695 10605651.5945137
76800 129.6 43017610.479695 44523544.1800173 42230380.7236931
77056 130.032 48014229.7833622 48495519.8057047 47225454.6262289
