# Scalar ASCII output created by CarpetIOScalar
# created on nid26848 by elihu on Apr 25 2017 at 06:52:12-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0001/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid26848-elihu-2017.04.25-11.50.33-20981
# Run ID: run-J0040_N40-nid26848-elihu-2017.04.25-11.50.33-20981
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
66560 112.32 0
66816 112.752 0
67072 113.184 1.33899936131072e-08
67328 113.616 3.5722763758161e-08
67584 114.048 5.26352953689491e-08
67840 114.48 8.0885889683903e-07
68096 114.912 1.77563728942635e-06
68352 115.344 1.65958635871751e-06
68608 115.776 1.37337488302986e-06
68864 116.208 2.19991217024284e-06
69120 116.64 6940345.76595671
69376 117.072 6940345.7659567
69632 117.504 3.02121937608692e-06
69888 117.936 9837286.76225672
70144 118.368 9687098.55073616
70400 118.8 3.4969567450192e-06
70656 119.232 9985216.23953843
70912 119.664 11526437.6337085
71168 120.096 6505155.97927742
71424 120.528 10239351.314796
71680 120.96 13105108.048938
71936 121.392 8777567.14769177
72192 121.824 12053490.6216127
72448 122.256 14690061.1289066
72704 122.688 8107504.33251175
72960 123.12 23583985.7487087
73216 123.552 27367396.9791455
73472 123.984 8795137.2970938
73728 124.416 23629710.2535955
73984 124.848 27527326.922271
74240 125.28 9390100.87511824
74496 125.712 32056034.408685
74752 126.144 36616829.2268238
75008 126.576 9992645.21019263
75264 127.008 37686914.7352693
75520 127.44 42648648.4125762
75776 127.872 12188588.3092399
76032 128.304 38079554.8340303
76288 128.736 42846889.5769849
76544 129.168 13602262.7218508
76800 129.6 43388699.4981881
77056 130.032 48361540.0260441
77312 130.464 14273026.9646902
77568 130.896 43855500.2388141
77824 131.328 49986410.147175
78080 131.76 20218868.4981852
78336 132.192 43730198.7766026
78592 132.624 49984981.7461593
78848 133.056 20474618.3867371
79104 133.488 50356136.7678844
79360 133.92 57426264.0237995
79616 134.352 25312206.5894764
79872 134.784 50040822.9328221
80128 135.216 57570329.3303523
80384 135.648 26515782.8408645
80640 136.08 56393493.4666593
80896 136.512 62930584.1651498
81152 136.944 27221475.527676
81408 137.376 56571536.7922049
81664 137.808 62617174.529044
81920 138.24 27432437.8199026
82176 138.672 56718822.4531149
82432 139.104 62603937.7078809
82688 139.536 27724997.6493522
82944 139.968 58090715.1284802
83200 140.4 63697460.8499511
83456 140.832 27477820.9038462
83712 141.264 57900573.273534
83968 141.696 63567015.9964326
84224 142.128 27372229.0524403
84480 142.56 48798069.027059
84736 142.992 52852577.3485078
84992 143.424 22571142.1608469
85248 143.856 48592823.6252204
85504 144.288 52711713.6471889
85760 144.72 22409586.4604096
86016 145.152 48414692.5153269
86272 145.584 52591890.2053239
86528 146.016 22252009.9731299
86784 146.448 48435158.3867288
87040 146.88 52447761.2962401
87296 147.312 22171417.9770856
87552 147.744 48224219.4474093
87808 148.176 52394701.0022789
88064 148.608 22342365.7709646
88320 149.04 47781469.5917855
88576 149.472 52141935.1922922
88832 149.904 22543401.9726458
89088 150.336 47491212.0106237
89344 150.768 52062579.4325626
89600 151.2 22315799.5416905
89856 151.632 47197038.0910425
90112 152.064 52025063.8093981
90368 152.496 21760384.5212255
90624 152.928 46996929.5191132
90880 153.36 inf
91136 153.792 21571829.235232
91392 154.224 46727332.9327175
91648 154.656 inf
91904 155.088 22062944.8008354
92160 155.52 46324693.925839
92416 155.952 inf
92672 156.384 21822101.5160939
92928 156.816 46190008.6720142
93184 157.248 inf
93440 157.68 21408614.7961807
93696 158.112 46080224.4479632
93952 158.544 inf
94208 158.976 21067259.7355642
94464 159.408 45808329.4465302
94720 159.84 inf
94976 160.272 20815338.5413491
95232 160.704 45553393.6096135
95488 161.136 inf
95744 161.568 20659217.4225039
96000 162 45410256.36356
96256 162.432 inf
96512 162.864 20442757.984102
96768 163.296 45181734.2866491
97024 163.728 49837767.359802
97280 164.16 20096115.4709518
97536 164.592 44872254.0041725
97792 165.024 49664207.5724755
98048 165.456 19680899.6685767
98304 165.888 44701091.1536827
98560 166.32 49438786.8367221
98816 166.752 19304421.9194845
