# Scalar ASCII output created by CarpetIOScalar
# created on nid26848 by elihu on Apr 25 2017 at 06:52:12-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0001/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid26848-elihu-2017.04.25-11.50.33-20981
# Run ID: run-J0040_N40-nid26848-elihu-2017.04.25-11.50.33-20981
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
66560 112.32 0 0 0
66816 112.752 0 0 0
67072 113.184 9.26620538065864e-14 1.12814424452324e-14 2.52246467334225e-14
67328 113.616 3.86786397812095e-12 7.02253023246256e-12 6.01852904699281e-14
67584 114.048 7.16300854059925e-12 7.36225321836567e-11 6.95222954102458e-12
67840 114.48 3.0841597400674e-11 1.09521180164417e-10 3.67111845459993e-11
68096 114.912 6.18081568266605e-11 7.88423492315999e-11 8.87820270137014e-11
68352 115.344 7.745061853372e-11 2.01132725628322e-10 9.64444745930295e-11
68608 115.776 6.64063992317662e-11 1.40725116369569e-10 6.85611949405429e-11
68864 116.208 9.85653347884736e-11 1.33877144573683e-10 1.3478216626239e-10
69120 116.64 632.397656414287 597.464172631867 492.042374734562
69376 117.072 632.397656414299 632.39765641439 492.663721284022
69632 117.504 1.91319409207329e-10 2.41145922953266e-10 2.13222113795433e-10
69888 117.936 1385.69504904477 1318.49762531557 1101.15427061916
70144 118.368 1232.3809307379 1232.380930738 963.591235824505
70400 118.8 2.53297364069491e-10 3.0102541846425e-10 2.941371323644e-10
70656 119.232 1539.00916729734 1471.8117435697 1239.91251646448
70912 119.664 1734.75109491622 1734.75109491634 1423.4175235478
71168 120.096 533.747855802355 533.747855802461 514.96152541641
71424 120.528 1717.98467135826 1650.78724763154 1418.88802052952
71680 120.96 2235.77065980214 2235.77065980223 1881.89321198436
71936 121.392 991.796700825722 998.313111404265 980.073540324285
72192 121.824 2213.08481294574 2162.1209591432 1939.62844480973
72448 122.256 2539.73990404538 2539.73990404574 2200.5924293316
72704 122.688 805.222921855889 810.351637865439 792.618541505479
72960 123.12 7258.5008987375 7206.86174530913 7012.1303765506
73216 123.552 8430.52560625469 8408.6838839682 8004.01124239881
73472 123.984 937.588243316581 928.624036461623 810.862182960849
73728 124.416 7260.83806829934 7210.38596499694 7023.71070975495
73984 124.848 8523.48580947586 8471.01192899672 8011.49249469687
74240 125.28 1073.65584218557 1050.42856861586 842.767105362135
74496 125.712 13384.3879775628 13330.5965732653 13143.9787261117
74752 126.144 15370.5633948718 15314.244109235 14869.9063018096
75008 126.576 1323.26039059825 1289.67774799473 1076.21572808161
75264 127.008 18496.9897673352 19383.8224055106 18271.6345692444
75520 127.44 21261.4502029821 21480.1814547922 20363.7265340972
75776 127.872 1979.5590644944 1804.78697129888 1426.64434330002
76032 128.304 18895.2219101329 19688.3144173623 18347.716867764
76288 128.736 21612.9669594151 21780.204997705 20553.6055375768
76544 129.168 2457.60893938659 2225.22172408017 1674.09719198364
76800 129.6 24579.3920990602 26274.3206602128 23706.5371079365
77056 130.032 27995.1979723217 28503.2726079376 26508.7158921803
77312 130.464 2738.45931698053 2507.89795380516 1980.46212980338
