# 0D ASCII output created by CarpetIOASCII
# created on nid17926 by elihu on Apr 30 2017 at 07:40:44-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0011/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid17926-elihu-2017.04.30-12.38.51-29023
# Run ID: run-J0040_N40-nid17926-elihu-2017.04.30-12.38.51-29023
#
# CARPET::TIMING (carpet-timing)
#
# column format: 1:it	2:time	3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels
734720	1239.84	0 0 42.7676260471344 0 23.1118302622528 0 19.6557957848816 0 0 0 0 0 0 0 0 0 0.101751158889141 1435109902.78484 11150.8077515021 1435098751.97708 2 28208227178 219178 28208008000 0 0 0 0 89.913076877594
734976	1240.272	10.4762537865533 6.33323216012611 191.322417020798 148.450011968613 171.615888802109 0 19.706528218689 127 82569.7439724816 5180651.50147726 14170280 889082112 68304.3981639535 4489021.60153911 11722120 770387432 0.659679871346962 1431415770.49824 11532.9294677315 1431404237.56877 13 28208235274 227274 28208008000 0 0 0 0 236.296322584152
735232	1240.704	9.86466994294747 7.88552927913207 358.179457187653 315.307052135468 338.184655636597 0 19.9948015510559 254 83868.3586829499 5258086.70015711 28362992 1778204240 69380.2974467683 4556125.10597084 23463352 1540811600 1.30033798703178 1410789243.29261 22153.2581290665 1410767090.03448 26 28208450950 442950 28208008000 0 0 0 0 380.63206911087
735488	1241.136	10.0643355983328 8.36685299122443 506.449951171875 463.57754611969 486.185755675491 0 20.2641954963837 381 87529.7219287604 5486140.62189905 42555704 2667283424 72409.7396705665 4753731.09355887 35204584 2311196344 1.82588052936042 1392034143.22735 21911.3559222837 1392012231.87143 37 28208452016 444016 28208008000 0 0 0 0 527.296378135681
735744	1241.568	9.88216562620403 8.71455638083996 672.370051145554 629.497646093369 651.809419782883 0 20.5606313626709 508 87120.7292753078 5456249.51720496 56786112 3556434832 72072.3428876621 4727835.00586183 46977432 3081647392 2.4318319373586 1371974790.33716 32095.4638191751 1371942694.87334 50 28208667903 659903 28208008000 0 0 0 0 671.142924547195
736000	1242	9.95434761654007 8.91950542407876 824.038614988327 781.166209936142 803.278675469437 0 20.7599395188904 635 88409.5571919637 5534690.13403327 71017512 4445898560 73139.1406172532 4795826.50161684 58751112 3852385160 2.93835152768598 1358803041.71078 31838.4357236956 1358771203.27505 61 28208668964 660964 28208008000 0 0 0 0 820.464518785477
736256	1242.432	9.83257123253842 9.11939254014537 991.881548166275 949.00914311409 970.859369247726 0 21.0221789185486 762 87819.2194468536 5495671.64205692 85260112 5335524304 72650.2665928361 4762040.52867343 70533192 4623271664 3.52009181763301 1341863029.1511 41702.76560754 1341821326.38549 74 28208884683 876683 28208008000 0 0 0 0 965.827253103256
736512	1242.864	9.90230878119769 9.24187100042492 1142.25238204002 1099.37997698784 1120.96348894875 0 21.2888930912781 889 88774.1955746697 5553444.57636 99512632 6225208608 73440.0297704648 4812120.98447449 82323592 5394211928 3.99269232249675 1325051782.63857 41229.9970804779 1325010552.64149 85 28208885741 877741 28208008000 0 0 0 0 1113.9060781002
736768	1243.296	9.82783708687728 9.36677193949765 1308.82745599747 1265.95505094528 1287.28244317587 0 21.5450128215942 1016 88349.443902469 5527357.01921469 113730688 7115269648 73088.6749048481 4789545.66706356 94085768 6165498048 4.54861646226435 1309310040.7314 50759.5427793799 1309259281.18862 98 28209101615 1093615 28208008000 0 0 0 0 1258.3472533226
737024	1243.728	9.86796349992566 9.43909410571833 1461.28057003021 1418.40816497803 1439.46161554355 0 21.8189544866638 1143 88886.5271698724 5561219.38477478 127948744 8005161840 73533.0090479913 4818905.26645317 105847944 6936629160 4.99565641729639 1292871418.25434 50168.8566548439 1292821249.39769 109 28209102632 1094632 28208008000 0 0 0 0 1408.52052950859
737280	1244.16	9.81040440249778 9.51378620986098 1628.12815618515 1585.25575113297 1606.01754069864 0 22.1106154865112 1270 88525.0306407942 5538735.78001547 142172752 8895306816 73234.0145854421 4799444.67645535 117615112 7707992336 5.5177116202137 1275826919.88875 59268.0470970812 1275767651.84165 122 28209318453 1310453 28208008000 0 0 0 0 1553.23985242844
737536	1244.592	9.86477972241986 9.55873968166228 1777.04189300537 1734.16948795319 1754.7405013204 0 22.301391684967 1397 89125.8803693867 5576616.1712439 156392792 9785514256 73731.1026346318 4832288.7912027 129378952 8479412856 5.96375337820971 1264912964.42344 58806.5094109816 1264854157.91403 133 28209319467 1311467 28208008000 0 0 0 0 1700.02742004395
737792	1245.024	9.81720499303261 9.61049352008749 1943.86153721809 1900.98913216591 1921.30030568483 0 22.5612315332642 1524 88800.7103809764 5556713.84031483 170612832 10676116000 73462.1191608518 4815069.94644572 141142792 9251195360 6.4712779435262 1250354413.11827 67700.7812161313 1250286712.33706 146 28209535413 1527413 28208008000 0 0 0 0 1844.27121090889
738048	1245.456	9.85320482181189 9.63823965683231 2094.75302314758 2051.8806180954 2072.01858453458 0 22.7344386130066 1651 89205.2114684667 5582450.06021421 184834856 11566940272 73796.7782438335 4837399.73512421 152908296 10023182152 6.90582260123102 1240828371.40571 67230.1184127576 1240761141.2873 157 28209536439 1528439 28208008000 0 0 0 0 1993.31976246834
738304	1245.888	9.81233031815462 9.6714602161612 2261.79485201836 2218.92244696617 2238.8078553636 0 22.9869966547546 1778 88921.7462423402 5564611.699103 199078704 12458096384 73562.4111758588 4821974.14045017 164692104 10795473584 7.39548548047651 1227204782.49885 75878.986115362 1227128903.51274 170 28209752230 1744230 28208008000 0 0 0 0 2137.84191131592
738560	1246.32	9.84689807939552 9.68725182475624 2411.94333600998 2369.07093095779 2388.73830230774 0 23.20503370224 1905 89303.4418185998 5588427.800192 213322552 13349291536 73878.2945915457 4842640.50391139 176475912 11567800856 7.80003176563058 1215673875.84862 75210.4057419029 1215598665.44288 181 28209753260 1745260 28208008000 0 0 0 0 2286.02350664139
738816	1246.752	9.81533290016012 9.70984120888266 2578.00801920891 2535.13561415672 2554.5565902144 0 23.4514289945068 2032 89079.5376668094 5574437.22896929 227558720 14240215360 73693.3997552194 4830536.57424137 188253960 12339879040 8.27241700475659 1202910457.59334 83627.4412301007 1202826830.15211 194 28209969183 1961183 28208008000 0 0 0 0 2429.90085577965
739072	1247.184	9.84725698903384 9.71989073495353 2727.72160005569 2684.84919500351 2704.06086848972 0 23.660731565979 2159 89419.1735169957 5595630.12812319 241794888 15130924464 73974.6691100644 4848914.55543426 200032008 13111760104 8.66414461566197 1192269568.43389 82931.2058474728 1192186637.22805 205 28209970213 1962213 28208008000 0 0 0 0 2577.54479694366
739328	1247.616	9.81458128275503 9.73505674641004 2895.11838412285 2852.24597907066 2871.23430748973 0 23.8840766331177 2286 89169.906939375 5580008.40481992 256027696 16021511568 73768.8092704561 4835387.04305122 211807536 13883529168 9.12742005264383 1181129449.31201 91202.2278885002 1181038247.08412 218 28210186281 2178281 28208008000 0 0 0 0 2722.64838004112
739584	1248.048	9.83826801396876 9.74057846810949 3046.32788705826 3003.45548200607 3022.21573046344 0 24.1121565948181 2413 89444.3177153829 5597324.71427709 270320024 16916322800 73996.3668859956 4850473.10562178 223632984 14659176120 9.49728404008516 1169957038.10511 90382.2929081488 1169866655.8122 229 28210187312 2179312 28208008000 0 0 0 0 2871.95549154282
739840	1248.48	9.80845341106805 9.7510636806162 3214.01455116272 3171.14214611053 3189.65278882726 0 24.3617623354645 2540 89219.3912129952 5583743.46900256 284578880 17810202928 73810.8676984122 4838761.24136842 235431040 15433968288 9.93359990412969 1157978753.61147 98317.3945717887 1157880436.2169 242 28210403185 2395185 28208008000 0 0 0 0 3017.66257929802
740096	1248.912	9.82930711974907 9.75262272259748 3365.50741910934 3322.63501405716 3340.9602314431 0 24.5471876662445 2667 89446.660629935 5598484.8810729 298837736 18704315344 73999.4130050484 4851591.33336905 247229096 16208973704 10.3066796669301 1149231618.36551 97616.3963293886 1149134001.96918 253 28210404208 2396208 28208008000 0 0 0 0 3167.30586767197
740352	1249.344	9.80310018116938 9.75956281060684 3533.03361606598 3490.16121101379 3508.2464606662 0 24.7871553997802 2794 89245.8940699806 5586200.45761508 313096592 19597767984 73833.7955739894 4840986.40571989 259027152 16983373424 10.7313645196398 1138114460.41324 105376.875961457 1138009083.53728 266 28210619993 2611993 28208008000 0 0 0 0 3312.69016838074
740608	1249.776	9.82114455164365 9.75885682030353 3684.97336506844 3642.10096001625 3659.9662366394 0 25.0071284290313 2921 89442.2043359009 5598670.60708595 327355448 20490945392 73996.6410861409 4851826.30763966 270825208 17757520472 11.076841580836 1128103176.90254 104491.245662836 1127998685.65687 277 28210621026 2613026 28208008000 0 0 0 0 3462.93973255157
740864	1250.208	9.79559600697223 9.76325669973785 3853.23779511452 3810.36539006233 3827.95136723717 0 25.2864278773498 3048 89248.5486947497 5586263.03328245 341639104 21383943216 73836.9004421284 4841101.90495319 282644064 18531502656 11.4686028966458 1115651327.29838 111871.238346556 1115539456.06003 290 28210836824 2828824 28208008000 0 0 0 0 3608.97157001495
741120	1250.64	9.80918513293636 9.7600243421518 4006.50439620018 3963.63199114799 3981.02285938783 0 25.4815368123474 3175 89404.8521124872 5595752.60600878 355922760 22276819040 73966.6488740735 4849349.9087741 294462920 19305372840 11.8124743502184 1107108965.51303 111055.311178436 1106997910.20185 301 28210837860 2829860 28208008000 0 0 0 0 3760.63192844391
741376	1251.072	9.79219791501127 9.76267818232972 4172.20070815086 4129.32830309868 4146.48634242389 0 25.7143657269745 3302 89275.4977178114 5587628.98672812 370179632 23169027280 73859.9591819641 4842323.95861763 306259312 20078630160 12.2110731150803 1097093114.50784 118438.970353648 1096974675.53748 314 28211053583 3045583 28208008000 0 0 0 0 3904.2907435894
741632	1251.504	9.80625831314168 9.75968986755089 4324.87259912491 4282.00019407272 4298.95555229927 0 25.9170468256378 3429 89424.9264322791 5596957.28027034 384433784 24061070576 73983.9386871285 4850419.08489786 318053664 20851736056 12.5400089827558 1088513471.68509 117552.590790792 1088395919.0943 325 28211054616 3046616 28208008000 0 0 0 0 4054.93068194389
741888	1251.936	9.78943664434359 9.76236137194953 4491.09568715096 4448.22328209877 4464.89261656087 0 26.2030705900879 3556 89293.9584977284 5588588.22168491 398687936 24952446288 73875.912441108 4843168.90574096 329848016 21624229088 12.8992515910658 1076639863.86663 124502.698597243 1076515361.16804 338 28211270353 3262353 28208008000 0 0 0 0 4199.516310215
742144	1252.368	9.80729937283714 9.76087081724488 4641.56958818436 4598.69718313217 4615.21268787073 0 26.3569003136291 3683 89468.3153140885 5599558.7124118 412915304 25843154416 74020.4031978447 4852671.10546376 341619904 22396109256 13.2413142610526 1070356189.4724 123815.242352778 1070232374.23005 349 28211271386 3263386 28208008000 0 0 0 0 4347.88442850113
742400	1252.8	9.78997844549285 9.76380494486004 4808.56216216087 4765.68975710869 4781.92306462506 0 26.6390975358124 3810 89324.4550837397 5590551.53140489 427142672 26733587312 73901.6055306838 4844857.69404919 353391792 23167736752 13.5890489350604 1059025623.26197 130592.6747452 1058895030.58722 362 28211486871 3478871 28208008000 0 0 0 0 4492.90797066689
742656	1253.232	9.80685376742338 9.7625922599366 4958.94448518753 4916.07208013535 4932.11459096936 0 26.8298942181701 3937 89489.0075766169 5600711.84772917 441370040 27623352624 74037.9553769108 4853648.66173863 365163680 23938751384 13.9024029303623 1051494562.54264 129701.74133759 1051364860.8013 373 28211487884 3479884 28208008000 0 0 0 0 4641.38495230675
742912	1253.664	9.78705847019305 9.76471118151711 5127.79144906998 5084.91904401779 5100.70773499239 0 27.0837140775909 4064 89341.9109026211 5592099.95983873 455706976 28523667520 73916.7573577048 4846278.6272613 377027776 24719450880 14.2521073326268 1041648252.12589 136444.727979816 1041511807.39791 386 28211703430 3695430 28208008000 0 0 0 0 4788.15780591965
743168	1254.096	9.80415848773813 9.76333475835806 5277.54910516739 5234.6767001152 5250.25805912262 0 27.2910460447692 4191 89527.7730555115 5603817.45595886 470043912 29421487760 74071.0013909275 4856496.55938264 388891872 25497860200 14.5468956869131 1033734816.12689 135446.072456738 1033599370.05443 397 28211704465 3696465 28208008000 0 0 0 0 4936.54614853859
743424	1254.528	9.7909493021559 9.76621150252712 5443.45189619064 5400.57949113846 5415.912488868 0 27.5394073226471 4318 89419.6220849985 5597678.72437256 484288848 30316538112 73981.8984932949 4851209.60244533 400679488 26273726672 14.8877568495396 1024420020.13601 142058.394872674 1024277961.74114 410 28211920204 3912204 28208008000 0 0 0 0 5080.73551154137
743680	1254.96	9.81057531652811 9.76624750087883 5591.17087316513 5548.29846811295 5563.59263454651 0 27.5782386186218 4445 89606.4497793045 5609643.12990969 498533784 31209769200 74136.8268839152 4861592.9987485 412467104 27047923000 15.2656594868871 1022977631.97068 141895.791610043 1022835736.17907 421 28211921236 3913236 28208008000 0 0 0 0 5226.88027906418
743936	1255.392	9.7975774957367 9.77045200910317 5757.26456212997 5714.39215707779 5729.23208573659 0 28.0324763933868 4572 89506.8477460833 5603804.22080114 512805504 32105494944 74054.8083322151 4856568.74911234 424277184 27824409504 15.4820428245286 1006409021.91772 147298.759554975 1006261723.15817 434 28212137149 4129149 28208008000 0 0 0 0 5370.78461527824
744192	1255.824	9.81089126195888 9.77049514601668 5908.02761507034 5865.15521001816 5879.752972905 0 28.2746421653442 4699 89653.8413142816 5613353.92831873 527142440 33005134448 74176.8033469808 4864913.39003779 436141280 28604488968 15.7384838824036 997789398.006218 146073.82034572 997643324.185872 445 28212138185 4130185 28208008000 0 0 0 0 5520.33709836006
744448	1256.256	9.79638832388979 9.77379235759397 6075.46299314499 6032.5905880928 6046.93476267517 0 28.5282304698181 4826 89527.3901980214 5605356.44889357 541366288 33895224768 74072.3268199844 4857965.74974196 447910528 29375801968 16.0542729940628 988927589.94806 152347.479266131 988775242.468794 458 28212354204 4346204 28208008000 0 0 0 0 5665.64041638374
744704	1256.688	9.80373965697716 9.77201353693729 6229.57279920578 6186.70039415359 6200.83807283517 0 28.7347263706054 4953 89599.7685270902 5609796.39065067 555593656 34785439040 74132.3044724859 4861799.06746314 459682416 30147228760 16.3217144980288 981820911.503797 151288.616565601 981669622.887231 469 28212355237 4347237 28208008000 0 0 0 0 5818.08995914459
