# Scalar ASCII output created by CarpetIOScalar
# created on nid17926 by elihu on Apr 30 2017 at 07:40:44-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0011/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid17926-elihu-2017.04.30-12.38.51-29023
# Run ID: run-J0040_N40-nid17926-elihu-2017.04.30-12.38.51-29023
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
734720 1239.84 0 0 0
734976 1240.272 0 0 0
735232 1240.704 1.41422548613138e-08 7.64091883667597e-09 1.95374301483099e-08
735488 1241.136 3.06354416624616e-06 1.78077411372376e-06 2.25238688703861e-06
735744 1241.568 3.56069715675833e-06 2.42643943316911e-06 2.32157593599397e-06
736000 1242 4.35600945661097e-06 1.06044042971719e-06 1.91457746896494e-06
736256 1242.432 9.09859718631841e-06 3.02906909078462e-06 3.38357284079329e-06
736512 1242.864 2688280.38792182 1203135.8014793 1203135.8014793
736768 1243.296 5385182.6527186 3771325.49389744 3862953.99835804
737024 1243.728 5877946.16357942 5877946.16357942 5877946.16357942
737280 1244.16 5504503.72207187 4329079.56171954 4329079.56171954
737536 1244.592 8247175.72529342 6138308.86523589 6163228.38030219
737792 1245.024 23716121.633765 22624433.102009 22513540.5117724
738048 1245.456 27487339.6954062 26085002.9688443 25940015.6806213
738304 1245.888 12499303.9003043 11226084.4261003 10822798.3612239
738560 1246.32 23942396.477064 22863221.9956304 22726128.4441618
738816 1246.752 28102201.9816613 26805734.1580626 26658265.4005095
739072 1247.184 14840027.0946056 13797105.8155038 13466753.6151658
739328 1247.616 24799815.432506 23846411.0699824 23696173.1839551
739584 1248.048 28710049.5939521 27460020.8244455 27253896.1436785
739840 1248.48 16309243.2776768 15393986.2037922 15124938.4516665
740096 1248.912 33470717.738528 32153617.9782345 32054143.7350994
740352 1249.344 37605463.5143904 35957178.9751465 35952051.6806811
740608 1249.776 16639385.8419811 15752463.9157549 15517935.4588225
740864 1250.208 33696308.8122562 32366575.3952325 32272406.1692594
741120 1250.64 37925185.7464015 36167617.2738834 36129107.1461211
741376 1251.072 16968101.4329792 16019056.8030856 15779137.2267908
741632 1251.504 33523181.9555761 32292971.3557829 32196350.2030674
741888 1251.936 37698048.6582769 36054294.5230938 36017103.7309476
742144 1252.368 17286713.2997143 16271253.7951319 16027948.7924374
742400 1252.8 33228851.9406062 32095179.5042179 32055054.8441074
742656 1253.232 37543050.5652178 36051413.2598338 36050064.2262773
742912 1253.664 21269371.4095918 20611130.664231 19642963.2362698
743168 1254.096 35351548.049383 34190637.4491419 33786590.2822419
743424 1254.528 inf 35778657.7143883 35791281.4083415
743680 1254.96 20286754.6325541 19596152.0265302 18981497.6987784
743936 1255.392 34823865.3028581 33717188.8499262 33422895.7550979
744192 1255.824 inf 36014248.5259835 36027954.7372732
744448 1256.256 18905268.6794038 18247112.4542844 18002910.835594
744704 1256.688 34191814.031776 32985321.7376847 32991406.9042962
744960 1257.12 inf 35993676.0476445 36778691.7855261
745216 1257.552 20014931.4432463 19392794.9263155 21509583.7669768
745472 1257.984 34788896.8535799 33478589.2575379 33947364.8579933
745728 1258.416 inf 35985368.9900386 36837174.3664202
745984 1258.848 19838136.4042979 19434432.9277123 23291443.2453937
746240 1259.28 35615963.4722389 33979444.9490934 34758351.4959133
746496 1259.712 inf 36271175.3770406 37984776.3303827
746752 1260.144 19900584.8739848 19458563.2904471 23426619.8555001
747008 1260.576 36027449.586944 34351617.570829 35250384.2486033
747264 1261.008 inf 36479408.8789956 -nan
747520 1261.44 19317697.992359 18734185.5575037 22904171.3500781
747776 1261.872 36336862.3457942 34453250.6023023 35470794.4094397
748032 1262.304 37867733.5070398 36005504.5085227 -nan
748288 1262.736 17091004.2733635 16543314.4053321 20668571.4269828
748544 1263.168 34929430.6973937 32970396.1261527 33535474.0259449
748800 1263.6 37683367.8945985 36731383.6041241 -nan
749056 1264.032 inf 18402329.8506004 22288419.6988337
749312 1264.464 34741950.9077067 32878420.392368 33730415.9741766
749568 1264.896 29323242.1205264 29585356.3378043 -nan
749824 1265.328 inf 19685672.9906266 inf
750080 1265.76 27405413.8184225 25666202.3142886 inf
750336 1266.192 29161835.5000231 29449325.2177239 -nan
750592 1266.624 inf 20657065.8258847 inf
750848 1267.056 28408720.4567087 26752135.7532719 inf
