# Scalar ASCII output created by CarpetIOScalar
# created on nid17926 by elihu on Apr 30 2017 at 07:40:44-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0011/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid17926-elihu-2017.04.30-12.38.51-29023
# Run ID: run-J0040_N40-nid17926-elihu-2017.04.30-12.38.51-29023
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
734720 1239.84 0 0 0
734976 1240.272 0 0 0
735232 1240.704 0.00254431261862598 0.0036361938045722 0.00754153346190085
735488 1241.136 0.0957513571975083 0.098186270289904 0.104201074376314
735744 1241.568 0.0966019255297489 0.104251454574581 0.117420142771227
736000 1242 0.989694021464588 0.0700485758517217 0.0938797138358299
736256 1242.432 1.34017179032112 0.0989138537753904 0.104201074376314
736512 1242.864 54634094238.3795 46661376953.125 46661376953.125
736768 1243.296 93322753906.25 93322753906.25 93322753906.25
737024 1243.728 93322753906.25 93322753906.25 93322753906.25
737280 1244.16 93322753906.25 93322753906.25 93322753906.25
737536 1244.592 93807175755.6002 93322753906.25 93322753906.25
737792 1245.024 93322753906.255 93322753906.2535 93322753906.25
738048 1245.456 104988098144.55 104988098144.55 104988098144.55
738304 1245.888 104988098144.461 104988098144.458 104988098144.458
738560 1246.32 93322753906.255 93322753906.2535 106048583984.375
738816 1246.752 104988098144.55 104988098144.55 104988098144.55
739072 1247.184 104988098144.458 104988098144.458 104988098144.458
739328 1247.616 104988098144.605 104988098144.605 106048583984.375
739584 1248.048 104988098144.55 104988098144.55 104988098144.55
739840 1248.48 104988098144.605 104988098144.605 104988098144.605
740096 1248.912 104988098144.605 104988098144.605 106048583984.375
740352 1249.344 114513561129.259 109502440318.464 104988098144.55
740608 1249.776 109502440318.465 104988098144.605 104988098144.605
740864 1250.208 105122342705.733 105122342705.726 104988098144.605
741120 1250.64 114513561129.259 109502440318.464 104988098144.55
741376 1251.072 108084082603.496 104988098144.605 106196276948.367
741632 1251.504 104988098144.605 109502440318.465 109502440318.468
741888 1251.936 114513561129.259 104988098144.55 110502004623.413
742144 1252.368 108084082603.496 104988098144.605 106196276948.367
742400 1252.8 104988098144.605 109502440318.465 109502440318.468
742656 1253.232 114513561129.259 104988098144.55 110502004623.413
742912 1253.664 123190245358.187 123190245358.187 123190245358.187
743168 1254.096 104988098144.605 107162073254.589 104988098144.605
743424 1254.528 4.70502229317112e+296 109502440318.464 110502004623.413
743680 1254.96 123190245358.187 123190245358.187 123190245358.187
743936 1255.392 145100077614.245 145100077614.245 145100077614.245
744192 1255.824 4.70502229317112e+296 151076793670.654 151076793670.654
744448 1256.256 123190245358.187 123190245358.187 123190245358.187
744704 1256.688 145100077614.245 145100077614.245 145100077614.245
744960 1257.12 4.70502229317112e+296 151076793670.654 151076793670.654
745216 1257.552 113296508788.983 113296508788.983 113296508788.983
745472 1257.984 145100077614.245 145100077614.245 145100077614.245
745728 1258.416 4.70502229317112e+296 151076793670.654 151076793670.654
745984 1258.848 152832455933.093 113296508788.983 113296508788.983
746240 1259.28 155511511081.984 155511511081.984 155634565715.134
746496 1259.712 4.70502229317112e+296 143778085708.618 143778085708.618
746752 1260.144 152832455933.093 123769706193.354 113296508788.983
747008 1260.576 155511511081.984 155511511081.984 155634565715.134
747264 1261.008 4.70502229317112e+296 143778085708.618 9.14409630333102e+283
747520 1261.44 152832455933.093 151834625750.642 151834625750.642
747776 1261.872 155375405654.611 155375405654.611 155498460287.761
748032 1262.304 143778085708.618 143778085708.618 9.14409630333102e+283
748288 1262.736 167586617942.564 151834625750.642 151834625750.642
748544 1263.168 170597027138.11 155511511081.984 155634565715.134
748800 1263.6 152141124010.086 143778085708.618 1.52401605055517e+283
749056 1264.032 1.96262075676534e+300 151834625750.642 151834625750.642
749312 1264.464 170597027138.11 155511511081.984 155634565715.134
749568 1264.896 152141124010.086 143778085708.618 1.8288192606662e+282
749824 1265.328 1.96262075676534e+300 151834625750.642 4.89566685724293e+277
750080 1265.76 170597027138.11 162299471776.352 5.14274504394441e+275
750336 1266.192 152141124010.086 171955055702.797 1.8288192606662e+282
750592 1266.624 1.96262075676534e+300 151834625750.642 4.89566685724293e+277
750848 1267.056 167408819386.256 162299471776.352 4.89566685724293e+275
751104 1267.488 152141124010.086 171955055702.797 1.8288192606662e+282
