# Scalar ASCII output created by CarpetIOScalar
# created on nid17926 by elihu on Apr 30 2017 at 07:40:44-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0011/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid17926-elihu-2017.04.30-12.38.51-29023
# Run ID: run-J0040_N40-nid17926-elihu-2017.04.30-12.38.51-29023
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
734720 1239.84 0
734976 1240.272 0
735232 1240.704 0.0025516251694068
735488 1241.136 2.9734379264849
735744 1241.568 2.54266694584255
736000 1242 0.094124369507751
736256 1242.432 2.9734379264849
736512 1242.864 101342678070.068
736768 1243.296 93322753906.25
737024 1243.728 93322753906.25
737280 1244.16 106048583984.375
737536 1244.592 93322753906.25
737792 1245.024 93322753906.25
738048 1245.456 106048583984.375
738304 1245.888 104988098144.461
738560 1246.32 93322753906.25
738816 1246.752 106048583984.375
739072 1247.184 104988098144.458
739328 1247.616 104988098144.605
739584 1248.048 108045118395.238
739840 1248.48 111421528345.175
740096 1248.912 104988098144.605
740352 1249.344 114513561129.259
740608 1249.776 111421528345.175
740864 1250.208 105122342705.726
741120 1250.64 114513561129.259
741376 1251.072 109362602233.97
741632 1251.504 104988098144.605
741888 1251.936 114513561129.259
742144 1252.368 109362602233.97
742400 1252.8 104988098144.605
742656 1253.232 114513561129.259
742912 1253.664 113296508788.983
743168 1254.096 104988098144.605
743424 1254.528 114513561129.259
743680 1254.96 113296508788.983
743936 1255.392 145100077614.245
744192 1255.824 151076793670.654
744448 1256.256 113296508788.983
744704 1256.688 145100077614.245
744960 1257.12 151076793670.654
745216 1257.552 113296508788.983
745472 1257.984 145100077614.245
745728 1258.416 151076793670.654
745984 1258.848 152832455933.094
746240 1259.28 155511511081.984
746496 1259.712 145390678197.136
746752 1260.144 152832455933.094
747008 1260.576 155511511081.984
747264 1261.008 145390678197.136
747520 1261.44 152832455933.094
747776 1261.872 155375405654.611
748032 1262.304 155861569487.565
748288 1262.736 165963881488.554
748544 1263.168 178821350530.024
748800 1263.6 152141124010.086
749056 1264.032 165963881488.554
749312 1264.464 178821350530.024
749568 1264.896 152141124010.086
749824 1265.328 165963881488.554
750080 1265.76 178821350530.024
750336 1266.192 156732978914.315
750592 1266.624 160097726438.837
750848 1267.056 177873625495.923
751104 1267.488 156732978914.315
751360 1267.92 166715261189.013
751616 1268.352 178821350530.024
751872 1268.784 156732978914.315
752128 1269.216 166715270437.542
752384 1269.648 178821350530.024
752640 1270.08 166482597300.751
752896 1270.512 166715635021.961
753152 1270.944 157901767175.643
753408 1271.376 152141124010.086
753664 1271.808 145447202026.844
753920 1272.24 157901767175.643
754176 1272.672 152141124010.086
754432 1273.104 145447202026.844
754688 1273.536 157901767175.643
754944 1273.968 152141124010.086
755200 1274.4 145447202026.844
755456 1274.832 157901767175.643
755712 1275.264 153585748284.782
755968 1275.696 129752372430.403
756224 1276.128 154847646279.904
756480 1276.56 153585748284.782
756736 1276.992 129752372430.403
756992 1277.424 154847646279.904
757248 1277.856 158140700255.855
757504 1278.288 170693649168.185
757760 1278.72 181820382626.73
758016 1279.152 158140700255.855
758272 1279.584 131747829355.102
758528 1280.016 139353556533.815
758784 1280.448 143539428710.938
759040 1280.88 117181241512.222
759296 1281.312 116197764873.506
759552 1281.744 141181988874.45
759808 1282.176 117181241512.222
760064 1282.608 116197764873.506
760320 1283.04 153585748284.782
760576 1283.472 120588498582.842
760832 1283.904 181820382626.73
761088 1284.336 158140700255.855
761344 1284.768 170693649168.185
761600 1285.2 181820382626.73
761856 1285.632 158140700255.855
762112 1286.064 170693649168.185
762368 1286.496 181820382626.73
762624 1286.928 158140700255.855
762880 1287.36 146734661655.501
763136 1287.792 150359792634.845
763392 1288.224 146904755616.561
763648 1288.656 146734661655.501
763904 1289.088 150359792634.845
764160 1289.52 146904755616.561
764416 1289.952 146734661655.501
764672 1290.384 150359792634.845
764928 1290.816 146904755616.561
765184 1291.248 146734661655.501
765440 1291.68 150359792634.845
765696 1292.112 140469670295.715
765952 1292.544 146734661655.501
766208 1292.976 150359792634.845
766464 1293.408 140469670295.715
766720 1293.84 146734661655.501
766976 1294.272 150359792634.845
767232 1294.704 140469670295.715
767488 1295.136 146734661655.501
767744 1295.568 150359792634.845
768000 1296 140469670295.715
768256 1296.432 146734661655.501
768512 1296.864 150359792634.845
768768 1297.296 140469670295.715
769024 1297.728 146734661655.501
769280 1298.16 150359792634.845
769536 1298.592 140469670295.715
769792 1299.024 146734661655.501
770048 1299.456 150359792634.845
770304 1299.888 120316230459.139
770560 1300.32 116103991866.078
770816 1300.752 109502440318.467
771072 1301.184 104988098144.458
771328 1301.616 104988098144.539
771584 1302.048 104988098144.531
771840 1302.48 104988098144.604
772096 1302.912 104988098144.536
772352 1303.344 100737236362.588
772608 1303.776 104988098144.604
772864 1304.208 104988098144.529
773120 1304.64 100737236362.588
773376 1305.072 104988098144.604
773632 1305.504 99247898335.6764
773888 1305.936 100823261848.735
774144 1306.368 104988098144.604
774400 1306.8 107791464688.491
774656 1307.232 109502440318.467
774912 1307.664 104988098144.604
775168 1308.096 107791464688.491
775424 1308.528 96679687500.0678
775680 1308.96 104988098144.604
775936 1309.392 104988098144.533
776192 1309.824 96679687500.0678
776448 1310.256 105122342705.579
776704 1310.688 121479269728.36
776960 1311.12 109502440318.465
777216 1311.552 123190245358.23
777472 1311.984 121479269728.36
777728 1312.416 109502440318.465
777984 1312.848 123190245358.23
778240 1313.28 121479269728.36
778496 1313.712 109502440318.465
778752 1314.144 123190245358.23
779008 1314.576 121479269728.36
779264 1315.008 109362602233.886
779520 1315.44 118467252468.649
779776 1315.872 113548524677.806
780032 1316.304 113689899444.609
780288 1316.736 118164718151.046
780544 1317.168 113548524677.806
780800 1317.6 113689899444.609
781056 1318.032 113944220356.597
781312 1318.464 113548524677.806
781568 1318.896 113689899444.609
