# Scalar ASCII output created by CarpetIOScalar
# created on nid04318 by elihu on Apr 27 2017 at 17:25:41-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0006/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid04318-elihu-2017.04.27-22.22.10-22783
# Run ID: run-J0040_N40-nid04318-elihu-2017.04.27-22.22.10-22783
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
403456 680.832 0 0 0
403712 681.264 0 0 0
403968 681.696 7.42659558454787e-16 1.10885636476526e-15 1.2095833942993e-12
404224 682.128 1.52938798021752e-11 1.52254376234064e-11 1.50929249310872e-11
404480 682.56 5.26873710212969e-11 5.17085494029684e-11 4.97108361789275e-11
404736 682.992 6.00947465388373e-11 6.13284770507042e-11 6.74460118986318e-11
404992 683.424 8.60159500786468e-11 8.69678251125064e-11 9.96173093001802e-11
405248 683.856 1.15638155914893e-10 1.04703341305774e-10 1.01298823615129e-10
405504 684.288 1.06372506581352e-10 1.00699953476377e-10 1.11204433580813e-10
405760 684.72 1.55759324755872e-10 1.53401755739429e-10 1.71238178692752e-10
406016 685.152 1.32083186420132e-10 1.20853359277064e-10 1.32743361542471e-10
406272 685.584 1.35835961676039e-10 1.26064932457967e-10 1.38147672512144e-10
406528 686.016 2.15724614748961e-10 2.15925784030078e-10 2.28080271729146e-10
406784 686.448 1.89697228754219e-10 1.81606818711893e-10 1.711706909234e-10
407040 686.88 1.87812697100753e-10 1.78968714119315e-10 1.92258238331376e-10
407296 687.312 1.69294780557638 1.69294780557089 1.69294780557311
407552 687.744 3.81367302892421 3.8091325621936 3.80913256217372
407808 688.176 58.6666550175267 58.6666550175283 58.6666550175203
408064 688.608 175.880105963985 175.880105963962 175.880105963965
408320 689.04 3106.89814289684 3106.88906196336 592.748553988877
408576 689.472 3948.55605053855 3754.06975821921 878.285197317624
408832 689.904 677.234682680351 677.234682680319 462.49995313412
409088 690.336 3168.954155871 3168.9450749375 696.003119842566
409344 690.768 4370.42492671268 4172.89764278619 1071.44957745558
409600 691.2 1129.95198267288 1130.763257242 720.913098795144
409856 691.632 6342.28997679923 6342.28089586565 1491.02730255544
410112 692.064 7838.48506404105 7476.72515361861 1827.04011994746
410368 692.496 1290.5844298212 1281.8159142888 930.619599445545
410624 692.928 10558.6077287286 10557.9133325237 5201.27908407149
410880 693.36 12608.275015256 12246.1775012738 6006.19664948983
411136 693.792 1470.75539226565 1378.60181994756 1049.07360021802
411392 694.224 10675.2539965128 10678.0563243273 5326.60519831509
411648 694.656 12715.4922661232 12353.2790897525 6116.82840232119
411904 695.088 1636.54087405367 1470.77927046057 1133.03305272826
412160 695.52 16162.1121210041 16165.0421109235 10246.8092579085
412416 695.952 18985.6148116115 18641.1967799815 11773.8891687836
412672 696.384 1825.26095986753 1700.26764469856 1351.07650601802
412928 696.816 17147.1351523673 17156.3195136604 11279.2231932668
413184 697.248 23541.583548242 23247.3017193534 16417.0390895787
413440 697.68 6338.75031401743 6214.52633073523 5866.95673540024
413696 698.112 18229.4121781016 18242.8293898084 12370.1398849806
413952 698.544 24016.8386400541 23735.2884619891 16909.5100303791
414208 698.976 6876.55622415351 6753.31052712157 6424.27023157084
414464 699.408 22857.5502835278 22871.7092326156 16350.1265271812
414720 699.84 32034.3806835925 31391.6312514858 24065.7196848273
414976 700.272 10869.2216858246 10852.9651946168 10493.8816374059
415232 700.704 22977.9115175969 22989.6981868772 16515.6633882345
415488 701.136 34125.098530334 33495.7393296799 26297.0803584629
415744 701.568 12302.7899937289 12204.8256184864 11888.3288417082
416000 702 28024.5493438245 28036.711140219 21010.2802409293
416256 702.432 40405.4036371018 39156.6507830616 31574.1890041132
416512 702.864 12703.193014886 12605.9387301133 12316.3620142985
416768 703.296 28186.7392042343 28197.681249014 21150.4959980245
417024 703.728 40847.2562409299 39598.5006873957 32022.8083651862
417280 704.16 13141.0911773109 13028.5744492428 12745.6971632424
417536 704.592 28305.9004504212 28313.4994583514 nan
417792 705.024 43152.8890610062 41678.9098655562 nan
418048 705.456 14619.5259995515 14330.2983638127 14041.6373761661
418304 705.888 28041.9855315946 28048.3372043348 3.70648554271804e+289
418560 706.32 43259.65841576 41784.2758699359 1.42604934125093e+289
418816 706.752 14759.0886934859 14469.7125511317 14155.5142221559
419072 707.184 28514.6355256432 28513.2291807676 9.32058392992792e+286
419328 707.616 43285.7693696386 41811.385701705 5.82330812278367e+264
419584 708.048 14839.1607694212 14539.4596806114 14225.6714573643
419840 708.48 28279.8254718262 28266.933465878 7.76441083034468e+264
420096 708.912 42910.4767548804 41423.0020126106 5.82330812277486e+264
420352 709.344 14851.7879923864 14549.5742494735 14116.6073915728
420608 709.776 28802.8904363859 28796.0929730639 6.45765541291424e+264
420864 710.208 42886.3593052783 41397.331456788 2.66425861831367e+263
421120 710.64 14933.9003016679 14633.262950461 14058.041939957
421376 711.072 28843.1354032238 28841.3593789359 22049.9598320409
421632 711.504 42509.3081446106 41009.8805239108 33471.3049678071
421888 711.936 14834.7943653459 14536.6088270064 13854.6662412996
422144 712.368 28515.1168532597 28515.0831278531 21725.7410611439
422400 712.8 42446.6511561892 40947.658133719 33358.2858706416
422656 713.232 14602.7851417426 14304.6832075333 13777.2225880852
422912 713.664 28534.7716081848 28546.1814876046 21747.5592701252
423168 714.096 42303.0957734052 40804.587587592 33292.201232882
423424 714.528 14456.8369886504 14159.2996255004 13631.7368694271
423680 714.96 28149.2388045753 28169.5250080857 21480.8430717605
