# Scalar ASCII output created by CarpetIOScalar
# created on nid04318 by elihu on Apr 27 2017 at 17:25:41-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0006/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid04318-elihu-2017.04.27-22.22.10-22783
# Run ID: run-J0040_N40-nid04318-elihu-2017.04.27-22.22.10-22783
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
403456 680.832 0 0 0
403712 681.264 0 0 0
403968 681.696 1.55129370835427e-05 3.64692486770269e-05 0.0116761436538625
404224 682.128 0.0977949252881257 0.09779709297997 0.0977936385301975
404480 682.56 0.109891737311091 0.109940381383807 0.110017821852576
404736 682.992 0.115578770433919 0.115576510946588 0.115579789576406
404992 683.424 0.0977949252881257 0.09779709297997 0.0977936385301975
405248 683.856 0.115582290071718 0.115577847819513 0.115578074349566
405504 684.288 0.115583561722808 0.115582313566965 0.115580270107241
405760 684.72 0.0977949252881257 0.09779709297997 0.0977936385301975
406016 685.152 0.115582290071718 0.115577847819513 0.115576604349784
406272 685.584 0.115621691875325 0.115620866088825 0.115620260253913
406528 686.016 0.115661121659056 0.0979041880509081 0.130072497066055
406784 686.448 0.122945097462487 0.115624392612818 0.115624011117919
407040 686.88 0.115621691875325 0.115620866088825 0.115620260253913
407296 687.312 8019924163.83789 8019924163.8059 8019924163.81344
407552 687.744 9022414684.31162 9022414684.31557 9022414684.30245
407808 688.176 93322753906.2596 93322753906.2595 93322753906.2595
408064 688.608 93322753906.2572 93322753906.2607 93322753906.2572
408320 689.04 104988098144.531 104988098144.531 104988098144.531
408576 689.472 104988098144.522 104988098144.522 104988098144.522
408832 689.904 104988098144.531 104988098144.531 104988098144.531
409088 690.336 104988098144.531 104988098144.531 104988098144.531
409344 690.768 104988098144.522 104988098144.522 104988098144.522
409600 691.2 104988098144.531 104988098144.531 104988098144.531
409856 691.632 104988098144.531 104988098144.531 104988098144.531
410112 692.064 104988098144.54 104988098144.531 104988098144.531
410368 692.496 104988098144.531 104988098144.531 104988098144.531
410624 692.928 104988098144.531 104988098144.531 104988098144.539
410880 693.36 104988098144.54 104988098144.531 104988098144.531
411136 693.792 104988098144.531 104988098144.531 104988098144.531
411392 694.224 104988098144.531 104988098144.531 104988098144.539
411648 694.656 104988098144.54 104988098144.531 104988098144.531
411904 695.088 104988098144.531 104988098144.531 104988098144.531
412160 695.52 104988098144.531 104988098144.531 104988098144.539
412416 695.952 109502440318.465 104988098144.531 104988098144.531
412672 696.384 104988098144.531 104988098144.531 104988098144.531
412928 696.816 113296508789.063 104988098144.531 104988098144.539
413184 697.248 109502440318.465 104988098144.531 104988098144.531
413440 697.68 104988098144.531 104988098144.531 104988098144.531
413696 698.112 113296508789.063 104988098144.531 109502440318.469
413952 698.544 109502440318.465 104988098144.531 104988098144.531
414208 698.976 121309652810.478 121309652810.48 121567405986.211
414464 699.408 126424232549.539 126424232549.54 126866095136.505
414720 699.84 109502440318.465 105122342705.727 105122342705.731
414976 700.272 121309652810.478 121309652810.48 121567405986.211
415232 700.704 126424232549.539 126424232549.54 126866095136.505
415488 701.136 109502440318.465 109502440318.472 109502440318.47
415744 701.568 121309652810.478 121309652810.48 121567405986.211
416000 702 126424232549.539 126424232549.54 126866095136.505
416256 702.432 109502440318.465 109502440318.472 109502440318.47
416512 702.864 121309652810.478 121309652810.48 121567405986.211
416768 703.296 126424232549.539 126424232549.54 126866095136.505
417024 703.728 115931218740.688 115931218740.688 115931218740.688
417280 704.16 121309652810.478 121309652810.48 121567405986.211
417536 704.592 126424232549.539 126424232549.54 7.36114444992733e+301
417792 705.024 115931218740.688 115931218740.688 5.39146322017675e+300
418048 705.456 115174360583.76 115174360583.761 115178289089.281
418304 705.888 126543393963.957 126543393963.958 7.36114444992733e+301
418560 706.32 115931218740.688 115931218740.688 5.52085833746099e+301
418816 706.752 120275095105.231 120275095105.231 115178289089.281
419072 707.184 126424232549.539 126424232549.54 8.62634115225858e+299
419328 707.616 121454274631.15 121454274631.15 1.00645370490433e+277
419584 708.048 120275095105.231 120275095105.231 115073990775.296
419840 708.48 126424232549.539 126424232549.54 1.34193827320201e+277
420096 708.912 121454274631.15 121454274631.15 1.00645370490433e+277
420352 709.344 120275095105.231 120275095105.231 115896575152.874
420608 709.776 126424232549.539 126424232549.54 1.34193827320201e+277
420864 710.208 142308217120.982 142308217120.983 9.82864946195635e+275
421120 710.64 159241680856.428 148499493356.428 148499278515.79
421376 711.072 126424232549.539 126424232549.54 126866095136.505
421632 711.504 142308217120.982 142308217120.983 142308217120.982
421888 711.936 159241680856.428 148499493356.428 148499278515.79
422144 712.368 126424232549.539 126424232549.54 126866095136.505
422400 712.8 122746586799.622 122746586799.623 122746586799.624
422656 713.232 138089910149.574 126424565911.294 126424467265.38
422912 713.664 126424232549.539 126424232549.54 126866095136.505
423168 714.096 122746586799.622 122746586799.623 122746586799.624
423424 714.528 138089910149.574 126424565911.294 126424467265.38
423680 714.96 123032927513.166 123032927513.166 123300790786.882
423936 715.392 122746586799.622 122746586799.623 136154174804.688
424192 715.824 138089910149.574 126424565911.294 126424467265.38
424448 716.256 123032927513.166 123032927513.166 123300790786.882
424704 716.688 122746586799.622 122746586799.623 136154174804.688
424960 717.12 138089910149.574 126424565911.294 126424467265.38
425216 717.552 123032927513.166 123032927513.166 123300790786.882
425472 717.984 115561952348.828 115561952348.828 136154174804.688
425728 718.416 129781499505.043 119039312005.044 119039735777.412
425984 718.848 123032927513.166 123032927513.166 123300790786.882
