# 0D ASCII output created by CarpetIOASCII
# created on nid19314 by elihu on May 02 2017 at 06:24:07-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0015/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid19314-elihu-2017.05.02-11.21.04-27063
# Run ID: run-J0040_N40-nid19314-elihu-2017.05.02-11.21.04-27063
#
# CARPET::TIMING (carpet-timing)
#
# column format: 1:it	2:time	3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels
1005312	1696.464	16.746882275541 18.4049899779073 114.544705152512 91.4140300750732 106.318138172134 0 8.2265669803772 120 53996.4308884469 3393201.6324055 5740800 360758880 40497.3231663352 3115070.35106079 4305600 331188480 0 2364269660.284 0 2364269660.284 0 19449822720 0 19449822720 0 0 0 0 169.100930452347
1005568	1696.896	13.0857557421592 15.2405775463163 258.967264175415 235.836589097977 250.673228920914 0 8.29403525450134 247 56426.3845041967 3570243.49130779 14144584 894964464 42642.224085973 3094816.41633442 10689264 775787624 1.56739145676342 2345064919.32791 27537.2593667293 2345037382.06854 13 19450051115 228395 19449822720 0 0 0 0 288.817345380783
1005824	1697.328	12.657906409622 14.0920291098051 389.802686214447 366.672011137009 380.718801851501 0 9.08388436294555 374 59225.7799991579 3753873.04501301 22548368 1429170048 44843.9318388569 3205480.69090638 17072928 1220386768 2.64204155855389 2141160235.40981 25238.212073151 2141134997.19774 24 19450051981 229261 19449822720 0 0 0 0 414.885412931442
1006080	1697.76	12.1684410076379 13.5285981326552 532.357781171799 509.22710609436 522.652627988556 0 9.70515318324279 501 59221.269237888 3756559.37970906 30952152 1963375632 44879.8891345355 3185645.3461408 23456592 1664985912 3.81240762524854 2004117600.80031 45913.0311069561 2004071687.7692 37 19450268313 445593 19449822720 0 0 0 0 535.712581396103
1006336	1698.192	12.1774052898535 13.1789508790619 659.694854021072 636.564178943634 649.160596229736 0 10.5342577913361 628 60625.8855336808 3847401.13695396 39355936 2497581216 45967.4480757295 3249712.1178523 29840256 2109585056 4.55656211864094 1846382493.60073 42380.6791938568 1846340112.92154 48 19450269169 446449 19449822720 0 0 0 0 662.134931087494
1006592	1698.624	11.8887625384634 12.8937201095682 805.962359189987 782.831684112549 795.111162396057 0 10.85119679393 755 60066.7205527296 3813035.13695337 47759720 3031786800 45558.3089675659 3212361.13992287 36223920 2554184200 5.62149974407636 1792473761.96147 61082.5711289992 1792412679.39034 61 19450485539 662819 19449822720 0 0 0 0 783.026823043823
1006848	1699.056	11.9387385454169 12.6585434921612 932.95041513443 909.819740056992 921.570013728149 0 11.3804014062805 882 60943.2850064146 3869475.27684198 56163504 3565992384 46233.6918142919 3253994.05289743 42607584 2998783344 6.32666611919904 1709121296.65882 58318.5053238746 1709062978.1535 72 19450486408 663688 19449822720 0 0 0 0 912.612894535065
1007104	1699.488	11.6521808996724 12.4371800008271 1088.79384207726 1065.66316699982 1076.56488693216 0 12.2289551450958 1009 59975.2869369487 3808593.441761 64567288 4100197968 45507.0090012022 3198490.42988246 48991248 3443382488 6.9507164750774 1590544927.9369 71948.9105619012 1590472979.02634 85 19450702580 879860 19449822720 0 0 0 0 1041.7646510601
1007360	1699.92	11.7125224676087 12.2569747750644 1216.08463001251 1192.95395493507 1203.04435609265 0 13.0402739198608 1136 60655.3462725195 3852229.9934576 72971072 4634403552 46028.9861463224 3231785.77108139 55374912 3887981632 7.36180854711866 1491587029.96076 67538.9186923919 1491519491.04207 96 19450703446 880726 19449822720 0 0 0 0 1172.22558045387
1007616	1700.352	11.6004544389578 12.1049966551192 1361.67306423187 1338.54238915443 1348.14986912097 0 13.5231951109009 1263 60360.3930570853 3833853.53096542 81374856 5168609136 45809.8742688513 3213723.39621629 61758576 4332580776 8.06022534660736 1438337591.85511 81132.453610433 1438256459.4015 109 19450919890 1097170 19449822720 0 0 0 0 1293.16677260399
