# Scalar ASCII output created by CarpetIOScalar
# created on nid27054 by elihu on Apr 25 2017 at 18:46:25-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0002/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid27054-elihu-2017.04.25-23.44.34-571
# Run ID: run-J0040_N40-nid27054-elihu-2017.04.25-23.44.34-571
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
134144 226.368 0
134400 226.8 0
134656 227.232 0.00657883589301945
134912 227.664 0.0674119541588957
135168 228.096 0.0977246814326263
135424 228.528 0.09777396712365
135680 228.96 0.11554901926185
135936 229.392 93322753906.25
136192 229.824 93322753906.25
136448 230.256 93322753906.25
136704 230.688 93322753906.25
136960 231.12 97656250000
137216 231.552 93322753906.25
137472 231.984 93322753906.25
137728 232.416 97656250000
137984 232.848 93322753906.25
138240 233.28 93322753906.25
138496 233.712 104988098144.54
138752 234.144 104988098144.534
139008 234.576 104988098144.531
139264 235.008 104988098144.54
139520 235.44 104988098144.534
139776 235.872 104988098144.531
140032 236.304 104988098144.54
140288 236.736 104988098144.534
140544 237.168 104988098144.533
140800 237.6 104988098144.54
141056 238.032 104988098144.534
141312 238.464 104988098144.533
141568 238.896 104988098144.54
141824 239.328 104988098144.534
142080 239.76 104988098144.533
142336 240.192 104988098144.54
142592 240.624 104988098144.534
142848 241.056 104988098144.533
143104 241.488 104988098144.542
143360 241.92 104988098144.534
143616 242.352 104988098144.533
143872 242.784 105122342705.727
144128 243.216 109502440318.465
144384 243.648 109502440318.465
144640 244.08 132113939849.66
144896 244.512 149504575791.145
145152 244.944 109502440318.465
145408 245.376 132113939849.66
145664 245.808 149504575791.145
145920 246.24 109502440318.465
146176 246.672 121434047818.184
146432 247.104 137073051184.416
146688 247.536 114440917968.75
146944 247.968 121434047818.184
147200 248.4 137073051184.416
147456 248.832 151825609151.258
147712 249.264 143245190382.004
147968 249.696 137073051184.416
