# Scalar ASCII output created by CarpetIOScalar
# created on nid27054 by elihu on Apr 25 2017 at 18:46:25-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0002/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid27054-elihu-2017.04.25-23.44.34-571
# Run ID: run-J0040_N40-nid27054-elihu-2017.04.25-23.44.34-571
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
134144 226.368 0 0 0
134400 226.8 0 0 0
134656 227.232 0.0620966035273712 0 0.0139176088975764
134912 227.664 0.0463925964555813 0.0728141995660019 0.0565698864797331
135168 228.096 0.0977242986797541 0.0977858290569681 0.0977230245851985
135424 228.528 0.10993993027792 0.109876178833001 0.109876031852744
135680 228.96 0.124130053059541 0.115547008558462 0.115546099540619
135936 229.392 69992065429.6875 0.109879314875045 0.109879148060686
136192 229.824 93322753906.25 0.110049607094474 0.109876031852744
136448 230.256 93322753906.25 93322753906.25 93322753906.25
136704 230.688 93322753906.25 93322753906.25 93322753906.25
136960 231.12 93322753906.25 0.110049607094474 0.109876031852744
137216 231.552 93322753906.25 93322753906.25 93322753906.25
137472 231.984 93322753906.25 93322753906.25 93322753906.25
137728 232.416 93322753906.25 93322753906.25 93322753906.25
137984 232.848 93322753906.25 93322753906.25 93322753906.25
138240 233.28 93322753906.25 93322753906.25 93322753906.25
138496 233.712 93322753906.25 93322753906.25 93322753906.25
138752 234.144 104988098144.534 104988098144.534 104988098144.534
139008 234.576 104988098144.531 104988098144.531 93322753906.25
139264 235.008 93322753906.25 93322753906.25 93322753906.25
139520 235.44 104988098144.534 104988098144.534 104988098144.534
139776 235.872 104988098144.531 104988098144.531 93322753906.25
140032 236.304 93322753906.25 93322753906.25 93322753906.25
140288 236.736 104988098144.54 104988098144.534 104988098144.534
140544 237.168 114440917968.75 104988098144.531 93322753906.2502
140800 237.6 104988098144.536 104988098144.532 104988098144.531
141056 238.032 104988098144.54 104988098144.534 104988098144.534
141312 238.464 114440917968.75 104988098144.531 93322753906.2523
141568 238.896 104988098144.536 104988098144.532 104988098144.531
141824 239.328 104988098144.54 104988098144.534 104988098144.534
142080 239.76 114440917968.75 104988098144.531 93322753906.2523
142336 240.192 104988098144.536 104988098144.532 104988098144.533
142592 240.624 104988098144.54 104988098144.534 104988098144.534
142848 241.056 114440917968.75 104988098144.531 104988098144.531
143104 241.488 104988098144.542 104988098144.542 104988098144.541
143360 241.92 104988098144.54 104988098144.534 104988098144.534
143616 242.352 114440917968.75 104988098144.531 104988098144.531
143872 242.784 126424565911.288 126424565911.298 123666081577.541
144128 243.216 109530340880.083 109502440318.465 104988098144.534
144384 243.648 114440917968.75 109502440318.469 109502440318.466
144640 244.08 132113939849.656 121883998974.222 118888457393.032
144896 244.512 114508543076.112 109502440318.465 107198953628.51
145152 244.944 114440917968.75 109502440318.469 109502440318.466
145408 245.376 132113939849.656 115719991899.075 115730613470.103
145664 245.808 114508543076.112 109502440318.465 107625126838.657
145920 246.24 114440917968.75 109490297357.457 109502440318.454
146176 246.672 123273037374.02 120791692770.844 120598822832.052
146432 247.104 135693809017.537 109502440318.465 107625126838.657
146688 247.536 114440917968.75 109050296507.491 108723342418.667
146944 247.968 126424565911.288 126424565911.298 123666081577.541
147200 248.4 135693809017.537 111017465591.464 105122342705.745
147456 248.832 151825609151.259 151825609151.258 128494920674.769
147712 249.264 143245190382.004 143245190382.004 143245190382.004
147968 249.696 135693809017.537 111017465591.464 105122342705.745
148224 250.128 151825609151.259 151825609151.258 128494920674.769
148480 250.56 143245190382.004 143245190382.004 143245190382.004
148736 250.992 135693809017.537 122746586799.622 122746586799.622
148992 251.424 151825609151.259 151825609151.258 138089910149.575
149248 251.856 143245190382.004 143245190382.004 143245190382.004
149504 252.288 135693809017.537 128065109252.915 129505461314.685
149760 252.72 151825609151.259 151825609151.258 150520991563.096
150016 253.152 143245190382.004 143245190382.004 143245190382.004
150272 253.584 135693809017.537 128065109252.915 129505461314.685
150528 254.016 151825609151.259 151825609151.258 150520991563.096
150784 254.448 143245190382.004 143245190382.004 143245190382.004
151040 254.88 135693809017.537 128065109252.915 129505461314.685
151296 255.312 151825609151.259 151825609151.258 150520991563.096
151552 255.744 143245190382.004 143245190382.004 143245190382.004
151808 256.176 135693809017.537 128065109252.915 129505461314.685
152064 256.608 151825609151.259 151825609151.258 150520991563.096
152320 257.04 143245190382.004 143245190382.004 143245190382.004
152576 257.472 135693809017.537 128065109252.915 129505461314.685
152832 257.904 151825609151.259 151825609151.258 150520991563.096
153088 258.336 135565698146.82 136154174804.688 136154174804.688
153344 258.768 135693809017.537 128065109252.915 136154174804.688
153600 259.2 138021466585.542 138089910149.574 153173446655.247
