# 0D ASCII output created by CarpetIOASCII
# created on nid03194 by elihu on Apr 26 2017 at 06:25:52-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0003/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid03194-elihu-2017.04.26-11.23.42-32683
# Run ID: run-J0040_N40-nid03194-elihu-2017.04.26-11.23.42-32683
#
# QUASILOCALMEASURES::QLM_SCALARS (quasilocalmeasures-qlm_scalars)
#
# column format: 1:it	2:time	3:data
# data columns: 3:qlm_time[0] 4:qlm_time[1] 5:qlm_time[2] 6:qlm_equatorial_circumference[0] 7:qlm_equatorial_circumference[1] 8:qlm_equatorial_circumference[2] 9:qlm_polar_circumference_0[0] 10:qlm_polar_circumference_0[1] 11:qlm_polar_circumference_0[2] 12:qlm_polar_circumference_pi_2[0] 13:qlm_polar_circumference_pi_2[1] 14:qlm_polar_circumference_pi_2[2] 15:qlm_area[0] 16:qlm_area[1] 17:qlm_area[2] 18:qlm_irreducible_mass[0] 19:qlm_irreducible_mass[1] 20:qlm_irreducible_mass[2] 21:qlm_radius[0] 22:qlm_radius[1] 23:qlm_radius[2] 24:qlm_spin_guess[0] 25:qlm_spin_guess[1] 26:qlm_spin_guess[2] 27:qlm_mass_guess[0] 28:qlm_mass_guess[1] 29:qlm_mass_guess[2] 30:qlm_killing_eigenvalue_re[0] 31:qlm_killing_eigenvalue_re[1] 32:qlm_killing_eigenvalue_re[2] 33:qlm_killing_eigenvalue_im[0] 34:qlm_killing_eigenvalue_im[1] 35:qlm_killing_eigenvalue_im[2] 36:qlm_spin[0] 37:qlm_spin[1] 38:qlm_spin[2] 39:qlm_npspin[0] 40:qlm_npspin[1] 41:qlm_npspin[2] 42:qlm_wsspin[0] 43:qlm_wsspin[1] 44:qlm_wsspin[2] 45:qlm_cvspin[0] 46:qlm_cvspin[1] 47:qlm_cvspin[2] 48:qlm_coordspinx[0] 49:qlm_coordspinx[1] 50:qlm_coordspinx[2] 51:qlm_coordspiny[0] 52:qlm_coordspiny[1] 53:qlm_coordspiny[2] 54:qlm_coordspinz[0] 55:qlm_coordspinz[1] 56:qlm_coordspinz[2] 57:qlm_mass[0] 58:qlm_mass[1] 59:qlm_mass[2] 60:qlm_adm_energy[0] 61:qlm_adm_energy[1] 62:qlm_adm_energy[2] 63:qlm_adm_momentum_x[0] 64:qlm_adm_momentum_x[1] 65:qlm_adm_momentum_x[2] 66:qlm_adm_momentum_y[0] 67:qlm_adm_momentum_y[1] 68:qlm_adm_momentum_y[2] 69:qlm_adm_momentum_z[0] 70:qlm_adm_momentum_z[1] 71:qlm_adm_momentum_z[2] 72:qlm_adm_angular_momentum_x[0] 73:qlm_adm_angular_momentum_x[1] 74:qlm_adm_angular_momentum_x[2] 75:qlm_adm_angular_momentum_y[0] 76:qlm_adm_angular_momentum_y[1] 77:qlm_adm_angular_momentum_y[2] 78:qlm_adm_angular_momentum_z[0] 79:qlm_adm_angular_momentum_z[1] 80:qlm_adm_angular_momentum_z[2] 81:qlm_w_energy[0] 82:qlm_w_energy[1] 83:qlm_w_energy[2] 84:qlm_w_momentum_x[0] 85:qlm_w_momentum_x[1] 86:qlm_w_momentum_x[2] 87:qlm_w_momentum_y[0] 88:qlm_w_momentum_y[1] 89:qlm_w_momentum_y[2] 90:qlm_w_momentum_z[0] 91:qlm_w_momentum_z[1] 92:qlm_w_momentum_z[2] 93:qlm_w_angular_momentum_x[0] 94:qlm_w_angular_momentum_x[1] 95:qlm_w_angular_momentum_x[2] 96:qlm_w_angular_momentum_y[0] 97:qlm_w_angular_momentum_y[1] 98:qlm_w_angular_momentum_y[2] 99:qlm_w_angular_momentum_z[0] 100:qlm_w_angular_momentum_z[1] 101:qlm_w_angular_momentum_z[2]
201728	340.416	340.416 340.416 0 6.28328561220784 6.28328561491022 0 6.32107304551041 6.24463300194241 0 6.27450024278536 6.29150011719601 0 12.5661995302294 12.5661995340518 0 0.499996596377797 0.499996596453843 0 0.999993192755595 0.999993192907686 0 0.00337424656069366 0.00337426715908778 0 0.500007982020531 0.50000798223558 0 0.999994399555782 0.999994399554775 0 0 0 0 -2.95800695274545e-08 -7.10071048438358e-08 0 -0.000416621353568134 -0.00041667923473303 0 0.000339812826210962 0.00033982015552131 0 0 0 0 1.09126122765125e-17 -4.75963282295776e-18 0 1.32098805682351e-19 8.52652393605974e-18 0 1.87856526668532e-05 1.87857841037537e-05 0 0.499996596377798 0.499996596453848 0 -1.23881030290172 -1.23881030177075 0 -0.0103971690542422 0.010397169045357 0 0.00299606614924733 -0.00299606621300537 0 -3.51820023448919e-17 -4.31918678247466e-17 0 -9.8549348847029e-17 2.23938909924642e-16 0 2.25650052316455e-17 -4.50575085425954e-17 0 0.0598508574052039 0.059850857815082 0 3.10388201685736 3.10388201616132 0 -0.0479310233387908 0.0479310228170697 0 0.0144581331619164 -0.0144581333435091 0 -2.57346474014447e-17 -6.58695595371297e-17 0 -4.71857131608988e-16 7.00787346870714e-16 0 9.66728076188581e-17 -1.3539633468022e-16 0 0.437585330462382 0.437585336211371 0
202240	341.28	341.28 341.28 0 6.28328472204028 6.28328472461257 0 6.32117017440722 6.24454128761371 0 6.27514177624975 6.29085831477519 0 12.5661994709953 12.5661994765864 0 0.499996595199366 0.499996595310597 0 0.999993190398731 0.999993190621195 0 0.00336390855429246 0.00336392244770645 0 0.500007911183248 0.500007911387944 0 0.999994517825785 0.999994517820861 0 0 0 0 3.81622244322135e-08 -2.61885440380519e-09 0 -0.000412909627667378 -0.000412942071176249 0 0.000339273041270024 0.000339259979540835 0 0 0 0 -1.8323727055739e-17 1.75496760912225e-17 0 8.50501507456969e-18 -5.40804695940574e-19 0 1.87583970416818e-05 1.87584317030987e-05 0 0.499996595199367 0.499996595310597 0 -1.23833210903771 -1.23833210688307 0 -0.0104217447539979 0.0104217447168429 0 0.00282376215032766 -0.00282376226130757 0 1.26911603455573e-16 1.87609255958031e-18 0 5.55826157206939e-16 -9.81138084676343e-18 0 -1.01741920643914e-16 1.14711645362625e-19 0 0.0598456714470816 0.0598456711846413 0 3.10303720909489 3.10303720651817 0 -0.0480428289317507 0.0480428279869891 0 0.0136520564442134 -0.013652057030846 0 -3.74027025403547e-17 -7.60449868685693e-18 0 9.68250806261972e-16 1.25855190438024e-16 0 -1.75418670454248e-16 -1.88195380987472e-17 0 0.437555403076076 0.437555407870016 0
202752	342.144	342.144 342.144 0 6.2832838206774 6.28328382164306 0 6.32125667987508 6.2444626728331 0 6.27578510503147 6.29021521190552 0 12.5662000867176 12.5662000875546 0 0.499996607448855 0.499996607465505 0 0.99999321489771 0.99999321493101 0 0.00335140324954917 0.00335141223019509 0 0.500007839455069 0.500007839531914 0 0.99999420464165 0.999994204646812 0 0 0 0 5.32531029119504e-08 9.79769765739116e-09 0 -0.000409432545026258 -0.000409450521486078 0 0.000338535286278134 0.000338491294574216 0 0 0 0 -2.06908330005778e-19 -1.35124027798658e-17 0 -7.03800404020392e-18 3.90444385506671e-19 0 1.87093604661897e-05 1.87093005135397e-05 0 0.499996607448858 0.499996607465505 0 -1.23786050130525 -1.23786050047341 0 -0.0104437783623482 0.0104437782307349 0 0.00265183410452469 -0.00265183429492737 0 1.04090333282862e-16 6.12891428206037e-18 0 3.63288743675191e-16 -5.80404491254463e-17 0 -6.26617413590475e-17 1.1321491753586e-17 0 0.0598405141609105 0.0598405141584195 0 3.10220417990213 3.10220417813138 0 -0.0481427599565436 0.0481427590717773 0 0.0128480348717915 -0.0128480359273631 0 -6.01199458668197e-17 1.09630264238393e-17 0 6.17789630270342e-16 1.11202077712534e-17 0 -1.14485211801181e-16 5.88198693522542e-18 0 0.437526328737808 0.437526332747534 0
203264	343.008	343.008 343.008 0 6.28328249315243 6.28328249117353 0 6.32133105852037 6.24439601879168 0 6.27642651101726 6.28957361206974 0 12.5662004835395 12.5662004773713 0 0.499996615343429 0.499996615220715 0 0.999993230686857 0.999993230441431 0 0.00333442174707672 0.00333441653305986 0 0.500007733813989 0.500007733656513 0 0.999994141024076 0.999994141027636 0 0 0 0 1.30699435928969e-08 -3.08418302750733e-08 0 -0.000406158852240249 -0.000406184171961424 0 0.000337791102966564 0.000337768580324569 0 0 0 0 -3.4375622512337e-18 3.93507394136527e-18 0 1.10822676400948e-17 1.19421407227849e-17 0 1.86245305947473e-05 1.862451114987e-05 0 0.499996615343429 0.499996615220716 0 -1.23739574502826 -1.23739574516418 0 -0.0104633217037381 0.0104633215222925 0 0.00248029429083935 -0.00248029441902148 0 -4.13299845123434e-17 -7.78505934424674e-17 0 -1.0628544198037e-16 2.95122510701341e-16 0 2.06263786307925e-17 -4.35182393258632e-17 0 0.0598356485559681 0.0598356489233262 0 3.10138286126227 3.10138285960319 0 -0.0482311554442871 0.0482311548052491 0 0.0120461446613579 -0.0120461452856216 0 8.97810760391232e-18 4.34314471347202e-17 0 -4.10880930355389e-16 5.65553578161612e-16 0 8.20339226316617e-17 -8.16969362694668e-17 0 0.437499287123492 0.437499290693556 0
203776	343.872	343.872 343.872 0 6.28328155744247 6.28328155428316 0 6.32139186229986 6.24434153693888 0 6.27707223900607 6.28892740967192 0 12.5662006564538 12.5662006504053 0 0.499996618783473 0.499996618663141 0 0.999993237566947 0.999993237326281 0 0.00332271981862134 0.00332270009302781 0 0.500007659352556 0.500007659101146 0 0.999993966741329 0.999993966744137 0 0 0 0 -5.56571981994434e-09 -5.07698862948615e-08 0 -0.000402814555199887 -0.000402838722799619 0 0.000337142504096505 0.000337118162251034 0 0 0 0 -2.3107544580927e-18 1.37854898214431e-17 0 -5.0484607016535e-18 -1.11898558309151e-17 0 1.86246033945458e-05 1.86247287746226e-05 0 0.499996618783473 0.499996618663143 0 -1.23693762840393 -1.23693762808554 0 -0.0104803568651224 0.010480356739291 0 0.00230918628354243 -0.00230918633706778 0 6.59072390618592e-19 -1.96692967630035e-18 0 5.32892201591341e-17 -2.31721107652662e-18 0 -7.57265550995298e-18 -2.21687115875141e-18 0 0.0598310858687793 0.059831086694062 0 3.10057296836174 3.10057296646418 0 -0.0483081388728213 0.0483081385849658 0 0.0112464048721979 -0.0112464050271381 0 3.10009205742537e-17 -2.52865698279089e-17 0 1.13831137609258e-16 2.16279995769868e-16 0 -2.30286601747937e-17 -4.18755399708752e-17 0 0.437473511279821 0.437473516447892 0
204288	344.736	344.736 344.736 0 6.2832811370478 6.28328113546153 0 6.3214452239122 6.24429145740219 0 6.27772124413407 6.2882771395986 0 12.5661995050267 12.5661995056102 0 0.499996595876403 0.499996595888012 0 0.999993191752806 0.999993191776024 0 0.00332113212377188 0.00332111137181289 0 0.500007625898611 0.50000762577238 0 0.999994313052776 0.999994313025583 0 0 0 0 4.40063300173091e-08 1.30031059241597e-09 0 -0.000399353416544475 -0.000399374217141083 0 0.000336597114778611 0.000336572612286795 0 0 0 0 1.28341940606796e-17 -1.27446992973255e-17 0 -1.18802273977034e-18 -8.66737706008849e-20 0 1.87329468740981e-05 1.87330747733755e-05 0 0.499996595876405 0.499996595888012 0 -1.23648605800804 -1.23648605601557 0 -0.0104948984909004 0.0104948984229067 0 0.00213851905480432 -0.00213851906288101 0 -2.29454140467927e-17 8.3204958270172e-17 0 -1.27947243617437e-16 -3.24347606683446e-16 0 1.7542751572831e-17 4.05360616098723e-17 0 0.0598266796144058 0.0598266807525457 0 3.09977454286927 3.09977453996024 0 -0.0483736651859947 0.0483736651260404 0 0.010449012365469 -0.0104490124045828 0 -6.46150705441706e-17 -4.56113339785702e-17 0 -4.95568416846664e-16 -5.83534396675192e-16 0 6.49961096165662e-17 7.55171771793781e-17 0 0.437447844032723 0.437447850253349 0
204800	345.6	345.6 345.6 0 6.28328121537457 6.28328121593067 0 6.32149201762722 6.24424841744769 0 6.27833893041984 6.2876580063149 0 12.5661991057256 12.5661991107846 0 0.499996587932506 0.499996588033151 0 0.999993175865011 0.999993176066302 0 0.0033232657168111 0.00332325723331411 0 0.500007632131657 0.50000763217591 0 0.999994336247415 0.999994336275979 0 0 0 0 9.00770706849944e-08 4.73256960935472e-08 0 -0.000395958597161779 -0.00039598287251996 0 0.000335987465807944 0.000335965475951686 0 0 0 0 -7.47314706519412e-18 6.91301148434252e-19 0 1.11097525790641e-17 -2.74457370732074e-18 0 1.8648519560549e-05 1.86484966219346e-05 0 0.499996587932514 0.499996588033153 0 -1.23604079042409 -1.23604078832035 0 -0.010507033164773 0.0105070330858189 0 0.00196828062607098 -0.00196828069140257 0 1.00947483139522e-16 1.96773986931893e-17 0 4.51887423056287e-16 -1.19613272688934e-16 0 -4.80442840338801e-17 1.43873528573169e-17 0 0.0598221839684354 0.0598221848886566 0 3.09898715965611 3.09898715753517 0 -0.0484277357258365 0.0484277355221119 0 0.00965412128644746 -0.00965412163311951 0 -2.66458791134047e-17 -1.04696979138255e-18 0 7.58411219247625e-16 -1.27828182318115e-16 0 -7.57774341732237e-17 1.44535264960037e-17 0 0.437423330341904 0.437423335645742 0
205312	346.464	346.464 346.464 0 6.2832802877689 6.28328028935569 0 6.32152613035358 6.24422018694013 0 6.2789853710441 6.28701027519568 0 12.5661981228793 12.5661981251885 0 0.499996568379266 0.499996568425206 0 0.999993136758531 0.999993136850412 0 0.00331509130741775 0.00331510342401901 0 0.500007558315143 0.500007558441416 0 0.99999397915558 0.999993979156619 0 0 0 0 8.67440124474811e-08 4.11560628489285e-08 0 -0.0003927784404488 -0.000392803387535821 0 0.000335540887430618 0.000335516099772545 0 0 0 0 4.34677454932105e-18 -3.69987375179172e-18 0 -3.50180883547247e-18 3.80048143432767e-18 0 1.87309130163962e-05 1.87308085148502e-05 0 0.499996568379273 0.499996568425208 0 -1.23560210176195 -1.2356021020367 0 -0.0105167950726471 0.0105167949851709 0 0.00179852327694026 -0.00179852338715668 0 8.14970330098743e-17 -1.5197908893317e-17 0 3.26981801554473e-16 3.52877428433868e-17 0 -3.03405573510522e-17 -3.55570060783467e-18 0 0.059817379037657 0.0598173791757388 0 3.09821123546463 3.09821123670326 0 -0.0484704017582083 0.0484704011614616 0 0.00886177839973946 -0.00886177888409119 0 -1.03279191782439e-16 -3.62211434587009e-17 0 2.15378850760954e-16 4.15021588708365e-16 0 -2.85430864919833e-17 -4.01303039206436e-17 0 0.437400216868653 0.437400221513199 0
205824	347.328	347.328 347.328 0 6.28327972268642 6.28327972371381 0 6.3215485259787 6.24420680427974 0 6.279600815833 6.2863957528494 0 12.5662004849634 12.5662004832557 0 0.499996615371757 0.499996615337782 0 0.999993230743515 0.999993230675564 0 0.00330119266381285 0.00330121019222915 0 0.500007513347309 0.500007513429065 0 0.999994274436714 0.999994274435857 0 0 0 0 6.59839442711999e-08 2.26055258960563e-08 0 -0.00038968707225252 -0.000389707172541125 0 0.000334723166765711 0.000334696261198718 0 0 0 0 7.68722789399597e-18 -4.60801777108272e-19 0 -1.19187633085721e-17 3.40433281430316e-18 0 1.86096106968489e-05 1.86095599696965e-05 0 0.499996615371762 0.499996615337783 0 -1.23516852403618 -1.23516852609728 0 -0.010524139495392 0.0105241394587128 0 0.00162932182747333 -0.00162932186796486 0 -6.69104227231139e-17 3.14655777430005e-17 0 -2.75570879109613e-16 -1.6986341198696e-16 0 2.1428496543338e-17 1.40573312743682e-17 0 0.0598127071225385 0.0598127068126229 0 3.09744504936241 3.09744505292558 0 -0.0485020526851832 0.048502051995511 0 0.00807206307595019 -0.00807206323727322 0 3.24959818976006e-17 -2.40071774233223e-17 0 -5.26607067929789e-16 -1.35826319611776e-16 0 3.2199985618373e-17 1.8450610746615e-17 0 0.437377983798643 0.437377990245388 0
206336	348.192	348.192 348.192 0 6.28327903422577 6.28327903397254 0 6.32156677131468 6.2441954043713 0 6.28024759791452 6.28574887014907 0 12.5662019539835 12.5662019524917 0 0.49999664459718 0.499996644567501 0 0.999993289194361 0.999993289135001 0 0.00328844391784 0.0032884453662809 0 0.500007458561351 0.500007458541199 0 0.999994518688832 0.999994518677982 0 0 0 0 8.06157913143159e-08 3.90543063036417e-08 0 -0.000386595231555308 -0.000386608274627695 0 0.000334262736746501 0.000334231647383683 0 0 0 0 -2.00966491963655e-17 -1.19282435363221e-17 0 -6.32393331602632e-18 9.30981721549347e-18 0 1.87502662313592e-05 1.87502601350182e-05 0 0.499996644597187 0.499996644567502 0 -1.23474218055932 -1.23474218147358 0 -0.010529050583205 0.0105290505864303 0 0.00146065197927681 -0.00146065197150764 0 6.85884397416876e-18 3.23529393140539e-17 0 6.74626414015366e-19 -7.32526403054048e-17 0 -9.31935295891667e-19 7.03947763990728e-18 0 0.0598085086195243 0.0598085091067247 0 3.09669127297339 3.09669127484182 0 -0.0485228835833018 0.048522883416024 0 0.00728503257536357 -0.00728503248089367 0 -4.40014851626024e-17 -9.91717258120787e-17 0 -2.50196751072713e-16 1.05886373279141e-16 0 1.04474705523367e-17 -3.76602507787999e-18 0 0.437355480868911 0.4373554898274 0
