# Scalar ASCII output created by CarpetIOScalar
# created on nid03194 by elihu on Apr 26 2017 at 06:26:01-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0003/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid03194-elihu-2017.04.26-11.23.42-32683
# Run ID: run-J0040_N40-nid03194-elihu-2017.04.26-11.23.42-32683
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
201728 340.416 0 0 0
201984 340.848 0 0 0
202240 341.28 0 0 0
202496 341.712 0.00181118410047746 0.00234988801888796 0.00335757039954566
202752 342.144 0.09773388015231 0.0733249535977266 0.0977009990030884
203008 342.576 0.115548430851933 0.115546800410176 0.115545736926325
203264 343.008 0.109879426819619 0.10987938343618 0.12998911240617
203520 343.44 0.0977950243614379 0.0977927764385724 0.0977878190094644
203776 343.872 0.115548430851933 0.115546800410176 0.115545736926325
204032 344.304 0.109879426819619 0.109879355978712 0.12998911240617
204288 344.736 0.115547457453739 0.115546345387253 0.0977878190094644
204544 345.168 0.129991044401568 0.115601039561548 0.115574746127144
204800 345.6 0.129928753322198 0.109888464096274 0.12998911240617
205056 346.032 0.115547457453739 0.115546345387253 0.110012308782528
205312 346.464 0.129991044401568 0.115601039561548 0.115574746127144
205568 346.896 0.129928673450683 0.109888464096274 0.12998911240617
205824 347.328 0.109889973644733 0.115546268139756 0.110012308782528
206080 347.76 0.115603890168477 0.119707496886456 0.115574746127144
206336 348.192 0.109879695575403 0.110026837569386 0.129989043888012
206592 348.624 0.115615591161119 0.115610769703342 0.11560709631929
206848 349.056 0.115548430851933 0.115600938511636 0.130058812463775
207104 349.488 0.101993982206799 0.110026837569386 0.129989043888012
207360 349.92 0.1156162976841 0.115610769703342 0.11560709631929
207616 350.352 93322753906.25 58326721191.311 0.130058812463775
207872 350.784 93322753906.25 93322753906.25 0.12998911240617
208128 351.216 0.1156162976841 0.115610769703342 0.11560709631929
208384 351.648 93322753906.25 58326721191.311 34996032714.8683
208640 352.08 93322753906.25 93322753906.25 0.12998911240617
208896 352.512 0.1156162976841 0.115610735780003 0.115606677954272
209152 352.944 93322753906.25 58326721191.311 36621093750
209408 353.376 93322753906.25 93322753906.25 93322753906.2501
209664 353.808 93322753906.25 93322753906.2517 93322753906.2503
209920 354.24 104988098144.55 104988098144.55 104988098144.55
210176 354.672 93322753906.2551 93322753906.25 93322753906.2501
210432 355.104 93322753906.2547 104988098144.605 93322753906.2503
210688 355.536 104988098144.55 104988098144.55 104988098144.55
210944 355.968 93442082405.0903 93442082405.0903 93322753906.2501
211200 356.4 105122342705.653 96679687500.0679 93322753906.2507
211456 356.832 104988098144.55 104988098144.55 104988098144.55
211712 357.264 93442082405.0903 93442082405.0903 93322753906.2545
211968 357.696 104988098144.551 104988098144.549 104988098144.553
212224 358.128 104988098144.55 104988098144.55 104988098144.55
212480 358.56 93322753906.2551 93322753906.2572 93322753906.2545
212736 358.992 104988098144.551 104988098144.549 104988098144.553
212992 359.424 104988098144.55 104988098144.55 104988098144.55
213248 359.856 107791464688.628 107791464688.631 107791464688.628
213504 360.288 104988098144.551 104988098144.549 104988098144.553
213760 360.72 104988098144.55 104988098144.55 104988098144.553
214016 361.152 104988098144.513 104988098144.513 104988098144.513
214272 361.584 104988098144.551 104988098144.549 104988098144.553
214528 362.016 104988098144.55 104988098144.55 104988098144.553
214784 362.448 105122342705.653 105122342705.655 105122342705.654
215040 362.88 104988098144.551 104988098144.549 104988098144.553
215296 363.312 104988098144.55 104988098144.55 104988098144.553
215552 363.744 109502440318.467 109502440318.477 109502440318.463
215808 364.176 123190245358.362 123190245358.372 123190245358.359
216064 364.608 125050921864.811 125050921864.811 125050921864.811
216320 365.04 122166542959.465 122166542959.465 122166542959.465
216576 365.472 113296508789.145 113296508789.153 113296508789.146
216832 365.904 125050921864.811 125050921864.811 125050921864.811
217088 366.336 123190245358.273 123190245358.273 123190245358.274
217344 366.768 113296508789.145 113296508789.153 113296508789.146
217600 367.2 125050921864.811 125050921864.811 125050921864.811
217856 367.632 122166542959.465 122166542959.465 122166542959.465
218112 368.064 113296508789.145 113296508789.153 113296508789.146
218368 368.496 125050921864.811 125050921864.811 125050921864.811
218624 368.928 122166542959.465 122166542959.465 122166542959.465
218880 369.36 113296508789.145 113296508789.153 113296508789.146
219136 369.792 125050921864.811 125050921864.811 125050921864.811
219392 370.224 122166542959.465 122166542959.465 122166542959.465
219648 370.656 134515112217.316 134515112217.316 132908297269.542
219904 371.088 125050921864.811 125050921864.811 125050921864.811
220160 371.52 113621053050.909 113621060942.998 113621060942.996
220416 371.952 125028946513.807 125028954935.788 123492252084.062
220672 372.384 116280827671.32 116280827671.32 116280827671.316
220928 372.816 113522343337.543 113522343337.543 133978665409.691
221184 373.248 124917935114.432 124917935114.431 147924652555.957
221440 373.68 116280827671.32 122722903370.22 122722903370.219
