# 0D ASCII output created by CarpetIOASCII
# created on nid03908 by elihu on Apr 26 2017 at 18:01:59-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0004/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid03908-elihu-2017.04.26-22.59.04-29453
# Run ID: run-J0040_N40-nid03908-elihu-2017.04.26-22.59.04-29453
#
# CARPET::TIMING (carpet-timing)
#
# column format: 1:it	2:time	3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels
268800	453.6	11.6329660789654 13.6734925622853 112.556425094604 91.9112110137939 105.145246111404 0 7.41117898320007 85 77957.8374025123 4834217.07398399 8196896 508294944 65333.7764098391 4437969.77283776 6869536 466631424 0.269862596023342 3995955409.54169 29548.4700202778 3995925861.07167 2 29614740749 218989 29614521760 0 0 0 0 151.216396808624
269056	454.032	10.7753467141575 11.2280680147761 264.201182126999 243.555968046188 256.60354849942 0 7.59763362757874 212 88393.8828307016 5512744.46620989 22682184 1414589792 73568.6786499862 4882320.29263161 18877984 1252820712 1.71105907934428 3897891160.41356 29903.6530499832 3897861256.76051 13 29614748957 227197 29614521760 0 0 0 0 300.67480134964
269312	454.464	10.2863252372291 10.7306135303284 426.971079111099 406.325865030289 419.307896643524 0 7.66318246757507 339 88640.0477966625 5532941.92303838 37167472 2320006240 73660.5063897907 4860875.78200986 30886432 2038203600 3.39284626328719 3864577737.1619 57756.6829281119 3864519980.47897 26 29614964360 442600 29614521760 0 0 0 0 441.288084983826
269568	454.896	10.2317222275882 10.4716553199869 581.137365102768 560.492151021957 573.436942760117 0 7.70042234265137 466 90069.0488328131 5624484.19956302 51648920 3225287024 74798.1108324631 4923753.13388403 42892000 2823461944 4.80493125618099 3845888452.37327 57608.0090494439 3845830844.36422 37 29614965366 443606 29614521760 0 0 0 0 593.291760206223
269824	455.328	10.1178205360856 10.3445820858141 741.156116008759 720.510901927948 733.395160777328 0 7.76095523143006 593 90170.1722846223 5632117.62076804 66130368 4130567808 74854.0090472016 4920567.35713269 54897568 3608720288 6.44250591699224 3815919571.35192 84937.9980096257 3815834633.35391 50 29615180960 659200 29614521760 0 0 0 0 732.744084358215
270080	455.76	10.131608276499 10.2382033162563 893.675414085388 873.030200004578 885.868012905106 0 7.80740118028259 720 90966.1922838072 5683657.29279283 80584040 5034970192 75496.3933968843 4959172.43652706 66879840 4393172232 7.81309921079168 3793218937.66551 84567.3207708921 3793134370.34474 61 29615182011 660251 29614521760 0 0 0 0 881.437439680099
270336	456.192	10.0449507113093 10.1630222419829 1056.03108096123 1035.38586688042 1048.15526903137 0 7.87581192985535 847 90659.1025276388 5666189.70249363 95024816 5939046592 75228.6405742811 4939463.70825813 78851296 5177324912 9.39585666329632 3760297663.37297 111155.142834407 3760186508.23013 74 29615397197 875437 29614521760 0 0 0 0 1022.66503620148
270592	456.624	10.0653596157509 10.0982490768508 1208.44182109833 1187.79660701752 1200.51917189413 0 7.92264920419312 974 91181.8774433142 5699404.68439547 109465592 6842244592 75652.8959522597 4965077.88592453 90822752 5960671192 10.728734519132 3738067594.14841 110630.923749105 3737956963.22466 85 29615398250 876490 29614521760 0 0 0 0 1171.48093128204
270848	457.056	10.0180233746378 10.0573993728003 1369.29449295998 1348.64927887917 1360.74041523251 0 8.55407772746277 1101 91058.049436143 5692079.47768386 123906368 7745442592 75542.8492086312 4956138.14104848 102794208 6744017472 11.4565243761314 3462163270.96484 127654.322861044 3462035616.64198 98 29615613725 1091965 29614521760 0 0 0 0 1310.41037082672
271104	457.488	10.0434029533124 10.0200514310562 1520.73438405991 1500.0891699791 1512.13312515504 0 8.60125890486146 1228 91491.3784365479 5719210.23627683 138347144 8648207248 75896.5345648603 4977713.80230046 114765664 7526965928 12.6725635404828 3443172110.10369 127075.932963979 3443045034.17073 109 29615614773 1093013 29614521760 0 0 0 0 1458.88216733932
