# Scalar ASCII output created by CarpetIOScalar
# created on nid03908 by elihu on Apr 26 2017 at 18:01:59-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0004/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid03908-elihu-2017.04.26-22.59.04-29453
# Run ID: run-J0040_N40-nid03908-elihu-2017.04.26-22.59.04-29453
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
285440 481.68 35186155.5334575 -nan 35492641.8676334
285696 482.112 51021287.7266876 45361372.4763501 41182285.5917938
285952 482.544 35066539.1346202 31699400.9606706 29445565.2032001
286208 482.976 31754209.1204918 31977782.2331252 31967138.3782477
286464 483.408 42820391.271499 41584216.6015402 39254542.9360881
286720 483.84 35063883.6830377 31767518.5885238 29546312.1377809
286976 484.272 32005629.6956918 32248914.8725237 32244368.4583535
287232 484.704 42882294.7668335 41627656.4358382 39277008.9486373
287488 485.136 35163475.9106109 32209967.3854665 30001140.0878735
287744 485.568 31828615.6847823 32443263.0644802 32431402.5625305
288000 486 42889079.9526018 41639602.8614192 39298323.6552808
288256 486.432 35147482.7762492 32203206.3802285 30007450.4075165
288512 486.864 31863711.5124868 32472757.2256084 32473059.0918468
288768 487.296 42837200.9425863 41602298.8515536 39266840.7540779
289024 487.728 34865382.7503326 32293719.4465576 30116583.0903682
289280 488.16 31555047.0420788 32450422.5017127 32444658.1669076
289536 488.592 42597481.7746961 41597266.9123814 39228999.1261078
289792 489.024 34735307.4404265 32174587.288845 30010852.2162855
290048 489.456 31624358.1736034 32796582.74905 32829588.0793405
290304 489.888 42510394.5344143 41747840.7015051 39386800.1936297
290560 490.32 34384433.3104121 inf 29599390.7934425
290816 490.752 31290059.6630249 32469053.4887979 32498615.3706325
291072 491.184 42266444.0986779 41507007.0616876 39137244.9018982
291328 491.616 34312536.154183 inf 29514467.9290166
291584 492.048 31242904.113206 32424220.5302774 32411315.7343293
291840 492.48 42185024.1406576 41435113.034626 39084873.8808471
292096 492.912 33922676.8062808 inf 29101090.5607588
292352 493.344 30915657.2812938 32100731.4550484 32092318.6944665
292608 493.776 41940546.6695996 41191085.2540043 38832953.8064739
292864 494.208 33819277.4043996 inf 28981769.3124298
293120 494.64 30857603.785797 32040630.4757539 32044201.3297439
293376 495.072 41709916.0332647 40938995.6155904 38568822.4742239
293632 495.504 33433784.152818 inf 28595730.5643136
293888 495.936 31355215.6952903 32532049.3222389 32158644.4894187
294144 496.368 41302667.6235147 40540171.7911052 38348038.3111248
294400 496.8 33188438.9178819 inf 28406406.2718167
294656 497.232 30936670.8671002 inf 31822044.3093368
294912 497.664 41154451.7580341 inf 38172594.2036796
295168 498.096 32915125.0100884 inf 28068355.2848274
295424 498.528 30933909.5233523 inf 31809915.8161021
295680 498.96 41025624.0286225 inf 38030949.6503387
295936 499.392 32580307.4985994 inf 27682507.737772
296192 499.824 30767404.5241988 inf 31514093.1071307
296448 500.256 inf inf 37906245.4351538
296704 500.688 32516240.1427255 inf 27606586.8733126
296960 501.12 30747125.8180703 inf 31494830.3607587
297216 501.552 inf inf 37778612.3806806
297472 501.984 31603790.6276029 inf 26590075.3523638
297728 502.416 30387841.5748438 inf 30865161.9315573
297984 502.848 inf inf 37832846.1799018
298240 503.28 31514338.9632416 inf 26518267.6126685
298496 503.712 30268210.6401805 inf 30549298.9507018
298752 504.144 inf inf 37526330.4589897
299008 504.576 31223942.7967337 inf 26123648.6180176
299264 505.008 inf inf 30449284.766483
299520 505.44 inf inf 37236480.5890958
299776 505.872 inf inf 25777315.965766
300032 506.304 inf 30762225.3028286 30174192.8071134
300288 506.736 inf inf 37173591.3633551
300544 507.168 inf inf 25645684.218507
300800 507.6 inf 30587567.4440509 29976785.4794777
301056 508.032 inf 39149667.484324 36863161.9499558
301312 508.464 inf inf 25384908.5696626
301568 508.896 inf 30525076.2166239 29918715.2453141
301824 509.328 inf 38894542.4853085 36592509.6110626
302080 509.76 inf 27205738.4793999 25079333.9704986
302336 510.192 inf 30367636.4766772 29744046.8459967
302592 510.624 inf 38744313.3882584 36447401.9662663
302848 511.056 inf 27131209.7461678 25014606.9616205
303104 511.488 inf 30174577.1425659 29539916.0204361
303360 511.92 inf 38475530.9335999 36161874.7209494
303616 512.352 inf 26989933.0780988 24872908.8105659
303872 512.784 inf 30125709.5913482 29466510.3248792
304128 513.216 inf 38215211.4532935 35875955.4663589
304384 513.648 inf 26737889.4608902 24599024.3948944
304640 514.08 inf 29956789.6484675 29280543.1671852
304896 514.512 inf 38081198.8612821 35744481.109366
305152 514.944 inf 26493043.9189611 24334610.601901
305408 515.376 inf 29736018.098306 29056659.9705008
305664 515.808 inf 37890230.1430156 35550771.8821268
305920 516.24 inf 26358710.6502074 24210310.7606604
306176 516.672 inf 29480698.4670434 28762998.0799439
306432 517.104 inf 37506537.1686294 35148884.9423089
306688 517.536 inf 26006807.0035697 23823126.1070877
306944 517.968 inf 29314982.8832095 28619121.3863756
307200 518.4 inf 37202936.9061006 34817004.4332873
307456 518.832 inf 25653129.5639645 23453488.2012836
307712 519.264 inf 28962846.0393744 28285038.4229883
307968 519.696 inf inf 34381674.5989975
308224 520.128 -nan inf 23070589.3333018
308480 520.56 -nan 28745711.943273 28052250.6805744
308736 520.992 inf inf 34261954.9208924
308992 521.424 -nan inf 22840029.1273137
309248 521.856 -nan 28480031.6118268 27851119.809636
309504 522.288 inf inf 33991414.1829145
309760 522.72 -nan inf 22839780.9312173
310016 523.152 -nan 28338922.5963428 27685454.4415564
310272 523.584 inf inf 33709202.5194444
310528 524.016 -nan inf 22636875.7627132
310784 524.448 -nan 28185171.9514104 27573870.524175
311040 524.88 -nan inf 33301952.7017696
311296 525.312 -nan inf 22232830.1686606
311552 525.744 -nan 27803623.6734639 27182500.1861664
311808 526.176 -nan inf 33181507.4820535
312064 526.608 -nan inf 22053481.9724087
312320 527.04 -nan 27651429.555432 26860483.5274953
312576 527.472 -nan inf 32836979.0722375
312832 527.904 -nan inf 21978099.4203869
313088 528.336 -nan -nan 26621704.4823245
313344 528.768 -nan 35072420.2148356 32438856.0136988
313600 529.2 -nan 24107764.6275458 21721664.713063
313856 529.632 -nan -nan 26748008.8713918
314112 530.064 -nan 35249892.4091219 32638712.6200969
314368 530.496 -nan 24222533.5045502 21838558.3297866
314624 530.928 -nan -nan 26784692.5298951
314880 531.36 -nan 35245944.301762 32676967.44057
315136 531.792 -nan 24224644.3304728 21839719.6334141
315392 532.224 -nan -nan 26785325.4656426
315648 532.656 -nan 35256140.708356 32709929.6949805
315904 533.088 -nan 24278002.3379946 21955766.538664
316160 533.52 -nan -nan 26862646.2744057
316416 533.952 -nan 35309342.5566813 32754062.4547693
316672 534.384 -nan 24446126.9461219 22070695.2292703
316928 534.816 -nan -nan 26968428.6636202
317184 535.248 -nan 34986779.850315 32472950.7724654
317440 535.68 -nan 24174611.1391222 21926787.0486437
317696 536.112 -nan -nan 26696019.9453574
317952 536.544 -nan 34933051.8736591 32484249.807474
318208 536.976 inf 24137507.2181775 21918826.281513
318464 537.408 26188429.6442672 27368369.3048462 26898674.3644614
318720 537.84 inf 34817355.6200755 32405541.1291158
318976 538.272 inf 24126742.1343486 21939099.2633313
319232 538.704 26085588.630711 27270356.825681 26846770.6196025
319488 539.136 inf 34756698.0220718 32351998.4226529
319744 539.568 inf 24050452.2773058 21924131.7441412
320000 540 26001962.4271677 27174358.4345248 26807142.8149333
320256 540.432 inf 34650097.0782023 32272977.5308081
320512 540.864 inf 23962073.5972096 21864078.6420705
320768 541.296 25883499.1010306 27032951.5114217 26712522.5092066
321024 541.728 35624892.2465507 34646786.8892538 32288270.6486855
321280 542.16 26927241.8927232 23922847.8634363 21932346.7729568
321536 542.592 25952869.5896312 27002510.1405057 26752588.3892575
321792 543.024 35591922.5317874 34640555.9342062 32282569.5487056
322048 543.456 26917932.8016339 23871737.7180126 21930897.2199381
322304 543.888 25898323.334877 26933957.4089885 26685531.1440482
322560 544.32 35559916.6782561 34601544.2148481 8.7924258894719e+106
322816 544.752 26890285.0204134 23847079.1685729 21900126.1976002
323072 545.184 25830998.0455136 26850092.8994478 26607287.6781258
323328 545.616 35536652.8233737 34571787.1857789 8.79242588940445e+106
323584 546.048 26846595.1674409 23802261.2721738 21854975.5994252
323840 546.48 25805526.7619152 26811302.3271575 26569632.0848308
324096 546.912 35524850.6864333 34543141.4193208 8.7924258891584e+106
324352 547.344 inf 23780890.1974778 21837208.0402303
324608 547.776 25798334.2263708 26777439.4226554 26481761.385204
324864 548.208 35518642.7621318 34529757.6146289 8.7924258891337e+106
325120 548.64 inf 23751071.2669755 inf
325376 549.072 25765286.3040099 26705221.7276431 inf
325632 549.504 35501958.945077 34494968.9924851 7.01984854245431e+106
325888 549.936 inf 23730524.1721643 inf
326144 550.368 25742041.0233683 26740373.5647649 inf
326400 550.8 35481280.1679433 34515366.195257 8.79240376406901e+106
326656 551.232 26766082.3113411 23672785.3691694 inf
326912 551.664 25759198.614451 26670296.5712409 inf
327168 552.096 35454621.9774877 34336450.7001033 8.79242588861024e+106
327424 552.528 26700050.6178577 23087034.4478648 inf
327680 552.96 25695393.4945657 26532334.8316141 inf
327936 553.392 35425316.3747806 34298226.4329465 8.79242588852854e+106
328192 553.824 26659492.1481663 23040546.0200061 -nan
328448 554.256 25639437.7887839 26480618.5484553 inf
328704 554.688 35391521.4728419 34268704.2097007 6.21718396863029e+106
328960 555.12 26648624.4094163 22470108.7510733 -nan
329216 555.552 inf 26135096.0605479 inf
329472 555.984 35364818.664965 34251014.4726311 5.57810008637733e+104
329728 556.416 26445110.1624463 22240426.7520247 -nan
329984 556.848 inf 25308558.4323471 inf
330240 557.28 35201084.8707081 34088767.2831075 31834362.6777705
330496 557.712 26237556.2724037 21970075.7723665 -nan
330752 558.144 inf 24790777.5590315 inf
331008 558.576 35031410.4507461 33920121.3957179 31682560.7392323
331264 559.008 26208459.6294231 21906350.5770412 -nan
331520 559.44 24564350.1955817 24748860.8055759 inf
331776 559.872 35009553.826102 33862601.6479103 31607500.6587358
332032 560.304 26199615.9602887 21862933.847383 -nan
332288 560.736 24555344.5523694 24686960.1061297 inf
332544 561.168 35044053.6214989 33859293.8815367 31585929.3084592
332800 561.6 18733844.5197244 15715673.8319072 -nan
333056 562.032 24550818.2028799 24659224.2388243 inf
333312 562.464 30993856.592234 30324902.624166 29077178.5296698
333568 562.896 3509837.03607402 3459385.83878698 inf
333824 563.328 24566193.8279604 24628952.9767772 inf
334080 563.76 26312622.5285449 26312365.8722257 26325965.8573734
334336 564.192 3488879.71749631 3299372.28820684 inf
334592 564.624 18279013.7316536 18331915.244663 inf
334848 565.056 18729590.3257126 18710179.0630118 18741297.7349291
335104 565.488 3207639.69152518 2815576.73191069 inf
335360 565.92 18277029.2822388 18288113.8964858 inf
335616 566.352 3190509.1422962 2900820.19884865 inf
