# Scalar ASCII output created by CarpetIOScalar
# created on nid03908 by elihu on Apr 26 2017 at 18:01:59-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0004/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid03908-elihu-2017.04.26-22.59.04-29453
# Run ID: run-J0040_N40-nid03908-elihu-2017.04.26-22.59.04-29453
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
268800 453.6 0 0 0
269056 454.032 0 0 0
269312 454.464 1.89922750780481e-18 1.0223750503588e-18 1.79369997607249e-18
269568 454.896 2.16876320424481e-11 2.18186796355394e-11 1.36384304365802e-11
269824 455.328 7.09316354204392e-11 1.07644501213836e-10 9.54904348892121e-11
270080 455.76 6.39275781800888e-11 9.42916613717567e-11 9.17799353557815e-11
270336 456.192 7.61008623692878e-11 7.96442687024622e-11 6.2302874796995e-11
270592 456.624 1.10289897587988e-10 1.50060662329487e-10 1.38508312041349e-10
270848 457.056 8.5598970617155e-11 1.18656598321296e-10 1.14749852541265e-10
271104 457.488 42.7179771617094 1.6091877647904e-10 1.54168526701677e-10
271360 457.92 42.7179771615054 2.17005291341166e-10 2.32643421238096e-10
271616 458.352 1.65470813059514e-10 1.90591248397762e-10 2.02976729094919e-10
271872 458.784 319.875716102619 250.367336566634 250.367336566643
272128 459.216 292.072364288335 250.367336566686 250.367336566736
272384 459.648 93.8877512118258 93.8877512118458 93.8877512118813
272640 460.08 570.243052663671 500.734673128345 500.734673128374
272896 460.512 544.453564361652 500.734673129785 500.73467312987
273152 460.944 1880.86509556306 1874.42073232947 2120.31420886797
273408 461.376 725.593621442529 657.773490974677 625.91834140142
273664 461.808 666.625917281035 622.011627546 594.391609029381
273920 462.24 3644.50371543282 3638.228177106 4101.70530363847
274176 462.672 840.310145506409 772.490015038856 740.297215652437
274432 463.104 851.669885450426 808.174060722841 753.102848597393
274688 463.536 3654.04364153832 3648.10575302487 4111.66729200245
274944 463.968 897.267448372129 831.135566972121 766.749968200295
275200 464.4 2105.76592029776 2062.48112670344 2028.25187688106
275456 464.832 5031.48605477222 5025.71699116554 5848.79116883025
275712 465.264 1021.81758220942 925.810728079888 815.407812275675
275968 465.696 2214.37884069541 2147.57943117881 2095.88735507605
276224 466.128 5042.61822480686 5020.0428915873 5837.3480056484
276480 466.56 1220.34971429938 1094.04260425885 900.575855970645
276736 466.992 3696.63384771764 3605.71835783555 3526.67092989016
276992 467.424 6637.46044764772 6585.51978937108 7781.1078236065
277248 467.856 1370.48856057179 1244.1043345097 1065.53261781124
277504 468.288 3875.39121945848 3792.68545349228 3689.33311043102
277760 468.72 12533.7381380562 12471.1884806696 13648.8089400244
278016 469.152 8004.14303091536 7880.7048981446 7670.66559094463
278272 469.584 4107.11826598512 8.44936980041632e+274 3942.46720832163
278528 470.016 12325.7179730773 12263.3671831025 13371.0711707416
278784 470.448 8430.75916411213 8308.87316259551 7850.42392748561
279040 470.88 4593.73817571138 8.44936980021913e+274 4221.52595761722
279296 471.312 18278.1489223109 18230.3469636849 19301.6729795539
279552 471.744 15622.7518052851 15447.6015821633 14724.2774531389
279808 472.176 5321.79390044691 nan 4606.64561191647
280064 472.608 18401.6552278424 nan 19436.3115033257
280320 473.04 24656.8860621024 20810.7944088647 17987.3170351086
280576 473.472 15148.283911004 nan 8572.41725323373
280832 473.904 19001.1858240313 nan 20037.9495817707
281088 474.336 24746.5752201771 20904.1361986282 18085.5289022263
281344 474.768 14957.3652727919 nan 8439.27644487119
281600 475.2 18815.2982164441 nan 19789.1113253305
281856 475.632 33126.9371640247 25811.7213838495 20897.5487137767
282112 476.064 24394.2231863836 nan 12109.6165836483
282368 476.496 19116.2722759279 nan 20123.7240058186
282624 476.928 33221.828109007 25870.1623591146 21020.5136216181
282880 477.36 24469.9580805763 nan 12214.1516143268
283136 477.792 19168.6578123106 nan 20202.5554468327
283392 478.224 33695.0587825466 26250.3710869723 21398.0734532746
283648 478.656 24391.7974877359 nan 12191.5844683685
283904 479.088 18805.8480903391 nan 19779.564739091
284160 479.52 33460.7892614566 26162.8321581345 21311.1645367107
284416 479.952 24673.5490286485 nan 12444.9221615131
284672 480.384 18876.7076896061 nan 19843.5059021369
284928 480.816 33424.4275529112 26125.7888652081 21287.1038599915
285184 481.248 24652.9738645626 nan 12395.4237250246
285440 481.68 18566.6650786751 nan 19445.8460431439
