# Scalar ASCII output created by CarpetIOScalar
# created on nid17926 by elihu on Apr 30 2017 at 19:17:31-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0012/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid17926-elihu-2017.05.01-00.15.12-29199
# Run ID: run-J0040_N40-nid17926-elihu-2017.05.01-00.15.12-29199
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
800768 1351.296 0 0 0
801024 1351.728 0 0 0
801280 1352.16 0.000103674773537955 3.61965240627051e-05 0.0248214643070056
801536 1352.592 0.00592570986399013 0.0610933010151119 0.0671238826142028
801792 1353.024 0.107600445814672 0.0902764424652206 0.0978064904142266
802048 1353.456 0.122624516232448 0.09207409430026 0.110032951935219
802304 1353.888 0.0985469346169047 0.0929065531298023 0.107599234177024
802560 1354.32 0.107600445814672 0.0902302529711925 0.105545913444506
802816 1354.752 0.122624516232448 0.115604390220793 0.115599263497166
803072 1355.184 0.0985469346169047 0.0929065531298023 0.107599234177024
803328 1355.616 93322753906.25 93322753906.25 93322753906.25
803584 1356.048 93322753906.25 93322753906.25 93322753906.25
803840 1356.48 0.0985469346169047 0.0929065531298023 0.107599234177024
804096 1356.912 93322753906.25 93322753906.25 93322753906.25
804352 1357.344 93957424163.8184 93322753906.25 93322753906.25
804608 1357.776 93957424163.8184 93957424163.8184 93322753906.25
804864 1358.208 93322753906.25 93322753906.25 93322753906.25
805120 1358.64 104988098144.531 104988098144.531 93322753906.2501
805376 1359.072 93957424163.8184 93957424163.8184 93322753906.2519
805632 1359.504 93322753906.25 93322753906.25 116455078125
805888 1359.936 104988098144.531 104988098144.531 93322753906.2501
806144 1360.368 93957424163.8184 93957424163.8184 93322753906.2519
806400 1360.8 104988098144.458 93322753906.25 116455078125
806656 1361.232 104988098144.531 104988098144.531 117599483943.282
806912 1361.664 93957424163.8184 93957424163.8184 93322753906.2519
807168 1362.096 104988098144.458 104904174804.688 101132690906.525
807424 1362.528 104988098144.605 114440917968.75 117599483943.282
807680 1362.96 93957424163.8184 93957424163.8184 93322753906.2519
807936 1363.392 104988098144.458 104904174804.688 101132690906.525
808192 1363.824 104988098144.605 114440917968.75 117599483943.282
808448 1364.256 93957424163.8184 93957424163.8184 93322753906.2519
808704 1364.688 104988098144.458 104904174804.688 101132690906.525
808960 1365.12 104988098144.605 114440917968.75 104988098144.605
809216 1365.552 93957424163.8184 93957424163.8184 93322753906.2519
809472 1365.984 104988098144.458 104904174804.688 100326538085.938
809728 1366.416 104988098144.605 114440917968.75 104988098144.605
809984 1366.848 93957424163.8184 93957424163.8184 93322753906.2519
810240 1367.28 104988098144.458 104904174804.688 100326538085.938
810496 1367.712 104988098144.605 114440917968.75 104988098144.605
810752 1368.144 113821029663.096 93957424163.8184 93322753906.2519
811008 1368.576 104988098144.458 93322753906.25 100326538085.938
811264 1369.008 104988098144.605 114440917968.75 104988098144.605
811520 1369.44 109502440318.275 109502440318.275 96362147480.1888
811776 1369.872 104988098144.458 103953480720.52 100326538085.938
812032 1370.304 105122342705.727 114440917968.75 104988098144.605
812288 1370.736 123990636356.451 109502440318.275 104988098144.463
812544 1371.168 150276992018.911 110106356441.966 98043441772.4344
812800 1371.6 105122342705.727 114440917968.75 104988098144.605
813056 1372.032 123990636356.451 109502440318.465 109502440318.464
813312 1372.464 150276992018.911 110106356441.966 101020812988.29
813568 1372.896 105122342705.727 114440917968.75 106048583984.386
813824 1373.328 123990636356.451 109502440318.465 109502440318.464
814080 1373.76 150276992018.911 110106356441.966 105122342705.727
814336 1374.192 123334982642.518 121048022119.129 120874925290.991
814592 1374.624 149924099980.126 118519276647.933 118257741443.812
814848 1375.056 150276992018.911 140539398649.707 105122342705.727
815104 1375.488 123334982642.518 121048022119.129 120874925290.991
815360 1375.92 149924099980.126 118519276647.933 118257741443.812
815616 1376.352 150276992018.911 140539398649.707 105122342705.727
815872 1376.784 147315135109.326 121048022119.129 120874925290.991
816128 1377.216 149924099980.126 118519276647.933 118257741443.812
816384 1377.648 154525457348.272 140539398649.707 105122342705.727
816640 1378.08 147315135109.326 121048022119.129 120874925290.991
816896 1378.512 149924099980.126 117697537480.126 118645282943.843
817152 1378.944 154525457348.272 140539398649.707 109669087906.631
817408 1379.376 147315135109.326 105122342705.727 110286767740.035
817664 1379.808 149924099980.126 117697537480.126 118645282943.843
817920 1380.24 140539398649.707 140539398649.707 116887922555.06
818176 1380.672 136154174804.688 136154174804.688 136154174804.688
818432 1381.104 149924099980.126 129114151001.064 118645282943.843
818688 1381.536 154525457348.272 140539398649.707 119094020148.476
818944 1381.968 136154174804.688 136154174804.688 136154174804.688
819200 1382.4 156265258789.064 129114151001.064 131312861547.579
819456 1382.832 154525457348.272 140539398649.707 119094020148.476
819712 1383.264 147315135109.326 138808449730.346 136154174804.688
819968 1383.696 156265258789.064 144785165786.743 131312861547.579
820224 1384.128 154525457348.272 140539398649.707 119094020148.476
820480 1384.56 147315135109.326 138808449730.346 136154174804.688
820736 1384.992 156265258789.064 144785165786.743 131312861547.579
820992 1385.424 150276992018.911 140539398649.707 119094020148.476
