# Scalar ASCII output created by CarpetIOScalar
# created on nid17926 by elihu on Apr 30 2017 at 19:17:31-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0012/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid17926-elihu-2017.05.01-00.15.12-29199
# Run ID: run-J0040_N40-nid17926-elihu-2017.05.01-00.15.12-29199
#
# SYSTEMSTATISTICS::maxrss_mb (systemstatistics-process_memory_mb)
# 1:iteration 2:time 3:data
# data columns: 3:maxrss_mb 4:majflt_mb 5:arena_mb 6:ordblks_mb 7:hblks_mb 8:hblkhd_mb 9:uordblks_mb 10:fordblks_mb 11:keepcost_mb 12:swap_used_mb
800768 1351.296 2497 0 897 0 0 1684 871 26 14 0
801024 1351.728 2802 0 1022 0 0 1684 873 147 14 0
801280 1352.16 2849 0 1025 0 0 1684 874 149 14 0
801536 1352.592 2852 0 1026 0 0 1684 875 150 15 0
801792 1353.024 2857 0 1030 0 0 1685 881 149 15 0
802048 1353.456 2862 0 1035 0 0 1685 881 153 17 0
802304 1353.888 2861 0 1034 0 0 1685 881 152 16 0
802560 1354.32 2859 0 1032 0 0 1685 880 151 14 0
802816 1354.752 2864 0 1037 0 0 1685 884 153 16 0
803072 1355.184 2867 0 1040 0 0 1685 885 154 18 0
803328 1355.616 2870 0 1044 0 0 1684 888 155 16 0
803584 1356.048 2872 0 1046 0 0 1684 889 155 18 0
803840 1356.48 2873 0 1047 0 0 1684 889 157 18 0
804096 1356.912 2874 0 1047 0 0 1684 890 156 17 0
804352 1357.344 2878 0 1055 0 0 1681 897 157 15 0
804608 1357.776 2882 0 1060 0 0 1681 897 161 20 0
804864 1358.208 2886 0 1063 0 0 1681 897 165 23 0
805120 1358.64 2883 0 1060 0 0 1681 898 161 20 0
805376 1359.072 2881 0 1058 0 0 1681 899 158 15 0
805632 1359.504 2888 0 1065 0 0 1681 900 164 22 0
805888 1359.936 2893 0 1070 0 0 1681 901 168 27 0
806144 1360.368 2900 0 1077 0 0 1681 901 175 32 0
806400 1360.8 2898 0 1075 0 0 1680 906 168 25 0
806656 1361.232 2894 0 1071 0 0 1680 907 163 19 0
806912 1361.664 2903 0 1081 0 0 1680 906 173 30 0
807168 1362.096 2902 0 1081 0 0 1680 914 166 21 0
807424 1362.528 2920 0 1098 0 0 1680 914 183 36 0
807680 1362.96 2920 0 1099 0 0 1680 915 183 36 0
807936 1363.392 2923 0 1102 0 0 1680 915 185 37 0
808192 1363.824 2914 0 1094 0 0 1678 920 172 24 0
808448 1364.256 2920 0 1099 0 0 1678 920 179 30 0
808704 1364.688 2922 0 1101 0 0 1678 920 180 29 0
808960 1365.12 2936 0 1116 0 0 1678 922 193 42 0
809216 1365.552 2934 0 1113 0 0 1678 923 189 38 0
809472 1365.984 2974 0 1150 0 0 1682 953 196 46 0
809728 1366.416 2974 0 1151 0 0 1682 953 197 38 0
809984 1366.848 2974 0 1151 0 0 1682 953 197 37 0
810240 1367.28 2985 0 1160 0 0 1683 955 204 46 0
810496 1367.712 2985 0 1160 0 0 1683 955 204 44 0
810752 1368.144 2989 0 1164 0 0 1683 957 206 47 0
811008 1368.576 3009 0 1186 0 0 1681 982 203 45 0
811264 1369.008 3021 0 1198 0 0 1681 989 208 49 0
811520 1369.44 3031 0 1209 0 0 1679 998 210 48 0
811776 1369.872 3035 0 1213 0 0 1679 1001 211 49 0
812032 1370.304 3036 0 1214 0 0 1679 1002 211 46 0
812288 1370.736 3040 0 1220 0 0 1678 1006 213 48 0
812544 1371.168 3057 0 1238 0 0 1676 1019 218 50 0
812800 1371.6 3059 0 1241 0 0 1676 1023 217 50 0
813056 1372.032 3059 0 1240 0 0 1676 1023 217 49 0
813312 1372.464 3059 0 1241 0 0 1676 1024 216 48 0
813568 1372.896 3059 0 1241 0 0 1676 1025 215 48 0
813824 1373.328 3059 0 1241 0 0 1676 1024 216 48 0
814080 1373.76 3059 0 1241 0 0 1676 1024 216 47 0
814336 1374.192 3059 0 1241 0 0 1676 1024 216 48 0
814592 1374.624 3063 0 1245 0 0 1675 1028 216 49 0
814848 1375.056 3064 0 1246 0 0 1675 1027 218 49 0
815104 1375.488 3065 0 1248 0 0 1675 1029 218 49 0
815360 1375.92 3064 0 1247 0 0 1675 1028 218 50 0
815616 1376.352 3068 0 1252 0 0 1674 1032 219 51 0
815872 1376.784 3067 0 1251 0 0 1674 1031 219 50 0
816128 1377.216 3070 0 1255 0 0 1673 1035 219 50 0
816384 1377.648 3071 0 1256 0 0 1673 1036 218 49 0
816640 1378.08 3075 0 1264 0 0 1669 1043 220 48 0
816896 1378.512 3073 0 1262 0 0 1669 1042 219 46 0
817152 1378.944 3076 0 1265 0 0 1669 1043 220 47 0
817408 1379.376 3075 0 1264 0 0 1669 1042 220 48 0
817664 1379.808 3078 0 1266 0 0 1669 1047 218 48 0
817920 1380.24 3077 0 1266 0 0 1669 1046 218 48 0
818176 1380.672 3079 0 1268 0 0 1669 1048 219 48 0
818432 1381.104 3079 0 1268 0 0 1669 1049 218 48 0
818688 1381.536 3083 0 1274 0 0 1667 1054 219 47 0
818944 1381.968 3084 0 1274 0 0 1667 1053 220 48 0
819200 1382.4 3086 0 1277 0 0 1667 1054 222 50 0
