# Scalar ASCII output created by CarpetIOScalar
# created on nid17926 by elihu on Apr 30 2017 at 19:17:31-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0012/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid17926-elihu-2017.05.01-00.15.12-29199
# Run ID: run-J0040_N40-nid17926-elihu-2017.05.01-00.15.12-29199
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
800768 1351.296 0 0 0
801024 1351.728 0 0 0
801280 1352.16 5.0523653995164e-10 1.44007976785969e-10 4.24540443731113e-08
801536 1352.592 2.45717830589951e-08 4.00666470465282e-07 7.50617191006509e-07
801792 1353.024 5.9070588811071e-07 5.0095131367958e-07 1.13657617973949e-06
802048 1353.456 1.14608125997295e-06 7.95661867613591e-07 1.49362137256623e-06
802304 1353.888 1.25281421224052e-06 1.10539498843056e-06 1.76499114680099e-06
802560 1354.32 1.18276955796747e-06 6.82176013430826e-07 1.42502247909268e-06
802816 1354.752 1.57466357910968e-06 1.40258658166325e-06 2.1540654244509e-06
803072 1355.184 1.57443269606205e-06 1.80753615283668e-06 1.89971065257615e-06
803328 1355.616 1756458.36094625 1756458.36094625 1756458.36094625
803584 1356.048 1756458.36094625 1756458.36094625 1756461.97257448
803840 1356.48 1.9295283414694e-06 1.85689346142595e-06 2.18598742002714e-06
804096 1356.912 13241633.2208504 13241633.2208504 12206353.6319939
804352 1357.344 14602157.4437097 14532113.9396173 13497382.8702188
804608 1357.776 6044058.81010462 6044058.81010462 5486265.77092454
804864 1358.208 13484665.2334316 13484665.2334316 12500879.222562
805120 1358.64 20146576.3498755 20095867.0418696 18807802.0915341
805376 1359.072 9005127.38075533 9004402.26822139 8275293.06123732
805632 1359.504 19105938.5578758 19105938.5578758 17792322.7530548
805888 1359.936 20648577.7590922 20549581.5850262 19224740.8478201
806144 1360.368 9190363.05965619 9189505.14740296 8411699.51073025
806400 1360.8 28933644.2293322 28919157.7550629 28056156.8278582
806656 1361.232 32310244.0756655 32050142.0015087 31089175.7664401
806912 1361.664 11216929.7263424 11217360.239731 9505482.84841092
807168 1362.096 29111961.0386265 29023351.5313563 28269140.3744948
807424 1362.528 33132296.99141 32578779.4196835 31530520.7924038
807680 1362.96 12890439.3848734 12891216.0801863 10347045.0270126
807936 1363.392 36235317.1883884 36165320.6945506 35563927.2375971
808192 1363.824 41471575.9787663 40904302.9169276 39969089.6302886
808448 1364.256 13495227.7882706 13321017.4891106 10510234.2662036
808704 1364.688 36756253.2949514 36637708.0005965 36137716.2454163
808960 1365.12 41778993.4418972 41175314.2124858 40285841.8112529
809216 1365.552 16930138.3079287 16745931.9785098 14555904.9890018
809472 1365.984 37597903.3969537 37483961.1900032 36995655.6652215
809728 1366.416 42324324.5045774 41728513.5219769 40850896.9369684
809984 1366.848 17654620.5118961 17477951.3081455 15396193.5166322
810240 1367.28 38133764.6527612 38022924.5700354 37519674.7180946
810496 1367.712 42511436.9846212 41918002.7740459 41124900.6009213
810752 1368.144 19820613.3750486 19660504.1982406 17838812.3278512
811008 1368.576 38451149.909319 38305776.2133953 37694844.1476018
811264 1369.008 42497082.070069 41903496.5884395 41187493.2214099
811520 1369.44 20928786.6256573 20603956.0844093 18765100.5605618
811776 1369.872 38934177.4247231 38755970.4810293 38065290.6309909
812032 1370.304 43688956.7643888 42724842.7500407 41865173.8409232
812288 1370.736 22248801.1683 21697346.59584 19845075.5503956
812544 1371.168 39425779.1537309 39185317.9105268 38458634.0096647
812800 1371.6 43882575.6591355 42853672.5104664 42080721.0010697
813056 1372.032 23222568.1817741 22645544.4102335 20879493.7555648
813312 1372.464 39466239.8503997 39180395.2627653 38473305.8828591
813568 1372.896 48413270.9630498 47143251.3304984 46312815.2327478
813824 1373.328 30637314.2500659 30202286.4481536 28907070.5010597
814080 1373.76 39929138.5383914 39645589.9314358 39169848.7923055
814336 1374.192 48566200.1569544 47301571.3996444 46649118.8019383
814592 1374.624 30810004.7129825 30366200.3325871 28989340.6480759
814848 1375.056 39971968.0477403 39665640.7537803 39173848.2787383
815104 1375.488 48735175.8098098 47494072.2988484 46947943.9343726
815360 1375.92 30791845.0739225 30397126.4136846 28989546.1658723
815616 1376.352 41908283.4672012 41635777.7746487 41201118.4346536
815872 1376.784 52512403.5253536 51374856.3702994 50916701.7450979
816128 1377.216 36360448.9005051 36057800.5456221 34936497.5648824
816384 1377.648 42075389.3186163 41809351.4728421 41394521.0043676
816640 1378.08 52483142.601969 51343065.6428534 50884095.1069919
816896 1378.512 36467243.2222124 36203657.5601681 35163278.6311372
817152 1378.944 42195655.9235364 41926949.3748517 41479721.8557501
817408 1379.376 52186567.2105699 51062653.9109288 50605844.2799779
817664 1379.808 36478914.8476957 36233917.623093 35176363.3713007
817920 1380.24 42089602.3037922 41823642.6579136 41320739.5778958
818176 1380.672 51793559.820769 50711115.0667093 50257383.2422664
818432 1381.104 36255757.540772 36021081.3703691 34983852.7442151
818688 1381.536 43319784.7874271 43071458.4816474 42558778.4888031
818944 1381.968 52665494.6089789 51609284.1896274 51152541.9454006
819200 1382.4 36067976.3497602 35815865.1472683 34750827.2570428
