# 0D ASCII output created by CarpetIOASCII
# created on nid03168 by elihu on Jul 11 2017 at 04:18:05-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0017/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid03168-elihu-2017.07.11-09.15.36-14306
# Run ID: run-J0040_N40-nid03168-elihu-2017.07.11-09.15.36-14306
#
# PUNCTURETRACKER::PT_LOC (puncturetracker-pt_loc)
#
# column format: 1:it	2:time	3:data
# data columns: 3:pt_loc_t[0] 4:pt_loc_t[1] 5:pt_loc_t[2] 6:pt_loc_t[3] 7:pt_loc_t[4] 8:pt_loc_t[5] 9:pt_loc_t[6] 10:pt_loc_t[7] 11:pt_loc_t[8] 12:pt_loc_t[9] 13:pt_loc_x[0] 14:pt_loc_x[1] 15:pt_loc_x[2] 16:pt_loc_x[3] 17:pt_loc_x[4] 18:pt_loc_x[5] 19:pt_loc_x[6] 20:pt_loc_x[7] 21:pt_loc_x[8] 22:pt_loc_x[9] 23:pt_loc_y[0] 24:pt_loc_y[1] 25:pt_loc_y[2] 26:pt_loc_y[3] 27:pt_loc_y[4] 28:pt_loc_y[5] 29:pt_loc_y[6] 30:pt_loc_y[7] 31:pt_loc_y[8] 32:pt_loc_y[9] 33:pt_loc_z[0] 34:pt_loc_z[1] 35:pt_loc_z[2] 36:pt_loc_z[3] 37:pt_loc_z[4] 38:pt_loc_z[5] 39:pt_loc_z[6] 40:pt_loc_z[7] 41:pt_loc_z[8] 42:pt_loc_z[9]
1158912	1955.664	1955.6589375 1955.6589375 0 0 0 0 0 0 0 0 -2.73297831076488e-07 -2.73297831082022e-07 0 0 0 0 0 0 0 0 -6.63016563881706e-07 -6.63016563880352e-07 0 0 0 0 0 0 0 0 -7.39885200498754e-19 2.96557353691984e-19 0 0 0 0 0 0 0 0
1159168	1956.096	1956.0909375 1956.0909375 0 0 0 0 0 0 0 0 -2.73106029208664e-07 -2.73106029156927e-07 0 0 0 0 0 0 0 0 -6.63135765623272e-07 -6.63135765704728e-07 0 0 0 0 0 0 0 0 -7.39834682862845e-19 2.96607871327896e-19 0 0 0 0 0 0 0 0
1159424	1956.528	1956.5229375 1956.5229375 0 0 0 0 0 0 0 0 -2.72935012859577e-07 -2.72935012795056e-07 0 0 0 0 0 0 0 0 -6.63279050327874e-07 -6.63279050339289e-07 0 0 0 0 0 0 0 0 -7.42175124419468e-19 2.94267429771273e-19 0 0 0 0 0 0 0 0
1159680	1956.96	1956.9549375 1956.9549375 0 0 0 0 0 0 0 0 -2.72789999914492e-07 -2.72789999878607e-07 0 0 0 0 0 0 0 0 -6.63446522774017e-07 -6.63446522744026e-07 0 0 0 0 0 0 0 0 -7.42433621710832e-19 2.94008932479909e-19 0 0 0 0 0 0 0 0
1159936	1957.392	1957.3869375 1957.3869375 0 0 0 0 0 0 0 0 -2.72674071538162e-07 -2.72674071530912e-07 0 0 0 0 0 0 0 0 -6.63637805725579e-07 -6.63637805654183e-07 0 0 0 0 0 0 0 0 -7.40700070440411e-19 2.9574248375033e-19 0 0 0 0 0 0 0 0
1160192	1957.824	1957.8189375 1957.8189375 0 0 0 0 0 0 0 0 -2.72587790691496e-07 -2.72587790684246e-07 0 0 0 0 0 0 0 0 -6.63853409225445e-07 -6.63853409154049e-07 0 0 0 0 0 0 0 0 -7.40755071857416e-19 2.95687482333324e-19 0 0 0 0 0 0 0 0
1160448	1958.256	1958.2509375 1958.2509375 0 0 0 0 0 0 0 0 -2.72529551850285e-07 -2.72529551843035e-07 0 0 0 0 0 0 0 0 -6.6409557085452e-07 -6.64095570783124e-07 0 0 0 0 0 0 0 0 -7.41011561177529e-19 2.95430993013212e-19 0 0 0 0 0 0 0 0
1160704	1958.688	1958.6829375 1958.6829375 0 0 0 0 0 0 0 0 -2.72496427366188e-07 -2.72496427358938e-07 0 0 0 0 0 0 0 0 -6.64368234918886e-07 -6.64368234847491e-07 0 0 0 0 0 0 0 0 -7.43827003059237e-19 2.92615551131504e-19 0 0 0 0 0 0 0 0
1160960	1959.12	1959.1149375 1959.1149375 0 0 0 0 0 0 0 0 -2.72485101719112e-07 -2.72485101711862e-07 0 0 0 0 0 0 0 0 -6.64676145619578e-07 -6.64676145548182e-07 0 0 0 0 0 0 0 0 -7.41437249260065e-19 2.95005304930675e-19 0 0 0 0 0 0 0 0
1161216	1959.552	1959.5469375 1959.5469375 0 0 0 0 0 0 0 0 -2.72492493627918e-07 -2.72492493620668e-07 0 0 0 0 0 0 0 0 -6.65023354553045e-07 -6.65023354481649e-07 0 0 0 0 0 0 0 0 -7.41279481253896e-19 2.95163072936844e-19 0 0 0 0 0 0 0 0
1161472	1959.984	1959.9789375 1959.9789375 0 0 0 0 0 0 0 0 -2.72515855216818e-07 -2.72515855209568e-07 0 0 0 0 0 0 0 0 -6.65411638225387e-07 -6.65411638153991e-07 0 0 0 0 0 0 0 0 -7.4046654416996e-19 2.9597601002078e-19 0 0 0 0 0 0 0 0
1161728	1960.416	1960.4109375 1960.4109375 0 0 0 0 0 0 0 0 -2.72552378829594e-07 -2.72552378850979e-07 0 0 0 0 0 0 0 0 -6.65839364097391e-07 -6.65839363984589e-07 0 0 0 0 0 0 0 0 -7.38392745903655e-19 2.98049808287085e-19 0 0 0 0 0 0 0 0
1161984	1960.848	1960.8429375 1960.8429375 0 0 0 0 0 0 0 0 -2.72598587436203e-07 -2.72598587499008e-07 0 0 0 0 0 0 0 0 -6.66301179021048e-07 -6.66301178936883e-07 0 0 0 0 0 0 0 0 -7.41806354415944e-19 2.94636199774795e-19 0 0 0 0 0 0 0 0
1162240	1961.28	1961.2749375 1961.2749375 0 0 0 0 0 0 0 0 -2.72649870538483e-07 -2.72649870642708e-07 0 0 0 0 0 0 0 0 -6.66788617787862e-07 -6.66788617732333e-07 0 0 0 0 0 0 0 0 -7.41146183977298e-19 2.9529637021344e-19 0 0 0 0 0 0 0 0
1162496	1961.712	1961.7069375 1961.7069375 0 0 0 0 0 0 0 0 -2.72700475435732e-07 -2.72700475511321e-07 0 0 0 0 0 0 0 0 -6.67291420504769e-07 -6.67291420490646e-07 0 0 0 0 0 0 0 0 -7.40825154426264e-19 2.95617399764475e-19 0 0 0 0 0 0 0 0
1162752	1962.144	1962.1389375 1962.1389375 0 0 0 0 0 0 0 0 -2.72744085012875e-07 -2.72744085088464e-07 0 0 0 0 0 0 0 0 -6.67799138431679e-07 -6.67799138417556e-07 0 0 0 0 0 0 0 0 -7.4277851148252e-19 2.93664042708218e-19 0 0 0 0 0 0 0 0
1163008	1962.576	1962.5709375 1962.5709375 0 0 0 0 0 0 0 0 -2.72774861854069e-07 -2.72774861929658e-07 0 0 0 0 0 0 0 0 -6.68302541925769e-07 -6.68302541911646e-07 0 0 0 0 0 0 0 0 -7.43392139333112e-19 2.93050414857626e-19 0 0 0 0 0 0 0 0
1163264	1963.008	1963.0029375 1963.0029375 0 0 0 0 0 0 0 0 -2.72788655824801e-07 -2.7278865590039e-07 0 0 0 0 0 0 0 0 -6.6879448125405e-07 -6.68794481239927e-07 0 0 0 0 0 0 0 0 -7.42805533200862e-19 2.93637020989877e-19 0 0 0 0 0 0 0 0
1163520	1963.44	1963.4349375 1963.4349375 0 0 0 0 0 0 0 0 -2.72783985207421e-07 -2.72783985254374e-07 0 0 0 0 0 0 0 0 -6.69270066355631e-07 -6.69270066382913e-07 0 0 0 0 0 0 0 0 -7.41223543316523e-19 2.95219010874216e-19 0 0 0 0 0 0 0 0
1163776	1963.872	1963.8669375 1963.8669375 0 0 0 0 0 0 0 0 -2.72762450280675e-07 -2.72762450327628e-07 0 0 0 0 0 0 0 0 -6.69726305436795e-07 -6.69726305464078e-07 0 0 0 0 0 0 0 0 -7.44229496189312e-19 2.92213058001426e-19 0 0 0 0 0 0 0 0
1164032	1964.304	1964.2989375 1964.2989375 0 0 0 0 0 0 0 0 -2.72728421384045e-07 -2.72728421430999e-07 0 0 0 0 0 0 0 0 -6.7016149926233e-07 -6.70161499289613e-07 0 0 0 0 0 0 0 0 -7.41512090522443e-19 2.94930463668295e-19 0 0 0 0 0 0 0 0
1164288	1964.736	1964.7309375 1964.7309375 0 0 0 0 0 0 0 0 -2.72688060589541e-07 -2.72688060636495e-07 0 0 0 0 0 0 0 0 -6.70574719265232e-07 -6.70574719292515e-07 0 0 0 0 0 0 0 0 -7.43005915247157e-19 2.93436638943582e-19 0 0 0 0 0 0 0 0
1164544	1965.168	1965.1629375 1965.1629375 0 0 0 0 0 0 0 0 -2.72647939053716e-07 -2.72647939100669e-07 0 0 0 0 0 0 0 0 -6.70965593734501e-07 -6.70965593761783e-07 0 0 0 0 0 0 0 0 -7.41892093840086e-19 2.94550460350653e-19 0 0 0 0 0 0 0 0
