# 0D ASCII output created by CarpetIOASCII
# created on nid03168 by elihu on Jul 11 2017 at 04:18:05-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0017/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid03168-elihu-2017.07.11-09.15.36-14306
# Run ID: run-J0040_N40-nid03168-elihu-2017.07.11-09.15.36-14306
#
# CARPET::TIMING (carpet-timing)
#
# column format: 1:it	2:time	3:data
# data columns: 3:physical_time_per_hour 4:current_physical_time_per_hour 5:time_total 6:time_evolution 7:time_computing 8:time_communicating 9:time_io 10:evolution_steps_count 11:local_grid_points_per_second 12:total_grid_points_per_second 13:local_grid_point_updates_count 14:total_grid_point_updates_count 15:local_interior_points_per_second 16:total_interior_points_per_second 17:local_interior_point_updates_count 18:total_interior_point_updates_count 19:io_per_second 20:io_bytes_per_second 21:io_bytes_ascii_per_second 22:io_bytes_binary_per_second 23:io_count 24:io_bytes_count 25:io_bytes_ascii_count 26:io_bytes_binary_count 27:comm_per_second 28:comm_bytes_per_second 29:comm_count 30:comm_bytes_count 31:time_levels
1158912	1955.664	16.1746456524571 18.0396711796997 88.5612988471985 69.1081600189209 83.51018198172 0 5.05111686547852 88 50412.0563516618 3167955.16093966 4209920 264556512 37809.0422637464 2908286.70512493 3157440 242871552 0 3850598439.51115 0 3850598439.51115 0 19449822720 0 19449822720 0 0 0 0 134.445610761642
1159168	1956.096	12.1495378222475 14.1972960325136 239.461507797241 220.008368968964 232.323830599426 0 7.13767719781494 215 54293.6295749557 3438141.03761585 12613704 798762096 41068.1245026939 2959105.37557096 9541104 687470696 1.82132080783643 2724983278.72746 31984.2147064156 2724951294.51276 13 19450051013 228293 19449822720 0 0 0 0 256.460327863693
1159424	1956.528	12.1970420623947 13.1819746770348 366.110957860947 346.657819032669 358.713024961258 0 7.39793289968872 342 58591.3712006135 3715972.34347419 21017488 1332967680 44394.1727561187 3155920.64191777 15924768 1132069840 3.24414945707467 2629119801.94067 30976.2203993013 2629088825.72027 24 19450051880 229160 19449822720 0 0 0 0 389.351799964905
1159680	1956.96	11.8009974258538 12.7392234412794 509.530357837677 490.077219009399 501.865726490982 0 7.66463134669494 469 58623.7920762431 3720463.79228798 29421272 1867173264 44450.9971939693 3141615.17867336 22308432 1576668984 4.82736850950499 2537665163.55508 58090.2041938379 2537607073.35088 37 19450267960 445240 19449822720 0 0 0 0 510.532739639282
1159936	1957.392	11.8936249587762 12.4753831112805 636.472762823105 617.019623994827 628.548219200867 0 7.92454362223816 596 60178.4474834574 3820516.5087463 37825056 2401378848 45648.2018777796 3215772.57918228 28692096 2021268128 6.05713114699761 2454433939.31455 56293.462597409 2454377645.85195 48 19450268820 446100 19449822720 0 0 0 0 636.878638982773
1160192	1957.824	11.728653242509 12.2944559870473 777.749919891357 758.29678106308 769.593069231552 0 8.1568506598053 723 60069.2000074274 3814463.1875794 46228840 2935584432 45577.0216785133 3204118.345897 35075760 2465867272 7.47837646465579 2384558181.36363 81190.0361573873 2384476991.32747 61 19450484975 662255 19449822720 0 0 0 0 757.04781126976
1160448	1958.256	11.7220981756949 12.119985652228 910.846457958221 891.393319129944 902.438467233673 0 8.40799072454834 850 60538.8909977102 3844904.82396685 54632624 3469790016 45941.5522557337 3225113.4250978 41459424 2910466416 8.56328252001821 2313333408.20792 78867.7130748882 2313254540.49485 72 19450485839 663119 19449822720 0 0 0 0 882.552471399307
1160704	1958.688	11.5336324202707 11.9656090318056 1060.25273799896 1040.79959917068 1051.51158522905 0 8.74115276991272 977 59948.3723103905 3807847.34685335 63036408 4003995600 45499.3446311658 3190707.17539376 47843088 3355065560 9.72411788666733 2225187307.89717 100613.731752543 2225086694.16542 85 19450702200 879480 19449822720 0 0 0 0 1002.68555593491
1160960	1959.12	11.6144694861181 11.8554219903207 1186.91068100929 1167.45754218102 1177.95199331677 0 8.95868769252014 1104 60647.7958400028 3852619.80942172 71440192 4538201184 46034.7724760099 3225653.27412134 54226752 3799664704 10.7158551893882 2171155390.0065 98267.8524149279 2171057122.15408 96 19450703071 880351 19449822720 0 0 0 0 1127.08238601685
1161216	1959.552	11.4873477986549 11.7702880666988 1335.21377086639 1315.76063203812 1324.60938321399 0 10.6043876524048 1231 60277.3746070477 3829360.43808815 79843976 5072406768 45757.199645481 3204162.60203582 60610416 4244263848 10.2787641844913 1834233142.8811 103407.385314826 1834129735.49579 109 19450919292 1096572 19449822720 0 0 0 0 1249.02284407616
