# Scalar ASCII output created by CarpetIOScalar
# created on nid06224 by elihu on Apr 28 2017 at 05:02:33-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0007/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid06224-elihu-2017.04.28-10.00.01-2659
# Run ID: run-J0040_N40-nid06224-elihu-2017.04.28-10.00.01-2659
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
470016 793.152 0 0 0
470272 793.584 0 0 0
470528 794.016 0.000742337566436943 3.85281089567156e-05 7.72763257438229e-05
470784 794.448 0.0977199327829937 0.0977197154280784 0.097719315698461
471040 794.88 0.0998491721734314 0.109934790438443 0.0977141139833066
471296 795.312 0.116554458437407 0.115597663508332 0.115701403851675
471552 795.744 0.0977199327829937 0.0977197154280784 0.109887781643992
471808 796.176 0.0998491721734314 0.109934790438443 0.0977141139833066
472064 796.608 0.116554458437407 0.115729855298348 0.115711469412028
472320 797.04 0.115578743612174 0.11554689779768 0.115545882338435
472576 797.472 0.0998491721734314 0.109934790438443 0.0977141139833066
472832 797.904 93322753906.25 93322753906.25 93322753906.25
473088 798.336 93322753906.25 93322753906.25 93322753906.25
473344 798.768 36191940307.8077 34996032714.8499 34996032714.8499
473600 799.2 93322753906.25 93322753906.25 93322753906.25
473856 799.632 93322753906.25 93322753906.25 93322753906.25
474112 800.064 96679687500 96679687500 96679687500
474368 800.496 104988098144.531 104988098144.531 104988098144.531
474624 800.928 93322753906.25 93322753906.25 93322753906.25
474880 801.36 96679687500 96679687500 96679687500
475136 801.792 104988098144.531 104988098144.531 104988098144.531
475392 802.224 93322753906.25 93322753906.25 93322753906.25
475648 802.656 96679687500 96679687500 96679687500
475904 803.088 104988098144.531 104988098144.531 104988098144.531
476160 803.52 93322753906.25 93322753906.25 93322753906.25
476416 803.952 96679687500 96679687500 96679687500
476672 804.384 104988098144.531 104988098144.531 104988098144.531
476928 804.816 93322753906.25 93322753906.25 93322753906.25
477184 805.248 96679687500 96679687500 96679687500
