# Scalar ASCII output created by CarpetIOScalar
# created on nid06224 by elihu on Apr 28 2017 at 05:02:33-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0007/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid06224-elihu-2017.04.28-10.00.01-2659
# Run ID: run-J0040_N40-nid06224-elihu-2017.04.28-10.00.01-2659
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
470016 793.152 0
470272 793.584 0
470528 794.016 2.88524098635821e-14
470784 794.448 1.55799043647865e-12
471040 794.88 1.11590229059782e-11
471296 795.312 1.74970536246938e-11
471552 795.744 3.58115428867409e-12
471808 796.176 1.70709765269548e-11
472064 796.608 2.00542538568813e-11
472320 797.04 1.94604046964582e-11
472576 797.472 12.3822517438401
472832 797.904 125.183668246946
473088 798.336 129.40493018717
473344 798.768 81.2296166785576
473600 799.2 255.769733501288
473856 799.632 2848.84838509507
474112 800.064 4025.71989958625
474368 800.496 500.877118993646
474624 800.928 2901.1125814174
474880 801.36 4144.12864967834
475136 801.792 638.200353173673
475392 802.224 4142.56623242695
475648 802.656 6204.32507842446
475904 803.088 1274.30368172782
476160 803.52 5476.86107835659
476416 803.952 9099.9500932988
476672 804.384 1871.57058974347
476928 804.816 5565.82224470695
477184 805.248 9263.3079598546
477440 805.68 2122.0809970511
477696 806.112 5909.71092410509
477952 806.544 9514.05587842475
478208 806.976 2851.2591608371
478464 807.408 6189.58981618766
478720 807.84 10712.6583807601
478976 808.272 4183.2801958287
479232 808.704 6465.90245214253
479488 809.136 11838.9390083431
479744 809.568 5052.52708881131
480000 810 6565.45761769469
480256 810.432 12428.1764819327
480512 810.864 5230.79620682581
480768 811.296 6580.72847001589
481024 811.728 12482.1765838699
481280 812.16 5654.26656385831
481536 812.592 6547.20230278394
481792 813.024 13042.7726592828
482048 813.456 6744.2047449505
482304 813.888 6641.18558470141
482560 814.32 14271.5705897909
482816 814.752 7180.44542206568
483072 815.184 6904.83156194429
483328 815.616 14461.0095195731
483584 816.048 7288.37992019017
483840 816.48 6961.83921141198
484096 816.912 14493.0057083445
484352 817.344 7534.04361047472
484608 817.776 7190.85503125111
484864 818.208 14599.8198369375
485120 818.64 7540.73028875278
485376 819.072 7117.08939385771
485632 819.504 14579.4339872536
485888 819.936 7705.60813079808
486144 820.368 7146.45853260445
486400 820.8 14779.6447489943
486656 821.232 7960.80835460842
486912 821.664 7452.23942710027
487168 822.096 15184.2813066471
487424 822.528 8322.03034370474
487680 822.96 7696.40265173579
487936 823.392 14887.1648889038
488192 823.824 8172.33418192896
488448 824.256 7623.93977048547
488704 824.688 14684.157096595
488960 825.12 8266.51165518636
489216 825.552 7660.75133852009
489472 825.984 14505.395118519
489728 826.416 8283.80738318544
489984 826.848 7637.24349346622
490240 827.28 14624.3044349232
490496 827.712 8208.68486524769
490752 828.144 7586.33574865948
491008 828.576 14328.1597954183
491264 829.008 8078.23031018013
491520 829.44 7556.98913189603
491776 829.872 14146.0338554321
492032 830.304 8005.20724315103
492288 830.736 7515.66771865619
492544 831.168 14076.0976534686
492800 831.6 7950.626529369
493056 832.032 7636.17529893728
493312 832.464 13700.7826815072
493568 832.896 7858.43247472897
493824 833.328 7631.85774415774
494080 833.76 13749.7467158722
494336 834.192 7857.9066607477
494592 834.624 7651.6497467338
494848 835.056 13676.4383948446
495104 835.488 7786.70338530028
