# Scalar ASCII output created by CarpetIOScalar
# created on nid06224 by elihu on Apr 28 2017 at 05:02:33-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0007/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid06224-elihu-2017.04.28-10.00.01-2659
# Run ID: run-J0040_N40-nid06224-elihu-2017.04.28-10.00.01-2659
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
470016 793.152 0
470272 793.584 0
470528 794.016 0.00280638582562906
470784 794.448 0.0366617824666258
471040 794.88 0.0923882988247433
471296 795.312 0.115683998584704
471552 795.744 0.0432241772806365
471808 796.176 0.0923882988247433
472064 796.608 0.115683998584704
472320 797.04 0.0526149783729082
472576 797.472 23330688476.6607
472832 797.904 93322753906.25
473088 798.336 106048583984.375
473344 798.768 64399719238.0567
473600 799.2 93322753906.25
473856 799.632 106048583984.375
474112 800.064 102218627929.689
474368 800.496 104988098144.531
474624 800.928 106048583984.375
474880 801.36 102218627929.689
475136 801.792 104988098144.531
475392 802.224 106048583984.375
475648 802.656 104988098144.531
475904 803.088 104988098144.531
476160 803.52 96511840820.3125
476416 803.952 104988098144.531
476672 804.384 104988098144.531
476928 804.816 96511840820.3125
477184 805.248 104988098144.531
477440 805.68 104988098144.531
477696 806.112 104988098144.531
477952 806.544 104988098144.531
478208 806.976 104988098144.531
478464 807.408 104988098144.531
478720 807.84 104988098144.531
478976 808.272 104988098144.568
479232 808.704 104988098144.531
479488 809.136 143539428710.938
479744 809.568 121778011315.58
480000 810 104988098144.531
480256 810.432 104988098144.531
480512 810.864 109502440318.464
480768 811.296 116290967213.002
481024 811.728 121520593762.402
481280 812.16 109502440318.464
481536 812.592 116290967213.002
481792 813.024 121520593762.402
482048 813.456 105258892290.303
482304 813.888 116290967213.002
482560 814.32 121520593762.402
482816 814.752 105258892290.303
483072 815.184 116290967213.002
483328 815.616 121520593762.402
483584 816.048 108084082603.454
483840 816.48 112828457019.534
484096 816.912 121639922261.243
484352 817.344 121778011315.58
484608 817.776 158224358943.733
484864 818.208 151825609151.274
485120 818.64 123190245358.346
485376 819.072 158224358943.733
485632 819.504 151825609151.274
485888 819.936 123190245358.346
486144 820.368 158224358943.733
486400 820.8 151825609151.274
486656 821.232 123190245358.346
486912 821.664 158224358943.733
487168 822.096 151825609151.274
487424 822.528 124006243891.091
487680 822.96 123141295166.651
487936 823.392 152542069030.871
488192 823.824 124006243891.082
488448 824.256 119165246801.997
488704 824.688 129315216395.057
488960 825.12 124006243891.082
489216 825.552 119165246801.997
489472 825.984 129315216395.057
489728 826.416 124006243891.082
489984 826.848 119165246801.997
490240 827.28 129315216395.057
490496 827.712 124006243891.082
490752 828.144 119165246801.997
491008 828.576 129315216395.057
491264 829.008 124006243891.082
491520 829.44 119165246801.997
491776 829.872 132048726401.99
492032 830.304 124006243891.091
492288 830.736 123141295166.651
492544 831.168 166610350676.82
492800 831.6 123190245358.346
493056 832.032 118381831543.998
493312 832.464 151825609151.274
493568 832.896 123190245358.346
493824 833.328 118381831543.998
494080 833.76 151825609151.274
494336 834.192 123190245358.346
494592 834.624 118381831543.998
494848 835.056 151825609151.274
495104 835.488 123190245358.346
495360 835.92 118381831543.998
495616 836.352 129315216395.057
495872 836.784 111260139640.062
496128 837.216 112601190805.435
496384 837.648 129315216395.057
496640 838.08 119916917538.02
496896 838.512 112601190805.435
