# Scalar ASCII output created by CarpetIOScalar
# created on nid06224 by elihu on Apr 28 2017 at 05:02:33-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0007/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid06224-elihu-2017.04.28-10.00.01-2659
# Run ID: run-J0040_N40-nid06224-elihu-2017.04.28-10.00.01-2659
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
470016 793.152 0 0 0
470272 793.584 0 0 0
470528 794.016 2.09675858161789e-09 2.32385714336542e-10 2.67227376987511e-10
470784 794.448 8.12916512131154e-07 9.42153643714506e-07 8.77730368520334e-07
471040 794.88 1.16100031349131e-06 1.64330374845063e-06 1.23957495085795e-06
471296 795.312 9.10723343916816e-07 1.1771291598078e-06 1.07590479800179e-06
471552 795.744 1.11884227403539e-06 1.45848639605327e-06 1.29420643824126e-06
471808 796.176 1.38867967306134e-06 1.99936399958584e-06 1.51803340996255e-06
472064 796.608 1.05660083385783e-06 1.4175010741086e-06 1.18722052508704e-06
472320 797.04 1.13825094324419e-06 1.46337246971668e-06 1.32517096229469e-06
472576 797.472 1.43247048254663e-06 1.99152784715897e-06 1.57699107331597e-06
472832 797.904 3087964.3128886 3087964.3128886 3087964.3128886
473088 798.336 3087964.31287859 3087964.31287859 3087964.31287859
473344 798.768 1354833.3827419 1345029.95321227 1345029.95321227
473600 799.2 4414430.94745212 4414430.94745212 4414430.94745212
473856 799.632 20376274.4210988 20376274.4210988 20376274.4210988
474112 800.064 22565145.2983993 22563972.6416384 22563972.6416384
474368 800.496 5589256.69219527 5589256.69219527 5495410.00346045
474624 800.928 20457610.0312516 20523396.5058472 20523396.5058472
474880 801.36 22697976.6849565 22756125.8117661 22756125.8117661
475136 801.792 5885027.68141335 5885027.68141335 5764056.09261241
475392 802.224 23364204.4794375 23440400.1208998 23440400.1208998
475648 802.656 26790532.8173869 26872073.2999965 26918469.3927255
475904 803.088 8884851.83953141 8884855.26769087 8846350.55299136
