# Scalar ASCII output created by CarpetIOScalar
# created on nid11022 by elihu on Apr 28 2017 at 19:01:22-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0008/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid11022-elihu-2017.04.28-23.57.41-14813
# Run ID: run-J0040_N40-nid11022-elihu-2017.04.28-23.57.41-14813
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
537088 906.336 0
537344 906.768 0
537600 907.2 0.0146067488692205
537856 907.632 0.0565572702477134
538112 908.064 0.271409193447883
538368 908.496 0.097436479371333
538624 908.928 93322753906.25
538880 909.36 93322753906.25
539136 909.792 93322753906.25
539392 910.224 93322753906.25
539648 910.656 93322753906.25
539904 911.088 93322753906.25
540160 911.52 93322753906.25
540416 911.952 93322753906.2584
540672 912.384 93322753906.2563
540928 912.816 93322753906.2526
541184 913.248 104988098144.568
541440 913.68 93322753906.2563
541696 914.112 93322753906.2526
541952 914.544 104988098144.568
542208 914.976 104988098144.494
542464 915.408 93322753906.2556
542720 915.84 104988098144.568
542976 916.272 104988098144.494
543232 916.704 109502440318.468
543488 917.136 104988098144.568
543744 917.568 104988098144.494
544000 918 109502440318.468
544256 918.432 104988098144.568
544512 918.864 104988098144.494
544768 919.296 104988098144.568
545024 919.728 104988098144.568
545280 920.16 104988098144.531
545536 920.592 104988098144.568
545792 921.024 104988098144.568
546048 921.456 104988098144.531
546304 921.888 109502440318.468
546560 922.32 110085903201.254
546816 922.752 124021960683.571
547072 923.184 122892377006.792
547328 923.616 122203290775.367
547584 924.048 139934316606.523
547840 924.48 146148009235.729
548096 924.912 122203290775.367
548352 925.344 139934316606.523
548608 925.776 146148009235.729
548864 926.208 122203290775.367
549120 926.64 139934316606.523
549376 927.072 146148009235.729
549632 927.504 123676688501.685
549888 927.936 141296239591.679
550144 928.368 144591883315.115
550400 928.8 142305607208.602
550656 929.232 145366673310.301
550912 929.664 153976328463.604
551168 930.096 168137138956.18
551424 930.528 145366673310.301
551680 930.96 153976328463.604
551936 931.392 168137138956.18
552192 931.824 145366673310.301
552448 932.256 160446797029.342
552704 932.688 168137138956.18
552960 933.12 150986665659.797
553216 933.552 160446797029.342
553472 933.984 172747576961.164
553728 934.416 150986665659.797
553984 934.848 160446797029.342
554240 935.28 172747576961.164
554496 935.712 139934316606.523
554752 936.144 144591883315.115
555008 936.576 151034057023.943
555264 937.008 139934316606.523
555520 937.44 143596897134.557
555776 937.872 151034057023.943
556032 938.304 139934316606.523
556288 938.736 143596897134.557
556544 939.168 151034057023.943
556800 939.6 139934316606.523
557056 940.032 123190245358.284
557312 940.464 121479269728.232
557568 940.896 118878597095.274
557824 941.328 118467252468.701
558080 941.76 119861269377.013
558336 942.192 120842847973.03
558592 942.624 114276143722.251
558848 943.056 119861269377.013
559104 943.488 116550273493.425
559360 943.92 113342035581.203
559616 944.352 119861269377.013
559872 944.784 1.46384436760371e+298
560128 945.216 113342035581.203
560384 945.648 123160121362.52
560640 946.08 8.14164246572347e+285
560896 946.512 130311160933.711
561152 946.944 123893732119.277
561408 947.376 1.11442896371706e+189
561664 947.808 113342035581.203
561920 948.24 123893732119.277
562176 948.672 1.11442896371706e+189
562432 949.104 113904303859.971
562688 949.536 123032927513.036
562944 949.968 1.30597144185594e+187
563200 950.4 114442592209.304
563456 950.832 116316650280.627
563712 951.264 124034879761.136
563968 951.696 130311160933.711
564224 952.128 120926253803.089
564480 952.56 124034879761.136
564736 952.992 130311160933.711
564992 953.424 120926253803.089
565248 953.856 118491899101.099
565504 954.288 110489513439.337
565760 954.72 120926253803.089
566016 955.152 110490351344.416
566272 955.584 110489513439.337
566528 956.016 114433653652.668
566784 956.448 110490351344.416
567040 956.88 110489513439.337
567296 957.312 114433653652.668
567552 957.744 110490351344.416
567808 958.176 110489513439.337
568064 958.608 114433653652.668
568320 959.04 110490351344.416
568576 959.472 109797838633.012
568832 959.904 114433653652.668
569088 960.336 110490351344.416
569344 960.768 2.125135301712e+301
569600 961.2 114433653652.668
569856 961.632 109727144241.333
570112 962.064 2.125135301712e+301
570368 962.496 109362602233.887
570624 962.928 109727144241.333
570880 963.36 2.125135301712e+301
571136 963.792 109362602233.887
571392 964.224 109727144241.333
571648 964.656 2.125135301712e+301
571904 965.088 1.24739581149355e+253
572160 965.52 6.71176780804937e+252
572416 965.952 2.125135301712e+301
572672 966.384 1.10606525157064e+250
572928 966.816 2.07263817369868e+218
573184 967.248 2.125135301712e+301
573440 967.68 3.86078377646795e+32
573696 968.112 2.07263817369868e+218
573952 968.544 2.125135301712e+301
574208 968.976 3.21731932032105e+33
574464 969.408 2.61961949836771e+218
574720 969.84 2.125135301712e+301
574976 970.272 6.61802968573502e+299
575232 970.704 2.61961949836771e+218
575488 971.136 2.125135301712e+301
575744 971.568 1.12947706636544e+300
576000 972 6.71176780804937e+252
576256 972.432 2.125135301712e+301
576512 972.864 8.05412136965925e+253
576768 973.296 6.87285023544256e+253
577024 973.728 2.125135301712e+301
577280 974.16 8.05412136965925e+253
577536 974.592 6.87285023544256e+253
577792 975.024 2.5501623620544e+300
578048 975.456 8.05412136965925e+253
578304 975.888 6.87285023544256e+253
578560 976.32 1.47067326349667e+299
578816 976.752 6.61802968573502e+299
579072 977.184 3.53730248311241e+218
579328 977.616 1.12366726894027e+218
579584 978.048 1.24982760632577e+136
579840 978.48 3.53730248311241e+218
580096 978.912 97656250000
580352 979.344 1.24982760632577e+136
580608 979.776 104988098144.531
580864 980.208 97656250000
581120 980.64 101257324218.758
581376 981.072 104988098144.531
581632 981.504 97656250000
581888 981.936 101257324218.758
582144 982.368 104988098144.531
582400 982.8 97656250000
582656 983.232 96679687500
582912 983.664 100708007812.545
583168 984.096 97656250000
583424 984.528 97656250000.0005
583680 984.96 100708007812.545
583936 985.392 97656250000
584192 985.824 97656250000.0005
584448 986.256 100708007812.545
584704 986.688 97656250000
584960 987.12 97656250000.0005
585216 987.552 100708007812.545
585472 987.984 97656250000.0121
585728 988.416 97656250000.0005
585984 988.848 100708007812.545
586240 989.28 97656250000.0121
586496 989.712 93442082405.0903
586752 990.144 100708007812.545
587008 990.576 97656250000.0121
587264 991.008 93442082405.0903
587520 991.44 100708007812.545
587776 991.872 97656250000.0121
588032 992.304 105122342705.728
588288 992.736 100708007812.545
588544 993.168 97656250000.0121
588800 993.6 104988098144.533
589056 994.032 100708007812.545
589312 994.464 97656250000.0003
589568 994.896 104988098144.533
589824 995.328 100708007812.545
590080 995.76 97656250000.0003
590336 996.192 104988098144.533
590592 996.624 100708007812.545
590848 997.056 96362147480.2125
591104 997.488 104988098144.533
591360 997.92 100708007812.545
591616 998.352 96362147480.2125
591872 998.784 97656250000
592128 999.216 100708007812.545
592384 999.648 96362147480.2125
592640 1000.08 97656250000
592896 1000.512 100708007812.545
593152 1000.944 96362147480.2125
593408 1001.376 97656250000
593664 1001.808 100708007812.545
593920 1002.24 96239089965.7835
594176 1002.672 97656250000
594432 1003.104 100708007812.545
594688 1003.536 96239089965.7835
594944 1003.968 97656250000
595200 1004.4 100708007812.545
595456 1004.832 96239089965.7835
595712 1005.264 97656250000
595968 1005.696 85937500000.002
596224 1006.128 96239089965.7835
596480 1006.56 97656250000
596736 1006.992 85937500000.002
596992 1007.424 96239089965.7835
597248 1007.856 97656250000
597504 1008.288 69992065429.6848
597760 1008.72 96239089965.7835
598016 1009.152 97656250000
598272 1009.584 69992065429.6848
598528 1010.016 96239089965.7835
598784 1010.448 97656250000
599040 1010.88 104988098144.386
599296 1011.312 73242187500.1028
599552 1011.744 97656250000
599808 1012.176 104988098144.384
600064 1012.608 69992065429.7858
600320 1013.04 97656250000
600576 1013.472 104988098144.384
600832 1013.904 69992065429.7858
601088 1014.336 97656250000
601344 1014.768 104988098144.384
601600 1015.2 69992065429.7858
601856 1015.632 93322753906.25
602112 1016.064 96679687500.2158
602368 1016.496 69992065429.7858
602624 1016.928 93442082405.0903
602880 1017.36 96679687500.2158
