# Scalar ASCII output created by CarpetIOScalar
# created on nid14400 by elihu on Apr 29 2017 at 20:04:57-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0010/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid14400-elihu-2017.04.30-01.01.22-4319
# Run ID: run-J0040_N40-nid14400-elihu-2017.04.30-01.01.22-4319
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
669440 1129.68 0 0 0
669696 1130.112 0 0 0
669952 1130.544 3.51706579095048e-14 0 0
670208 1130.976 1.4433852933331e-11 1.36916403731467e-11 1.34415494108343e-11
670464 1131.408 2.4596204802313e-11 4.68446227812643e-11 3.04885498981996e-11
670720 1131.84 4.88071586341422e-11 4.37310061063821e-11 2.74016494582323e-11
670976 1132.272 9.19742870349894e-11 5.0178294945293e-11 4.73428209213701e-11
671232 1132.704 6.06553015868761e-11 9.54041649964677e-11 9.47650191280089e-11
671488 1133.136 8.99626390576981e-11 5.9373168964282e-11 5.75282241782999e-11
671744 1133.568 9.77489948720027e-11 6.53215268867505e-11 7.92803219410202e-11
672000 1134 751.102008785298 1.43666229794362e-10 1.35456471459433e-10
672256 1134.432 29.9453177810079 29.9453177809576 29.9453177809922
672512 1134.864 64.0479488833586 28.9323683423934 28.9323683424578
672768 1135.296 1006.38637041708 228.860625907045 220.168781114465
673024 1135.728 281.998265209609 281.998265209539 281.998265209592
673280 1136.16 216.127844043327 181.027611690488 181.012263503403
673536 1136.592 1226.80575099816 449.280006490479 440.588161697919
673792 1137.024 894.948742700767 894.948742700682 894.94874270089
674048 1137.456 777.947106070839 742.846873718594 742.831525531522
674304 1137.888 5752.02547354347 2309.74234591255 2301.05050112025
674560 1138.32 1423.13605135261 1423.13605135254 1423.13607731949
674816 1138.752 1379.36868893922 1344.26845658805 1344.25310840112
675072 1139.184 5598.82742241205 2348.30828543629 2339.61644064415
675328 1139.616 1476.64527686307 1476.64527686299 1476.64527686322
675584 1140.048 1482.24636627535 1447.14959795727 1447.13078573782
675840 1140.48 5146.65233237206 2279.66570626404 2270.96933191538
676096 1140.912 1649.09814640695 1649.10376305738 1649.0981464071
676352 1141.344 1678.141388252 1642.95180528818 1642.94924934934
676608 1141.776 5038.75864476643 2363.53167486928 2354.84122240411
676864 1142.208 1815.35999214783 1815.36000953561 1815.35999214793
677120 1142.64 1732.66932474608 1667.89120445365 1668.22071517922
677376 1143.072 4814.59130550283 2475.3611526234 2363.27511364041
677632 1143.504 2205.51183285549 2158.05145217541 2063.3001556483
677888 1143.936 2073.22347357918 2015.32713874907 2015.98169405959
678144 1144.368 4802.74189331071 2716.38261893883 2584.31541639677
678400 1144.8 1.73141839655121e+220 2689.04076682517 2638.13225524044
678656 1145.232 2236.27061147951 2199.43833734857 2241.79260049345
678912 1145.664 4464.52811381313 3138.29369088845 3006.23602284025
679168 1146.096 1.73141839653475e+220 3398.58197059053 3375.28526973434
679424 1146.528 2491.48825833206 2500.51701179543 2540.11836148913
679680 1146.96 10050.734704881 8108.17867003251 7887.16909708193
679936 1147.392 1.73141839648498e+220 9243.77692094376 8437.99598095721
680192 1147.824 3105.79175555562 3179.99446484013 3227.93286260577
680448 1148.256 10201.9973317208 8323.41633072828 8098.55915731545
680704 1148.688 1.73141839644383e+220 14704.9034302999 13098.0212099948
680960 1149.12 3705.92697281493 3975.76616430372 3817.72885884653
681216 1149.552 15676.214955758 13360.1279563025 12772.0685547304
681472 1149.984 1.72717472381768e+220 14879.2422566697 13177.1415289978
681728 1150.416 7746.95227596308 8191.4966311772 7833.9302115685
681984 1150.848 19660.322014226 17454.5481529003 16632.3468112621
