# Scalar ASCII output created by CarpetIOScalar
# created on nid14400 by elihu on Apr 29 2017 at 20:04:57-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0010/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid14400-elihu-2017.04.30-01.01.22-4319
# Run ID: run-J0040_N40-nid14400-elihu-2017.04.30-01.01.22-4319
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
669440 1129.68 0
669696 1130.112 0
669952 1130.544 5.06743181282086e-09
670208 1130.976 7.58860915339134e-07
670464 1131.408 1.06307490421992e-06
670720 1131.84 2.77402893615033e-07
670976 1132.272 1.22888775353797e-06
671232 1132.704 1.26319411376908e-06
671488 1133.136 5.49151955765295e-07
671744 1133.568 1.20837974123005e-06
672000 1134 4631946.46718619
672256 1134.432 754965.504441942
672512 1134.864 2215132.24225803
672768 1135.296 6391853.72864263
673024 1135.728 4306963.76374913
673280 1136.16 3742084.88773093
673536 1136.592 7730885.42281049
673792 1137.024 8586367.38775091
674048 1137.456 8048903.34647632
674304 1137.888 14032021.0331825
674560 1138.32 10782900.9098841
674816 1138.752 10495854.5089381
675072 1139.184 14244997.6776764
675328 1139.616 11053645.0989841
675584 1140.048 10871955.2515478
675840 1140.48 14119603.8708267
676096 1140.912 11670785.1074256
676352 1141.344 11514184.8063694
676608 1141.776 14476906.2052131
676864 1142.208 12102302.2755844
677120 1142.64 11523391.0320763
677376 1143.072 14851978.6664593
677632 1143.504 13337870.5019307
677888 1143.936 12546940.2235123
678144 1144.368 15291682.2402456
678400 1144.8 13975486.9888419
678656 1145.232 12861262.7952938
678912 1145.664 15343983.8839729
679168 1146.096 15031132.9916821
679424 1146.528 13384416.518567
679680 1146.96 25692355.325897
679936 1147.392 27880554.3872255
680192 1147.824 14912949.5411711
680448 1148.256 25738567.4396607
680704 1148.688 36136038.4248799
680960 1149.12 16403530.4742019
681216 1149.552 32747325.1977887
681472 1149.984 36147604.3552066
681728 1150.416 24847295.6956631
681984 1150.848 38090064.9321151
682240 1151.28 35576144.7554156
682496 1151.712 24402491.1503785
682752 1152.144 43467879.0265386
683008 1152.576 36138889.8891136
683264 1153.008 30853780.6626028
683520 1153.44 43724766.897987
683776 1153.872 37220464.6093138
684032 1154.304 32749500.6154143
684288 1154.736 44566911.7355557
684544 1155.168 36994434.5884353
684800 1155.6 34111338.5596974
685056 1156.032 44874808.9999194
685312 1156.464 37842452.4126316
685568 1156.896 34128508.0565494
685824 1157.328 44969163.5146396
686080 1157.76 38287803.9177326
686336 1158.192 34198800.4309726
686592 1158.624 44711013.1402643
686848 1159.056 38242583.2277885
687104 1159.488 34426269.2211696
687360 1159.92 44688517.2636283
687616 1160.352 38247747.2110781
687872 1160.784 34304569.623051
688128 1161.216 44466961.5069145
688384 1161.648 37950285.495505
688640 1162.08 33956952.2089415
688896 1162.512 44312142.7895779
689152 1162.944 37844304.5610635
689408 1163.376 33673383.8827156
689664 1163.808 44004461.7025069
689920 1164.24 37391057.1712063
690176 1164.672 33433666.0562882
690432 1165.104 43830671.8663208
690688 1165.536 36933177.9406134
690944 1165.968 33172918.6869676
691200 1166.4 43502361.3301562
691456 1166.832 36688103.1065846
691712 1167.264 32629384.3072698
691968 1167.696 43185842.9027505
692224 1168.128 35989305.3319464
692480 1168.56 32229723.3061275
692736 1168.992 42933854.5130243
692992 1169.424 35531359.7985688
693248 1169.856 31780964.9053639
693504 1170.288 42540506.0699533
693760 1170.72 35281828.1017692
694016 1171.152 31391295.7639893
694272 1171.584 42101022.7023805
694528 1172.016 34674849.8457205
694784 1172.448 31604932.1495333
695040 1172.88 41601473.456184
695296 1173.312 34023707.3253868
695552 1173.744 31049174.6346141
695808 1174.176 41110855.5800608
696064 1174.608 33597448.6593108
696320 1175.04 30511684.2900598
696576 1175.472 40751928.3674776
696832 1175.904 33370584.1714487
697088 1176.336 30207994.3630926
697344 1176.768 40377629.9734851
697600 1177.2 32914257.0034535
697856 1177.632 30055074.0198095
698112 1178.064 39984772.8823568
698368 1178.496 32317269.3633334
698624 1178.928 29624380.8372616
698880 1179.36 39572232.4958575
699136 1179.792 31672087.4294667
699392 1180.224 29223519.2881221
699648 1180.656 39380287.8945171
699904 1181.088 31149907.9091455
700160 1181.52 28732022.0904461
700416 1181.952 38908942.8484634
700672 1182.384 30494027.7893958
700928 1182.816 27816754.6537535
701184 1183.248 38408951.4974101
701440 1183.68 30251603.0791177
701696 1184.112 27341505.3159941
701952 1184.544 37920508.833108
702208 1184.976 29663374.7396626
702464 1185.408 26989762.3464089
702720 1185.84 37436367.50118
702976 1186.272 29198820.2144048
703232 1186.704 26583346.5176597
703488 1187.136 36929772.8040623
703744 1187.568 28772050.5658393
704000 1188 26560895.9840175
704256 1188.432 37153342.8326287
704512 1188.864 28908567.574163
704768 1189.296 26628666.0844928
705024 1189.728 37118757.7819414
705280 1190.16 28832442.2486286
705536 1190.592 26470511.4113336
705792 1191.024 36984593.5507228
706048 1191.456 28764803.2420333
706304 1191.888 26446142.2850815
706560 1192.32 36941146.0553689
706816 1192.752 28710395.2843192
707072 1193.184 26469214.2422531
707328 1193.616 36941507.4144033
707584 1194.048 28768585.3133494
707840 1194.48 26503396.6628277
708096 1194.912 36410361.819916
708352 1195.344 27914265.8605876
708608 1195.776 25545863.6722574
708864 1196.208 36295664.0191498
709120 1196.64 27815509.6965872
709376 1197.072 25356662.9512709
709632 1197.504 36238178.8258709
709888 1197.936 27697592.9845098
710144 1198.368 25293573.2230752
710400 1198.8 36131481.5026593
710656 1199.232 27636717.4727946
710912 1199.664 -nan
711168 1200.096 -nan
711424 1200.528 27524367.9085349
711680 1200.96 -nan
711936 1201.392 -nan
712192 1201.824 27432414.5909745
712448 1202.256 -nan
712704 1202.688 -nan
712960 1203.12 27450484.7491849
713216 1203.552 -nan
713472 1203.984 -nan
713728 1204.416 -nan
713984 1204.848 -nan
714240 1205.28 -nan
714496 1205.712 -nan
714752 1206.144 -nan
715008 1206.576 -nan
715264 1207.008 -nan
715520 1207.44 -nan
715776 1207.872 -nan
716032 1208.304 inf
716288 1208.736 -nan
716544 1209.168 -nan
716800 1209.6 inf
717056 1210.032 -nan
717312 1210.464 -nan
717568 1210.896 -nan
717824 1211.328 -nan
718080 1211.76 -nan
718336 1212.192 -nan
718592 1212.624 -nan
718848 1213.056 -nan
719104 1213.488 -nan
719360 1213.92 -nan
719616 1214.352 -nan
719872 1214.784 inf
720128 1215.216 -nan
720384 1215.648 -nan
720640 1216.08 inf
720896 1216.512 -nan
721152 1216.944 inf
721408 1217.376 26532405.9425329
721664 1217.808 3820829.87947462
721920 1218.24 16812622.4613255
722176 1218.672 18931931.0200847
722432 1219.104 3415703.08305043
722688 1219.536 3526094.9515939
722944 1219.968 inf
723200 1220.4 3332087.58838564
723456 1220.832 3435368.63237537
723712 1221.264 inf
723968 1221.696 3264413.9415798
724224 1222.128 3408413.48628999
724480 1222.56 inf
724736 1222.992 3168109.19603017
724992 1223.424 inf
725248 1223.856 inf
725504 1224.288 3089543.98314372
725760 1224.72 inf
726016 1225.152 inf
726272 1225.584 2984044.71060021
726528 1226.016 inf
726784 1226.448 inf
727040 1226.88 3052482.38791138
727296 1227.312 inf
727552 1227.744 2968692.97714623
727808 1228.176 3055963.92950376
728064 1228.608 inf
728320 1229.04 2973879.83830346
728576 1229.472 3097404.087363
728832 1229.904 inf
729088 1230.336 2541664.03520604
729344 1230.768 2797311.86037486
729600 1231.2 inf
729856 1231.632 2543177.46079516
730112 1232.064 2741303.74678277
730368 1232.496 inf
730624 1232.928 inf
730880 1233.36 2719002.68409329
731136 1233.792 inf
731392 1234.224 inf
731648 1234.656 inf
731904 1235.088 inf
732160 1235.52 inf
732416 1235.952 inf
732672 1236.384 inf
732928 1236.816 inf
733184 1237.248 inf
733440 1237.68 inf
733696 1238.112 inf
733952 1238.544 inf
734208 1238.976 inf
734464 1239.408 inf
734720 1239.84 inf
