# Scalar ASCII output created by CarpetIOScalar
# created on nid14400 by elihu on Apr 29 2017 at 20:04:57-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0010/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid14400-elihu-2017.04.30-01.01.22-4319
# Run ID: run-J0040_N40-nid14400-elihu-2017.04.30-01.01.22-4319
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
669440 1129.68 0 0 0
669696 1130.112 0 0 0
669952 1130.544 3.44228070276339e-09 0 0
670208 1130.976 7.82964802984554e-07 7.43016144726827e-07 7.30032158093833e-07
670464 1131.408 1.16838918743127e-06 1.64528920681303e-06 1.29545030609801e-06
670720 1131.84 1.80922898516083e-06 1.51553868397764e-06 1.05095118433459e-06
670976 1132.272 2.23072298202538e-06 1.34807431153704e-06 1.52156533797552e-06
671232 1132.704 1.78420788286165e-06 2.21359460016384e-06 2.08795996469429e-06
671488 1133.136 2.44493992955153e-06 1.65594524860796e-06 1.51451705756529e-06
671744 1133.568 2.30773484397576e-06 1.59259703494897e-06 1.94076815382553e-06
672000 1134 4631946.46718619 2.84899013465582e-06 2.58531454484011e-06
672256 1134.432 754957.374389208 754957.374389208 754957.374389208
672512 1134.864 2215132.24225803 1483850.99897175 1483850.99897175
672768 1135.296 6391853.72864263 4106898.94899101 4086057.87411952
673024 1135.728 4306960.91353785 4306960.91353785 4306960.91353785
673280 1136.16 3742084.88773093 3361281.7136939 3361279.85200846
673536 1136.592 7622760.41886287 5841001.7370581 5826366.90105823
673792 1137.024 8078013.34305109 8078013.34305109 8078013.34305109
674048 1137.456 7374034.68751879 7188282.34174242 7188281.47120791
674304 1137.888 13913209.1280658 9491850.01404093 9482851.18846042
674560 1138.32 10314684.1050755 10314684.1050755 10314684.1054629
674816 1138.752 10029297.6400962 9893524.47844524 9893523.8459459
675072 1139.184 14058005.0056808 9985740.26813659 9977186.91195689
675328 1139.616 10514010.8402013 10514010.8402013 10514010.8402013
675584 1140.048 10415600.0558924 10284927.8528016 10284927.1976523
675840 1140.48 13859961.4468863 10262815.7615352 10254493.467547
676096 1140.912 11171319.0086034 11171319.0537686 11171319.0086034
676352 1141.344 11107760.3628383 10985292.0499749 10985292.0146607
676608 1141.776 14186331.038079 10956665.4985375 10948870.7471746
676864 1142.208 11730791.228686 11730791.2286883 11730791.228686
677120 1142.64 11296726.8429195 11073260.3673799 11074688.5662613
677376 1143.072 14569778.8227471 11734164.0745892 11417086.3831486
677632 1143.504 13001739.9956877 12741909.5360477 12517345.2791175
677888 1143.936 12371468.1106039 12188896.458402 12190706.1753417
678144 1144.368 15054388.4955982 12754294.6247166 12389621.313261
678400 1144.8 inf 13647865.2205339 13595439.8003844
678656 1145.232 12837550.7739394 12686661.9320127 12882286.374818
678912 1145.664 15041699.536795 13825714.2006873 13493342.9969584
679168 1146.096 inf 15010309.8716614 15034705.1954596
679424 1146.528 13391701.3751428 13298888.3113179 13476586.9893645
679680 1146.96 25489713.0047742 23747113.9383935 23541756.9696833
679936 1147.392 inf 26653019.6022446 24656189.7525327
680192 1147.824 14884472.7369832 14903129.8189787 15083394.8114421
680448 1148.256 25549637.3355802 23909911.3214526 23694991.7298244
680704 1148.688 inf 34173548.6928046 30995728.2084559
680960 1149.12 16255038.1653416 16621224.3092541 16423412.5285486
681216 1149.552 32557856.2955451 30666335.0089909 30140993.7114103
681472 1149.984 inf 34200049.3095994 30984919.1402504
681728 1150.416 23884713.6176464 24333733.8745281 23964125.333666
681984 1150.848 37545803.6954224 35998628.7938662 35290775.3359026
682240 1151.28 inf 33555664.1096473 30289605.7650883
