# Scalar ASCII output created by CarpetIOScalar
# created on nid14400 by elihu on Apr 29 2017 at 20:04:57-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0010/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid14400-elihu-2017.04.30-01.01.22-4319
# Run ID: run-J0040_N40-nid14400-elihu-2017.04.30-01.01.22-4319
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
669440 1129.68 0
669696 1130.112 0
669952 1130.544 0.00188542319522824
670208 1130.976 0.109774415031623
670464 1131.408 0.115569663227976
670720 1131.84 0.0470600267518732
670976 1132.272 0.104108238118628
671232 1132.704 0.115569663227976
671488 1133.136 0.0706683625296155
671744 1133.568 0.104108238118628
672000 1134 34996032714.8499
672256 1134.432 23330688476.4643
672512 1134.864 93322753906.25
672768 1135.296 93322753906.25
673024 1135.728 104988098144.531
673280 1136.16 93322753906.25
673536 1136.592 104988098144.531
673792 1137.024 104988098144.531
674048 1137.456 104988098144.458
674304 1137.888 104988098144.531
674560 1138.32 104988098144.531
674816 1138.752 104988098144.458
675072 1139.184 104988098144.531
675328 1139.616 104988098144.531
675584 1140.048 104988098144.458
675840 1140.48 104988098144.531
676096 1140.912 104988098144.605
676352 1141.344 104988098144.458
676608 1141.776 104988098144.531
676864 1142.208 105122342705.727
677120 1142.64 105304224416.614
677376 1143.072 104988098144.531
677632 1143.504 105122342705.727
677888 1143.936 109502440318.465
678144 1144.368 109929084777.832
678400 1144.8 109502440318.47
678656 1145.232 123190245358.278
678912 1145.664 109929084777.832
679168 1146.096 154749889887.171
679424 1146.528 147924652555.957
679680 1146.96 109929084777.832
679936 1147.392 154749889887.171
680192 1147.824 147924652555.957
680448 1148.256 120931757526.705
680704 1148.688 154749889887.171
680960 1149.12 147924652555.957
681216 1149.552 111346686637.262
681472 1149.984 154749889887.171
681728 1150.416 155285169782.148
681984 1150.848 172580255728.27
682240 1151.28 167243050799.62
682496 1151.712 123190245358.278
682752 1152.144 117658102746.608
683008 1152.576 118215796268.472
683264 1153.008 123543515741.331
683520 1153.44 123379005643.034
683776 1153.872 118215796268.472
684032 1154.304 143539428710.938
684288 1154.736 161481857299.805
684544 1155.168 167243050799.62
684800 1155.6 155285169782.148
685056 1156.032 172580255728.27
685312 1156.464 167243050799.62
685568 1156.896 155285169782.148
685824 1157.328 172580255728.27
686080 1157.76 166723826775.861
686336 1158.192 147924652555.957
686592 1158.624 163290111213.428
686848 1159.056 154749889887.171
687104 1159.488 147924652555.957
687360 1159.92 163290111213.428
687616 1160.352 154749889887.171
687872 1160.784 147924652555.957
688128 1161.216 163290111213.428
688384 1161.648 154749889887.171
688640 1162.08 147924652555.957
688896 1162.512 163290111213.428
689152 1162.944 154749889887.171
689408 1163.376 147924652555.957
689664 1163.808 163290111213.428
689920 1164.24 142431259155.273
690176 1164.672 143539428710.938
690432 1165.104 161481857299.805
690688 1165.536 161984305712.142
690944 1165.968 143539428710.938
691200 1166.4 166276940144.598
691456 1166.832 161984305712.142
691712 1167.264 143539428710.938
691968 1167.696 166276940144.598
692224 1168.128 161984305712.142
692480 1168.56 143539428710.938
692736 1168.992 166276940144.598
692992 1169.424 161984305712.142
693248 1169.856 143539428710.938
693504 1170.288 166276940144.598
693760 1170.72 178017697392.262
694016 1171.152 179208537937.889
694272 1171.584 175964993184.642
694528 1172.016 178017697392.262
694784 1172.448 179208537937.889
695040 1172.88 175964993184.642
695296 1173.312 148191725537.654
695552 1173.744 144660308652.176
695808 1174.176 156428982481.66
696064 1174.608 118828612479.164
696320 1175.04 126377130838.316
696576 1175.472 156428982481.66
696832 1175.904 125829199772.129
697088 1176.336 130483806794.914
697344 1176.768 163168368274.641
697600 1177.2 160047700363.298
697856 1177.632 179208537937.889
698112 1178.064 175964993184.642
698368 1178.496 178017697392.262
698624 1178.928 166365665878.111
698880 1179.36 166276940144.598
699136 1179.792 161984305712.142
699392 1180.224 166365665878.111
699648 1180.656 166276940144.598
699904 1181.088 161984305712.142
700160 1181.52 166365665878.111
700416 1181.952 166276940144.598
700672 1182.384 161984305712.142
700928 1182.816 156166493892.462
701184 1183.248 161481857299.805
701440 1183.68 154327630996.492
701696 1184.112 156166493892.462
701952 1184.544 161481857299.805
702208 1184.976 154327630996.492
702464 1185.408 156166493892.462
702720 1185.84 161481857299.805
702976 1186.272 154327630996.492
703232 1186.704 156166493892.462
703488 1187.136 161481857299.805
703744 1187.568 154327630996.492
704000 1188 156166493892.462
704256 1188.432 161481857299.805
704512 1188.864 154327630996.492
704768 1189.296 156166493892.462
705024 1189.728 161481857299.805
705280 1190.16 106942653190.409
705536 1190.592 113198855251.552
705792 1191.024 104988098144.513
706048 1191.456 106942653190.409
706304 1191.888 113198855251.552
706560 1192.32 104988098144.513
706816 1192.752 106942653190.409
707072 1193.184 113198855251.552
707328 1193.616 104988098144.513
707584 1194.048 104988098144.55
707840 1194.48 105122342705.726
708096 1194.912 104988098144.513
708352 1195.344 104988098144.55
708608 1195.776 105122342705.726
708864 1196.208 104988098144.513
709120 1196.64 104988098144.55
709376 1197.072 105122342705.726
709632 1197.504 104988098144.513
709888 1197.936 104988098144.55
710144 1198.368 104988098144.531
710400 1198.8 104988098144.513
710656 1199.232 104988098144.55
710912 1199.664 1.41655563226329e+266
711168 1200.096 1.88874084301772e+266
711424 1200.528 105520002400.696
711680 1200.96 4.87859828470359e+236
711936 1201.392 6.50479771293812e+236
712192 1201.824 105520002400.696
712448 1202.256 4.87859828470359e+236
712704 1202.688 6.50479771293812e+236
712960 1203.12 105520002400.696
713216 1203.552 1.38335510963212e+265
713472 1203.984 1.88874084301772e+266
713728 1204.416 2.28253593089299e+264
713984 1204.848 5.31208362098733e+265
714240 1205.28 1.88874084301772e+266
714496 1205.712 2.28253593089299e+264
714752 1206.144 5.31208362098733e+265
715008 1206.576 1.88874084301772e+266
715264 1207.008 2.28253593089299e+264
715520 1207.44 5.31208362098733e+265
715776 1207.872 1.88874084301772e+266
716032 1208.304 2.28253593089299e+264
716288 1208.736 5.31208362098733e+265
716544 1209.168 1.88874084301772e+266
716800 1209.6 2.67484679401523e+262
717056 1210.032 5.31208362098733e+265
717312 1210.464 1.88874084301772e+266
717568 1210.896 5.15365552741846e+200
717824 1211.328 5.31208362098733e+265
718080 1211.76 1.88874084301772e+266
718336 1212.192 5.15365552741846e+200
718592 1212.624 5.31208362098733e+265
718848 1213.056 1.84447347950949e+265
719104 1213.488 5.15365552741846e+200
719360 1213.92 3.74811311084979e+200
719616 1214.352 4.99748414779972e+200
719872 1214.784 5.15365552741846e+200
720128 1215.216 3.74811311084979e+200
720384 1215.648 4.99748414779972e+200
720640 1216.08 5.15365552741846e+200
720896 1216.512 3.74811311084979e+200
721152 1216.944 4.99748414779972e+200
721408 1217.376 104988098144.55
721664 1217.808 97656250000
721920 1218.24 99736332893.3714
722176 1218.672 104988098144.55
722432 1219.104 97656250000
722688 1219.536 99736332893.3714
722944 1219.968 6.89446693011312e+272
723200 1220.4 97656250000
723456 1220.832 96679687499.9321
723712 1221.264 6.89446693011312e+272
723968 1221.696 97656250000
724224 1222.128 96679687499.9321
724480 1222.56 6.89446693011312e+272
724736 1222.992 97656250000
724992 1223.424 4.66615095389197e+260
725248 1223.856 6.89446693011312e+272
725504 1224.288 97656250000
725760 1224.72 4.66615095389197e+260
726016 1225.152 8.25486158251259e+271
726272 1225.584 93994140624.9491
726528 1226.016 4.66615095389197e+260
726784 1226.448 1.20121646903625e+269
727040 1226.88 93994140624.9491
727296 1227.312 4.66615095389197e+260
727552 1227.744 97015380859.305
727808 1228.176 93994140624.9491
728064 1228.608 4.66615095389197e+260
728320 1229.04 105703353881.836
728576 1229.472 93994140624.9491
728832 1229.904 7.42338922482024e+300
729088 1230.336 105703353881.836
729344 1230.768 109502440318.465
729600 1231.2 7.42338922482024e+300
729856 1231.632 98330327862.6072
730112 1232.064 109502440318.465
730368 1232.496 7.42338922482024e+300
730624 1232.928 2.40299369344533e+256
730880 1233.36 109502440318.465
731136 1233.792 7.42338922482024e+300
731392 1234.224 1.00124737227029e+258
731648 1234.656 4.10110923681912e+258
731904 1235.088 4.34964212391811e+300
732160 1235.52 9.31160056211372e+258
732416 1235.952 3.59067332643572e+259
732672 1236.384 4.66615095389197e+260
732928 1236.816 1.02527730920478e+260
733184 1237.248 3.27357828364406e+260
733440 1237.68 4.06372933492103e+260
733696 1238.112 1.02527730920478e+260
733952 1238.544 3.27357828364406e+260
734208 1238.976 4.06372933492103e+260
734464 1239.408 1.02527730920478e+260
734720 1239.84 3.27357828364406e+260
