# Scalar ASCII output created by CarpetIOScalar
# created on nid22248 by elihu on Apr 24 2017 at 19:17:53-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0000/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid22248-elihu-2017.04.25-00.15.02-4471
# Run ID: run-J0040_N40-nid22248-elihu-2017.04.25-00.15.02-4471
#
# ML_BSSN::M1 (ml_bssn-ml_mom)
# 1:iteration 2:time 3:data
# data columns: 3:M1 4:M2 5:M3
0 0 4.23171344858325e-12 7.1812540984073e-12 4.45586472239657e-12
256 0.432 4.23171344858325e-12 7.1812540984073e-12 4.45586472239657e-12
512 0.864 4.23040143977676e-12 7.17936050120332e-12 4.4546174694621e-12
768 1.296 4.22643692299646e-12 7.18089366316532e-12 4.45087660220016e-12
1024 1.728 4.22371453534026e-12 7.19057088593655e-12 4.44947074776128e-12
1280 2.16 4.22641279750124e-12 7.19539637354066e-12 4.45258571909159e-12
1536 2.592 9.75037066951104e-07 9.19294421231884e-07 5.22372891168018e-12
1792 3.024 1.00700430179985e-06 8.39350253738818e-07 2.57072284746147e-07
2048 3.456 4.44619691257181e-07 4.40092994841036e-07 4.46651831112727e-07
2304 3.888 1.47302590571348e-06 1.39674472849357e-06 3.58456840415753e-07
2560 4.32 1.48704502123732e-06 1.26286706084436e-06 4.74587572283614e-07
2816 4.752 9.77384874722042e-07 9.7049516027607e-07 7.62850280518082e-07
3072 5.184 1.68717073537905e-06 1.6165524906399e-06 6.55090717045792e-07
3328 5.616 1.8272855442671e-06 1.63345376722093e-06 9.50704498517476e-07
3584 6.048 1.57386076533144e-06 1.54311979165301e-06 1.13182701966159e-06
3840 6.48 1.86064631025907e-06 1.79591495349813e-06 8.35917548545842e-07
4096 6.912 2.09942192674337e-06 1.91657821813012e-06 1.22105891043662e-06
4352 7.344 2.08801601434455e-06 2.0554696770268e-06 1.59756749521018e-06
4608 7.776 2.04944479459373e-06 2.00122564214121e-06 1.340101013264e-06
4864 8.208 2.19689753587514e-06 2.02374482841782e-06 1.35972366397801e-06
5120 8.64 2.32645770661313e-06 2.34163025562603e-06 1.94161294189678e-06
5376 9.072 2.24958695333658e-06 2.22320227437281e-06 1.77984199407288e-06
5632 9.504 2.36422185014827e-06 2.2310540371635e-06 1.63055645687564e-06
5888 9.936 2.47600578018453e-06 2.48981029324545e-06 2.13882280767396e-06
6144 10.368 2.4781917057574e-06 2.46053474687827e-06 2.11246916765668e-06
