# Scalar ASCII output created by CarpetIOScalar
# created on nid14400 by elihu on Apr 29 2017 at 08:18:25-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0009/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid14400-elihu-2017.04.29-13.15.06-4146
# Run ID: run-J0040_N40-nid14400-elihu-2017.04.29-13.15.06-4146
#
# ML_BSSN::H (ml_bssn-ml_ham)
# 1:iteration 2:time 3:data
# data columns: 3:H
603136 1017.792 0
603392 1018.224 0
603648 1018.656 0.00176639120436124
603904 1019.088 0.0783736393935056
604160 1019.52 0.115573089414434
604416 1019.952 0.0977818811511322
604672 1020.384 0.114432364885804
604928 1020.816 0.115573089414434
605184 1021.248 93322753906.25
605440 1021.68 104988098144.531
605696 1022.112 0.115573089414434
605952 1022.544 93322753906.25
606208 1022.976 104988098144.531
606464 1023.408 0.115573089414434
606720 1023.84 93322753906.25
606976 1024.272 104988098144.531
607232 1024.704 93322753906.25
607488 1025.136 104988098144.522
607744 1025.568 104988098144.531
608000 1026 93322753906.2508
608256 1026.432 104988098144.522
608512 1026.864 104988098144.605
608768 1027.296 93322753906.2508
609024 1027.728 104988098144.522
609280 1028.16 104988098144.605
609536 1028.592 104988098144.531
609792 1029.024 104988098144.55
610048 1029.456 106048583984.375
610304 1029.888 106048583984.375
610560 1030.32 104988098144.55
610816 1030.752 106048583984.375
611072 1031.184 106048583984.375
611328 1031.616 104988098144.605
611584 1032.048 104988098144.605
611840 1032.48 104988098144.531
612096 1032.912 104988098144.605
612352 1033.344 104988098144.605
612608 1033.776 109502440318.465
612864 1034.208 113296508789.381
613120 1034.64 104988098144.605
613376 1035.072 113897351548.076
613632 1035.504 114724516868.51
613888 1035.936 113296508789.062
614144 1036.368 122516530245.794
614400 1036.8 114724516868.51
614656 1037.232 125956273404.933
614912 1037.664 121324136853.237
615168 1038.096 114724516868.51
615424 1038.528 118723760451.763
615680 1038.96 113548524677.77
615936 1039.392 114724516868.51
616192 1039.824 118723760451.763
616448 1040.256 114650674164.282
616704 1040.688 119130164384.84
616960 1041.12 118723760451.763
617216 1041.552 124082747846.842
617472 1041.984 119130164384.84
617728 1042.416 118723760451.763
617984 1042.848 124082747846.842
618240 1043.28 119130164384.84
618496 1043.712 118723760451.763
618752 1044.144 124082747846.842
619008 1044.576 120315041469.255
619264 1045.008 123190245358.273
619520 1045.44 124082747846.842
619776 1045.872 120315041469.255
620032 1046.304 123190245358.273
620288 1046.736 115737082638.511
620544 1047.168 114724516868.51
620800 1047.6 123190245358.273
621056 1048.032 114209501854.846
621312 1048.464 114724516868.51
621568 1048.896 116740029305.193
621824 1049.328 113873869932.85
622080 1049.76 123887455862.172
622336 1050.192 116740029305.193
622592 1050.624 117558568184.17
622848 1051.056 123887455862.172
623104 1051.488 123408414986.732
623360 1051.92 117558568184.17
623616 1052.352 123887455862.172
623872 1052.784 118164718151.141
624128 1053.216 113871030801.741
624384 1053.648 123887455862.172
624640 1054.08 119856919330.887
624896 1054.512 118256033892.978
625152 1054.944 125296139562.125
625408 1055.376 119143801363.15
625664 1055.808 118256033892.978
625920 1056.24 130722453063.424
626176 1056.672 120598822832.108
626432 1057.104 118256033892.978
626688 1057.536 120383747496.703
626944 1057.968 123408414986.732
627200 1058.4 118256033892.978
627456 1058.832 120383747496.703
627712 1059.264 123408414986.732
627968 1059.696 118256033892.978
628224 1060.128 121678531342.883
628480 1060.56 119856919330.887
628736 1060.992 118256033892.978
628992 1061.424 125296139562.125
629248 1061.856 119748038705.253
629504 1062.288 118256033892.978
629760 1062.72 136154174804.688
630016 1063.152 142431259155.313
630272 1063.584 142975867725.931
630528 1064.016 136154174804.688
630784 1064.448 142431259155.313
631040 1064.88 142975867725.931
631296 1065.312 136154174804.688
631552 1065.744 142431259155.313
631808 1066.176 142975867725.931
632064 1066.608 136154174804.688
632320 1067.04 142431259155.313
632576 1067.472 142975867725.931
632832 1067.904 136154174804.688
633088 1068.336 142431259155.313
633344 1068.768 142975867725.931
633600 1069.2 136154174804.688
633856 1069.632 142431259155.313
634112 1070.064 142975867725.931
634368 1070.496 136154174804.688
634624 1070.928 142431259155.313
634880 1071.36 142975867725.931
635136 1071.792 136154174804.688
635392 1072.224 142431259155.313
635648 1072.656 142975867725.931
635904 1073.088 136154174804.688
636160 1073.52 142431259155.313
636416 1073.952 142975867725.931
636672 1074.384 136154174804.688
636928 1074.816 142431259155.313
637184 1075.248 142975867725.931
637440 1075.68 136154174804.688
637696 1076.112 142431259155.313
637952 1076.544 142975867725.931
638208 1076.976 136154174804.688
638464 1077.408 142431259155.313
638720 1077.84 142975867725.931
638976 1078.272 136154174804.688
639232 1078.704 142431259155.313
639488 1079.136 142975867725.931
639744 1079.568 136154174804.688
640000 1080 142431259155.313
640256 1080.432 142975867725.931
640512 1080.864 2.05474581815642e+255
640768 1081.296 2.73966109087522e+255
641024 1081.728 142975867725.931
641280 1082.16 2.05474581815642e+255
641536 1082.592 2.73966109087522e+255
641792 1083.024 142975867725.931
642048 1083.456 2.05474581815642e+255
642304 1083.888 1.76385652684973e+297
642560 1084.32 142975867725.931
642816 1084.752 2.05474581815642e+255
643072 1085.184 1.76385652684973e+297
643328 1085.616 1.11957837524039e+254
643584 1086.048 2.05474581815642e+255
643840 1086.48 1.76385652684973e+297
644096 1086.912 1.11957837524039e+254
644352 1087.344 2.05474581815642e+255
644608 1087.776 1.76385652684973e+297
644864 1088.208 1.55026452555152e+295
645120 1088.64 6.45943552313132e+295
645376 1089.072 2.20482065856216e+296
645632 1089.504 1.61485888078283e+295
645888 1089.936 6.45943552313132e+295
646144 1090.368 2.20482065856216e+296
646400 1090.8 1.61485888078283e+295
646656 1091.232 6.45943552313132e+295
646912 1091.664 2.20482065856216e+296
647168 1092.096 1.61485888078283e+295
647424 1092.528 6.45943552313132e+295
647680 1092.96 2.20482065856216e+296
647936 1093.392 1.61485888078283e+295
648192 1093.824 6.45943552313132e+295
648448 1094.256 2.20482065856216e+296
648704 1094.688 1.61485888078283e+295
648960 1095.12 6.45943552313132e+295
649216 1095.552 2.20482065856216e+296
649472 1095.984 1.40637314789856e+295
649728 1096.416 3.78482550183476e+295
649984 1096.848 2.20482065856216e+296
650240 1097.28 1.65660038078353e+294
650496 1097.712 3.32650678872195e+294
650752 1098.144 2.20482065856216e+296
651008 1098.576 1.89241275091738e+293
651264 1099.008 2.05474581815642e+255
651520 1099.44 2.20482065856216e+296
651776 1099.872 1.65543486326078e+255
652032 1100.304 2.05474581815642e+255
652288 1100.736 2.20482065856216e+296
652544 1101.168 104988098144.458
652800 1101.6 115896579126.044
653056 1102.032 2.20482065856216e+296
653312 1102.464 104988098144.458
653568 1102.896 113296508923.668
653824 1103.328 2.20482065856216e+296
654080 1103.76 104988098144.458
654336 1104.192 113296509562.258
654592 1104.624 116738680383.25
654848 1105.056 104396050490.58
655104 1105.488 113296509562.258
655360 1105.92 116738680383.25
655616 1106.352 104396050490.58
655872 1106.784 113296509562.258
656128 1107.216 116738680383.25
656384 1107.648 104988098144.458
656640 1108.08 115896579126.044
656896 1108.512 116738680383.25
657152 1108.944 104988098144.458
657408 1109.376 104988098144.522
657664 1109.808 104988098144.458
657920 1110.24 104988098144.458
658176 1110.672 104988098144.522
658432 1111.104 104988098144.458
658688 1111.536 97697257995.5717
658944 1111.968 104988098144.522
659200 1112.4 104988098144.458
659456 1112.832 105122342705.653
659712 1113.264 104988098144.522
659968 1113.696 104988098144.458
660224 1114.128 105122342705.653
660480 1114.56 104988098144.522
660736 1114.992 104988098144.458
660992 1115.424 97697257995.5717
661248 1115.856 104988098144.522
661504 1116.288 104988098144.458
661760 1116.72 105122342705.653
662016 1117.152 104988098144.522
662272 1117.584 104988098144.458
662528 1118.016 105122342705.653
662784 1118.448 104988098144.522
663040 1118.88 5.32049515412587e+272
663296 1119.312 105122342705.653
663552 1119.744 104988098144.522
663808 1120.176 1.06928736498171e+273
664064 1120.608 105122342705.653
664320 1121.04 104988098144.522
664576 1121.472 1.68337734603856e+274
664832 1121.904 98838110033.0438
665088 1122.336 104988098144.522
665344 1122.768 3.87063142935135e+273
665600 1123.2 98838110033.0438
665856 1123.632 104988098144.522
666112 1124.064 7.63182871209319e+273
666368 1124.496 97697257995.5717
666624 1124.928 104988098144.522
666880 1125.36 104988098144.458
667136 1125.792 97697257995.5717
667392 1126.224 104988098144.823
667648 1126.656 1.88819498731314e+274
667904 1127.088 97697257995.5717
668160 1127.52 104988098144.522
668416 1127.952 104988098144.458
668672 1128.384 109502440318.465
668928 1128.816 104988098144.522
669184 1129.248 104988098144.458
