# Scalar ASCII output created by CarpetIOScalar
# created on nid14400 by elihu on Apr 29 2017 at 08:18:25-0500
# parameter filename: "/scratch/sciteam/elihu/simulations/J0040_N40/output-0009/J0040_N40.par"
# Build ID: build-sim-h2ologin2.ncsa.illinois.edu-elihu-2016.12.02-22.38.15-4497
# Simulation ID: run-J0040_N40-nid14400-elihu-2017.04.29-13.15.06-4146
# Run ID: run-J0040_N40-nid14400-elihu-2017.04.29-13.15.06-4146
#
# SYSTEMSTATISTICS::maxrss_mb (systemstatistics-process_memory_mb)
# 1:iteration 2:time 3:data
# data columns: 3:maxrss_mb 4:majflt_mb 5:arena_mb 6:ordblks_mb 7:hblks_mb 8:hblkhd_mb 9:uordblks_mb 10:fordblks_mb 11:keepcost_mb 12:swap_used_mb
603136 1017.792 2283 0 760 0 0 -2037 749 11 0 0
603392 1018.224 2567 0 882 0 0 -2037 755 125 0 0
603648 1018.656 2609 0 883 0 0 -2037 755 125 0 0
603904 1019.088 2618 0 883 0 0 -2037 755 127 0 0
604160 1019.52 2631 0 875 0 0 -2037 752 123 0 0
604416 1019.952 2634 0 883 0 0 -2037 755 127 0 0
604672 1020.384 2636 0 883 0 0 -2037 756 127 0 0
604928 1020.816 2638 0 884 0 0 -2037 756 127 0 0
605184 1021.248 2640 0 884 0 0 -2037 756 127 0 0
605440 1021.68 2675 0 883 0 0 -2037 751 129 0 0
605696 1022.112 2676 0 882 0 0 -2037 751 131 0 0
605952 1022.544 2683 0 887 0 0 -2037 759 128 0 0
606208 1022.976 2683 0 889 0 0 -2037 761 128 0 0
606464 1023.408 2691 0 890 0 0 -2037 761 129 0 0
606720 1023.84 2685 0 891 0 0 -2037 760 130 0 0
606976 1024.272 2696 0 898 0 0 -2037 767 131 0 0
607232 1024.704 2695 0 899 0 0 -2037 769 130 0 0
607488 1025.136 2697 0 899 0 0 -2037 769 130 0 0
607744 1025.568 2702 0 890 0 0 -2037 766 124 0 0
608000 1026 2703 0 896 0 0 -2037 766 129 0 0
608256 1026.432 2693 0 898 0 0 -2037 768 129 0 0
608512 1026.864 2693 0 903 0 0 -2037 771 132 0 0
608768 1027.296 2725 0 909 0 0 -2037 777 131 0 0
609024 1027.728 2725 0 907 0 0 -2037 777 130 0 0
609280 1028.16 2702 0 907 0 0 -2037 775 131 0 0
609536 1028.592 2726 0 911 0 0 -2037 777 133 0 0
609792 1029.024 2732 0 909 0 0 -2037 775 133 0 0
610048 1029.456 2732 0 909 0 0 -2037 775 133 0 0
610304 1029.888 2718 0 907 0 0 -2037 775 131 0 0
610560 1030.32 2731 0 906 0 0 -2037 773 132 0 0
610816 1030.752 2741 0 908 0 0 -2037 773 133 0 0
611072 1031.184 2711 0 906 0 0 -2037 773 132 0 0
611328 1031.616 2762 0 910 0 0 -2037 775 134 0 0
611584 1032.048 2756 0 916 0 0 -2037 780 136 0 0
611840 1032.48 2730 0 918 0 0 -2037 782 135 0 0
612096 1032.912 2736 0 910 0 0 -2037 781 128 0 0
612352 1033.344 2734 0 916 0 0 -2037 781 134 0 0
612608 1033.776 2764 0 915 0 0 -2037 781 133 0 0
612864 1034.208 2772 0 917 0 0 -2037 780 136 0 0
613120 1034.64 2761 0 917 0 0 -2037 780 137 0 0
613376 1035.072 2745 0 921 0 0 -2037 784 136 0 0
613632 1035.504 2775 0 921 0 0 -2037 786 135 0 0
613888 1035.936 2763 0 936 0 0 -2037 798 138 0 0
614144 1036.368 2786 0 935 0 0 -2037 798 136 0 0
614400 1036.8 2758 0 938 0 0 -2037 800 138 0 0
614656 1037.232 2792 0 943 0 0 -2037 805 138 0 0
614912 1037.664 2764 0 944 0 0 -2037 805 139 0 0
615168 1038.096 2813 0 944 0 0 -2037 803 140 0 0
615424 1038.528 2811 0 943 0 0 -2037 803 139 0 0
615680 1038.96 2811 0 941 0 0 -2037 801 140 0 0
615936 1039.392 2820 0 960 0 0 -2037 799 159 0 0
616192 1039.824 2821 0 941 0 0 -2037 799 142 0 0
616448 1040.256 2831 0 942 0 0 -2037 798 143 0 0
616704 1040.688 2816 0 941 0 0 -2037 795 145 0 0
616960 1041.12 2842 0 946 0 0 -2037 802 143 0 0
617216 1041.552 2853 0 972 0 0 -2037 809 162 0 0
617472 1041.984 2853 0 950 0 0 -2037 809 140 0 0
617728 1042.416 2853 0 966 0 0 -2037 809 156 0 0
617984 1042.848 2855 0 949 0 0 -2037 805 143 0 0
618240 1043.28 2872 0 949 0 0 -1834 794 154 0 0
618496 1043.712 2853 0 946 0 0 -1834 792 153 0 0
618752 1044.144 2876 0 975 0 0 -1838 809 161 0 0
619008 1044.576 2873 0 971 0 0 -1838 811 160 0 0
619264 1045.008 2888 0 981 0 0 -1838 817 164 0 0
619520 1045.44 2880 0 960 0 0 -1844 802 147 0 0
619776 1045.872 2892 0 971 0 0 -1844 802 156 0 0
620032 1046.304 2874 0 974 0 0 -1844 809 162 0 0
620288 1046.736 2874 0 973 0 0 -1844 809 160 0 0
620544 1047.168 2888 0 973 0 0 -1844 809 162 0 0
620800 1047.6 2888 0 973 0 0 -1844 803 162 0 0
621056 1048.032 2888 0 973 0 0 -1844 807 165 0 0
621312 1048.464 2888 0 973 0 0 -1844 807 148 0 0
621568 1048.896 2888 0 976 0 0 -1844 808 164 0 0
621824 1049.328 2889 0 978 0 0 -1844 808 163 0 0
622080 1049.76 2889 0 993 0 0 -1844 821 167 13 0
622336 1050.192 2894 0 993 0 0 -1844 823 169 0 0
622592 1050.624 2888 0 975 0 0 -1844 809 166 0 0
622848 1051.056 2882 0 975 0 0 -1844 807 166 0 0
623104 1051.488 2888 0 983 0 0 -1844 810 169 13 0
623360 1051.92 2892 0 982 0 0 -1844 810 165 13 0
623616 1052.352 2892 0 994 0 0 -1844 822 171 0 0
623872 1052.784 2895 0 978 0 0 -1844 825 153 0 0
624128 1053.216 2897 0 996 0 0 -1844 825 168 0 0
624384 1053.648 2897 0 994 0 0 -1844 813 166 0 0
624640 1054.08 2897 0 994 0 0 -1844 813 164 0 0
624896 1054.512 2892 0 989 0 0 -1844 810 169 5 0
625152 1054.944 2892 0 991 0 0 -1844 819 172 13 0
625408 1055.376 2881 0 992 0 0 -1844 821 170 13 0
625664 1055.808 2882 0 988 0 0 -1844 821 166 13 0
625920 1056.24 2886 0 992 0 0 -1844 821 160 0 0
626176 1056.672 2887 0 993 0 0 -1844 821 172 0 0
626432 1057.104 2883 0 992 0 0 -1844 821 171 5 0
626688 1057.536 2882 0 996 0 0 -1844 824 172 13 0
626944 1057.968 2885 0 1000 0 0 -1844 824 175 0 0
627200 1058.4 2880 0 994 0 0 -1844 824 169 13 0
627456 1058.832 2883 0 998 0 0 -1844 824 174 13 0
627712 1059.264 2866 0 994 0 0 -1844 824 169 5 0
627968 1059.696 2892 0 989 0 0 -1844 820 168 0 0
628224 1060.128 2888 0 993 0 0 -1844 820 172 0 0
628480 1060.56 2886 0 990 0 0 -1844 818 171 0 0
628736 1060.992 2890 0 993 0 0 -1844 819 174 0 0
628992 1061.424 2890 0 998 0 0 -1844 821 177 0 0
629248 1061.856 2890 0 990 0 0 -1844 821 168 0 0
629504 1062.288 2890 0 995 0 0 -1844 821 174 0 0
629760 1062.72 2890 0 996 0 0 -1844 821 175 13 0
630016 1063.152 2893 0 998 0 0 -1844 821 177 0 0
630272 1063.584 2890 0 999 0 0 -1844 821 177 13 0
630528 1064.016 2890 0 995 0 0 -1844 819 175 13 0
630784 1064.448 2878 0 996 0 0 -1844 819 176 13 0
631040 1064.88 2878 0 996 0 0 -1844 820 176 13 0
631296 1065.312 2889 0 1000 0 0 -1844 820 180 0 0
631552 1065.744 2889 0 996 0 0 -1844 820 175 13 0
631808 1066.176 2889 0 1004 0 0 -1844 820 183 0 0
632064 1066.608 2876 0 998 0 0 -1844 820 178 13 0
632320 1067.04 2872 0 990 0 0 -1844 820 169 13 0
632576 1067.472 2878 0 998 0 0 -1844 817 180 0 0
632832 1067.904 2892 0 991 0 0 -1844 815 176 0 0
633088 1068.336 2883 0 997 0 0 -1844 815 182 13 0
633344 1068.768 2908 0 1000 0 0 -1844 818 182 0 0
633600 1069.2 2902 0 995 0 0 -1844 818 176 0 0
633856 1069.632 2906 0 998 0 0 -1844 818 180 13 0
634112 1070.064 2906 0 999 0 0 -1844 818 181 13 0
634368 1070.496 2897 0 1004 0 0 -1844 818 185 13 0
634624 1070.928 2895 0 999 0 0 -1844 818 181 13 0
634880 1071.36 2889 0 1002 0 0 -1844 818 183 0 0
635136 1071.792 2901 0 998 0 0 -1844 816 181 13 0
635392 1072.224 2901 0 998 0 0 -1844 816 181 13 0
635648 1072.656 2895 0 1000 0 0 -1844 815 185 0 0
635904 1073.088 2907 0 994 0 0 -1844 813 181 0 0
636160 1073.52 2890 0 996 0 0 -1844 813 182 0 0
636416 1073.952 2889 0 1006 0 0 -1844 820 185 0 0
636672 1074.384 2897 0 1003 0 0 -1844 820 182 0 0
636928 1074.816 2898 0 997 0 0 -1844 820 177 0 0
637184 1075.248 2895 0 1006 0 0 -1844 820 185 0 0
637440 1075.68 2895 0 998 0 0 -1844 820 178 0 0
637696 1076.112 2894 0 1000 0 0 -1844 817 183 0 0
637952 1076.544 2923 0 1010 0 0 -1834 824 186 13 0
638208 1076.976 2923 0 1005 0 0 -1834 824 181 0 0
638464 1077.408 2922 0 1008 0 0 -1834 821 187 13 0
638720 1077.84 2922 0 1000 0 0 -1834 821 179 0 0
638976 1078.272 2911 0 1005 0 0 -1834 821 183 0 0
639232 1078.704 2911 0 1002 0 0 -1834 821 180 0 0
639488 1079.136 2911 0 1004 0 0 -1834 818 185 0 0
639744 1079.568 2912 0 1000 0 0 -1834 818 181 0 0
640000 1080 2910 0 999 0 0 -1834 818 180 0 0
640256 1080.432 2910 0 1006 0 0 -1834 818 187 0 0
640512 1080.864 2910 0 1000 0 0 -1834 816 183 0 0
640768 1081.296 2910 0 1002 0 0 -1834 813 188 0 0
